,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2
07-03-2021 17.00,6858.385413,8098.217964,1.412735286,3.483895609,4600.355785,3533.388987,0.952794784,2.349652902
07-03-2021 18.00,6854.430714,8079.369488,1.410395292,3.478125033,4596.782499,3522.94439,0.951030828,2.345302873
07-03-2021 19.00,6856.130731,8097.302366,1.410297888,3.47788483,4589.763282,3519.081011,0.949379863,2.341231488
07-03-2021 20.00,6856.720563,8093.003304,1.411962048,3.481988755,4581.840796,3501.379053,0.948620983,2.33936004
07-03-2021 21.00,6861.325161,8121.7558,1.413269915,3.485214038,4586.540614,3519.349694,0.950066389,2.342924505
07-03-2021 22.00,6859.309257,8106.828978,1.412427034,3.483135439,4590.60835,3520.663561,0.950538224,2.344088079
07-03-2021 23.00,6857.27954,8108.126883,1.413070902,3.484723259,4605.4561,3548.678594,0.954410452,2.353637242
08-03-2021 0.00,6855.225524,8106.898335,1.411854287,3.481723009,4592.674589,3529.111484,0.951178576,2.345667229
08-03-2021 1.00,6855.764864,8108.396903,1.412277023,3.482765502,4598.61627,3539.140736,0.952661203,2.349323481
08-03-2021 2.00,6859.075371,8107.218649,1.412298461,3.48281837,4604.297502,3544.387561,0.953444256,2.351254541
08-03-2021 3.00,6862.237218,8107.884507,1.411675845,3.481282958,4600.748643,3535.362806,0.951843866,2.347307877
08-03-2021 4.00,6859.535967,8124.179008,1.413748305,3.486393777,4612.283445,3565.875869,0.956097777,2.357798295
08-03-2021 5.00,6856.613548,8097.626735,1.410081215,3.477350498,4621.241301,3572.293425,0.955877676,2.357255509
08-03-2021 6.00,6856.68646,8109.686859,1.409952474,3.477033016,4626.527116,3588.194577,0.957025786,2.360086823
08-03-2021 7.00,6854.643078,8123.33927,1.413052054,3.484676779,4634.63699,3609.907925,0.961067278,2.3700534
08-03-2021 8.00,6852.959549,8090.815093,1.40910182,3.474935248,4647.547414,3618.338986,0.961299077,2.370625033
08-03-2021 9.00,6855.891238,8137.441859,1.414407701,3.488019892,4655.048833,3650.808586,0.966262112,2.382864194
08-03-2021 10.00,6853.47326,8127.948706,1.413724399,3.486334824,4644.111402,3629.798289,0.963777419,2.376736781
08-03-2021 11.00,6852.080118,8119.499809,1.412981173,3.484501982,4648.88142,3635.334026,0.964488147,2.378489482
08-03-2021 12.00,6849.243135,8110.494656,1.411729774,3.48141595,4642.26396,3622.822707,0.962676604,2.374022103
08-03-2021 13.00,6849.723713,8086.625614,1.408980334,3.474635657,4638.690123,3604.404959,0.959904473,2.36718585
08-03-2021 14.00,6848.766685,8097.838072,1.410108688,3.477418249,4640.771607,3614.561667,0.961250994,2.370506457
08-03-2021 15.00,6850.095811,8105.383404,1.411235406,3.480196809,4644.003446,3622.186852,0.962557218,2.373727688
08-03-2021 16.00,6850.369789,8112.879132,1.412570074,3.483488185,4648.69988,3633.21582,0.964443487,2.378379349
08-03-2021 17.00,6851.507744,8092.450158,1.408638106,3.4737917,4635.825145,3600.86081,0.958929881,2.364782444
08-03-2021 18.00,6850.989731,8126.750742,1.41314379,3.484903006,4632.615486,3612.168942,0.961505334,2.371133675
08-03-2021 19.00,6851.56259,8106.446354,1.411602848,3.481102944,4638.37464,3610.884575,0.961488992,2.371093375
08-03-2021 20.00,6849.104217,8106.94086,1.410915009,3.479406688,4630.335865,3600.499997,0.959683976,2.366642089
08-03-2021 21.00,6851.282736,8101.822541,1.409442053,3.475774285,4623.073573,3583.754388,0.956893724,2.359761149
08-03-2021 22.00,6850.922991,8097.384595,1.409272172,3.475355348,4638.870877,3608.847441,0.960104129,2.367678213
08-03-2021 23.00,6850.850674,8091.913575,1.407758922,3.471623575,4635.329054,3600.799981,0.958397808,2.363470316
09-03-2021 0.00,6848.339439,8085.803358,1.408378814,3.47315227,4652.909984,3630.235586,0.962850586,2.374451154
09-03-2021 1.00,6850.963706,8110.69634,1.412494829,3.483302627,4650.442262,3634.190077,0.964745731,2.379124702
09-03-2021 2.00,6849.155161,8108.917187,1.411517674,3.4808929,4657.17932,3647.77406,0.965797595,2.381718666
09-03-2021 3.00,6849.076752,8098.920663,1.408974569,3.474621441,4671.104722,3668.101017,0.967077597,2.384875233
09-03-2021 4.00,6849.329887,8095.089284,1.408895543,3.474426555,4676.836992,3675.451213,0.968121511,2.38744959
09-03-2021 5.00,6851.33779,8107.686727,1.412356456,3.48296139,4655.57141,3640.768247,0.965627659,2.381299591
09-03-2021 6.00,6850.489116,8116.492957,1.412508524,3.483336398,4655.292385,3646.251089,0.965819759,2.381773324
09-03-2021 7.00,6850.000452,8097.065872,1.409861763,3.476809316,4514.824682,3397.665494,0.93426923,2.303967699
09-03-2021 8.00,6848.574146,8101.194793,1.411917104,3.48187792,4521.675098,3411.418873,0.937198381,2.311191173
09-03-2021 9.00,6847.644749,8090.121579,1.409583189,3.476122337,4510.973413,3390.074658,0.93349444,2.302057018
09-03-2021 10.00,6851.309508,8106.668681,1.412549251,3.483436834,4493.878854,3364.102267,0.931295959,2.296635424
09-03-2021 11.00,6848.27757,8084.884652,1.409977034,3.477093583,4493.878854,3357.442763,0.929949973,2.293316135
09-03-2021 12.00,6849.828692,8097.535652,1.410533897,3.478466842,4493.878854,3362.188652,0.930172655,2.293865283
09-03-2021 13.00,6848.022055,8086.579859,1.410657804,3.478772405,4493.878854,3357.992383,0.930345488,2.294291502
09-03-2021 14.00,6848.727306,8088.812702,1.409368934,3.475593969,4493.878854,3359.2432,0.929500971,2.292208867
09-03-2021 15.00,6847.873272,8076.534208,1.408518897,3.473497723,4493.878854,3354.130872,0.9290039,2.290983059
09-03-2021 16.00,6847.278915,8091.36373,1.409902911,3.47691079,4493.878854,3361.928759,0.930125199,2.293748255
09-03-2021 17.00,6847.708787,8080.170945,1.410228876,3.477714641,4493.878854,3355.135561,0.930162713,2.293840765
09-03-2021 18.00,6846.916977,8088.756547,1.410522988,3.47843994,4493.878854,3360.534206,0.930516295,2.294712721
09-03-2021 19.00,6847.488116,8072.262363,1.408752908,3.474074809,4493.878854,3352.360808,0.9292298,2.291540143
09-03-2021 20.00,6848.421609,8066.810777,1.408595765,3.473687284,4493.878854,3348.477307,0.928962219,2.290880272
09-03-2021 21.00,6846.63222,8065.627029,1.408191443,3.472690202,4493.878854,3350.003086,0.929003321,2.290981632
09-03-2021 22.00,6849.093361,8067.384136,1.409205227,3.475190257,4493.878854,3347.578189,0.929343398,2.291820283
09-03-2021 23.00,6853.129773,8088.21271,1.412076901,3.482271988,4493.878854,3352.253439,0.930704285,2.295176317
10-03-2021 0.00,6851.929602,8083.640756,1.41157803,3.481041741,4493.878854,3351.618056,0.930571949,2.294849969
10-03-2021 1.00,6848.199918,8059.806895,1.409080501,3.474882676,4493.878854,3344.372692,0.929286902,2.29168096
10-03-2021 2.00,6850.574013,8059.041303,1.407650222,3.471355515,4493.878854,3342.340882,0.928086363,2.288720354
10-03-2021 3.00,6848.87193,8087.435177,1.412445077,3.483179935,4493.878854,3356.246811,0.931553977,2.297271713
10-03-2021 4.00,6848.998765,8060.128533,1.407432096,3.470817603,4493.878854,3344.915738,0.928278891,2.289195141
10-03-2021 5.00,6846.996582,8081.782878,1.412010706,3.482108747,4493.878854,3355.625437,0.931576129,2.29732634
10-03-2021 6.00,6849.692724,8052.875229,1.407917289,3.472014119,4493.878854,3339.854102,0.928418922,2.289540466
10-03-2021 7.00,6849.005249,8066.896981,1.409530489,3.475992375,4493.878854,3347.042955,0.929629137,2.292524935
10-03-2021 8.00,6848.571729,8070.968388,1.411341185,3.480457666,4493.878854,3348.361823,0.930835829,2.295500714
10-03-2021 9.00,6845.898187,8048.481263,1.408390728,3.473181651,4493.878854,3341.137179,0.929177327,2.291410742
10-03-2021 10.00,6849.282791,8058.246786,1.409195499,3.475166267,4493.878854,3342.173518,0.929234922,2.291552773
10-03-2021 11.00,6847.96253,8062.402214,1.410259055,3.477789063,4493.878854,3344.888505,0.930085079,2.293649317
10-03-2021 12.00,6847.175109,8046.983978,1.410276239,3.477831442,4493.878854,3337.545016,0.930132719,2.293766798
10-03-2021 13.00,6851.311543,8075.629547,1.412349035,3.482943089,4493.878854,3347.043336,0.931088774,2.296124492
10-03-2021 14.00,6851.788331,8045.903113,1.40832109,3.473009917,4493.878854,3333.372862,0.928318454,2.289292705
10-03-2021 15.00,6853.646002,8042.140992,1.407897663,3.471965721,4493.878854,3329.520235,0.927688532,2.287739278
10-03-2021 16.00,6851.91719,8054.673566,1.411766954,3.48150764,4493.878854,3335.480512,0.93041927,2.294473451
10-03-2021 17.00,6852.897621,8063.14526,1.412941756,3.484404776,4493.878854,3337.972784,0.931066773,2.296070237
10-03-2021 18.00,6852.897921,8062.086785,1.412536379,3.483405091,4493.878854,3337.666828,0.930822249,2.295467224
10-03-2021 19.00,6851.015189,8043.708083,1.410002556,3.477156522,4493.878854,3331.555658,0.929366589,2.291877472
10-03-2021 20.00,6847.279062,8046.018885,1.411429671,3.480675878,4493.878854,3335.999659,0.930837382,2.295504543
10-03-2021 21.00,6847.331448,8025.331845,1.40785307,3.471855751,4493.878854,3327.400596,0.928537189,2.289832121
10-03-2021 22.00,6849.752089,8053.309945,1.412150474,3.482453426,4493.878854,3336.680417,0.931057005,2.296046148
10-03-2021 23.00,6847.694623,8021.884845,1.408290263,3.472933897,4493.878854,3324.516377,0.928634911,2.290073108
11-03-2021 0.00,6847.972659,8033.576845,1.410988571,3.479588097,4493.878854,3328.737138,0.930371117,2.294354704
11-03-2021 1.00,6847.009898,8011.798338,1.407131669,3.47007673,4493.878854,3320.750001,0.927954626,2.288395483
11-03-2021 2.00,6844.432612,8015.95921,1.409238707,3.47527282,4493.878854,3324.194448,0.929610413,2.292478759
11-03-2021 3.00,6841.858005,8004.307921,1.407763175,3.471634064,4493.878854,3322.073839,0.929028683,2.291044175
11-03-2021 4.00,6843.903191,8017.906638,1.408664699,3.473857281,4493.878854,3326.386816,0.929309017,2.291735497
11-03-2021 5.00,6846.691317,8000.837452,1.406207242,3.467797034,4493.878854,3315.794129,0.927247297,2.286651165
11-03-2021 6.00,6843.784923,8023.847365,1.410158777,3.477541771,4493.878854,3328.695619,0.930297272,2.294172596
11-03-2021 7.00,6843.211822,7998.594173,1.405760355,3.466694983,4493.878854,3318.876749,0.927535421,2.287361696
11-03-2021 8.00,6843.434243,8018.475136,1.41014533,3.477508611,4493.878854,3326.379048,0.930423614,2.294484166
11-03-2021 9.00,6845.902924,8015.0482,1.408583938,3.473658118,4493.878854,3323.124542,0.929117259,2.291262609
11-03-2021 10.00,6847.79168,8016.651676,1.40833633,3.473047502,10000,15885.36774,1.978208311,4.878388269
11-03-2021 11.00,6846.965673,8027.528279,1.410399493,3.478135393,10000,15910.33827,1.981332983,4.886093911
11-03-2021 12.00,6849.114637,8016.000903,1.407928873,3.472042686,9997.525748,15871.22301,1.976908436,4.875182695
11-03-2021 13.00,6850.335481,8011.373019,1.408238912,3.472807262,9989.845022,15840.21393,1.976063566,4.873099191
11-03-2021 14.00,6851.652458,8018.249725,1.40798314,3.472176512,9975.266576,15805.04425,1.972693625,4.864788701
11-03-2021 15.00,6852.076323,8038.893159,1.412746923,3.483924306,9985.571242,15874.24531,1.981019451,4.885320721
11-03-2021 16.00,6851.368204,8024.212401,1.409467719,3.475837578,9858.030606,15502.87398,1.955098653,4.821398374
11-03-2021 17.00,6851.155605,8036.140257,1.41152796,3.480918265,9862.421669,15539.68202,1.958929811,4.830846254
11-03-2021 18.00,6848.802975,8002.785346,1.407621617,3.471284973,9878.608819,15532.99398,1.957132043,4.826412844
11-03-2021 19.00,6851.735744,8040.514443,1.412389487,3.483042845,9856.043598,15529.08854,1.958945297,4.830884444
11-03-2021 20.00,6847.552548,8017.427075,1.410689871,3.478851483,9841.484149,15467.84432,1.955565312,4.822549186
11-03-2021 21.00,6850.653608,8012.260406,1.408237736,3.472804363,9858.763513,15488.31671,1.954112537,4.818966548
11-03-2021 22.00,6850.622419,8026.955017,1.411102347,3.479868676,9863.377053,15529.61716,1.958837806,4.830619364
11-03-2021 23.00,6847.163223,8031.598889,1.411571472,3.481025568,9863.282109,15549.78137,1.960089123,4.833705192
12-03-2021 0.00,6848.067515,8025.009615,1.411675178,3.481281315,9874.448149,15566.96594,1.962128186,4.838733652
12-03-2021 1.00,6846.333644,8012.379114,1.407855824,3.471862543,9851.81282,15484.47813,1.953257426,4.816857792
12-03-2021 2.00,6843.989814,7990.575801,1.405572656,3.466232105,9861.711093,15481.72545,1.952446282,4.814857456
12-03-2021 3.00,6838.376879,7998.218561,1.407090075,3.469974156,9856.584752,15505.01138,1.95515534,4.821538168
12-03-2021 4.00,6836.273366,8003.205326,1.408695851,3.473934104,9855.401343,15520.42402,1.95765009,4.827690381
12-03-2021 5.00,6834.668064,7993.591261,1.407094869,3.469985979,9842.738415,15473.86141,1.953665162,4.817863293
12-03-2021 6.00,6835.293868,7979.81638,1.404224026,3.462906296,9837.860774,15430.8214,1.948753176,4.805750022
12-03-2021 7.00,6836.077185,7998.26711,1.40609219,3.467513308,9847.123933,15485.19645,1.952606742,4.815253162
12-03-2021 8.00,6576.285536,7403.221941,1.355206703,3.342026441,9846.099222,15458.90518,1.952405598,4.814757127
12-03-2021 9.00,6578.44522,7410.375046,1.354165039,3.339457631,9850.578535,15469.37087,1.950595134,4.810292408
12-03-2021 10.00,6580.010397,7429.909947,1.358838712,3.350983209,9833.498218,15460.94164,1.954154849,4.819070894
12-03-2021 11.00,6581.497116,7442.621627,1.359117805,3.351671471,9826.731127,15457.30051,1.952835504,4.815817304
12-03-2021 12.00,6578.136431,7406.241133,1.35463227,3.340609854,9825.184585,15397.3068,1.947213358,4.801952731
12-03-2021 13.00,6577.658427,7430.493606,1.357824007,3.348480882,9815.502408,15420.27082,1.950127667,4.809139604
12-03-2021 14.00,6575.583246,7411.173439,1.354823062,3.341080359,9825.644364,15416.7417,1.948041632,4.80399531
12-03-2021 15.00,6573.810165,7428.375143,1.357952169,3.348796935,9806.387861,15407.60699,1.949666711,4.808002859
12-03-2021 16.00,6572.24556,7409.290262,1.355036603,3.341606964,9810.771987,15388.45085,1.946805631,4.80094725
12-03-2021 17.00,6571.615732,7422.609437,1.356118944,3.344276087,9805.454833,15401.03122,1.947509505,4.80268305
12-03-2021 18.00,6570.900984,7419.244198,1.354730035,3.340850947,9803.320907,15389.01647,1.945201233,4.796990704
12-03-2021 19.00,6572.717004,7413.971163,1.3533752,3.337509838,9804.833434,15373.99783,1.943049065,4.79168332
12-03-2021 20.00,6569.627977,7412.855144,1.355925266,3.343798463,9794.051224,15362.84027,1.945981961,4.798916028
12-03-2021 21.00,6568.857823,7429.860608,1.356533645,3.345298767,9787.004639,15374.52842,1.945411379,4.797508937
12-03-2021 22.00,6568.582306,7416.4789,1.355751344,3.343369562,9791.461048,15365.11255,1.945368055,4.797402098
12-03-2021 23.00,6571.345553,7436.733243,1.357522588,3.347737561,9791.912434,15391.41885,1.946952272,4.801308878
13-03-2021 0.00,6574.531634,7423.063531,1.354916478,3.341310728,9785.485268,15332.31137,1.941232141,4.787202668
13-03-2021 1.00,6572.547339,7432.257337,1.354911467,3.341298371,9788.561509,15363.26128,1.942054304,4.789230176
13-03-2021 2.00,6571.129344,7429.76471,1.356881079,3.346155561,9785.261201,15362.29367,1.945147551,4.79685832
13-03-2021 3.00,6571.580188,7440.301341,1.356977792,3.34639406,9789.665133,15389.37594,1.945786601,4.798434259
13-03-2021 4.00,6566.736595,7429.252281,1.357289813,3.347163523,9800.696305,15422.40133,1.949623091,4.807895288
13-03-2021 5.00,6565.455507,7428.038456,1.356457965,3.345112133,9797.326391,15413.56856,1.947972269,4.803824256
13-03-2021 6.00,6562.990589,7433.514265,1.35650661,3.345232095,9790.479404,15413.58092,1.947369666,4.802338197
13-03-2021 7.00,6561.212348,7408.449409,1.353046697,3.336699728,9801.739866,15402.48954,1.944976267,4.796435922
13-03-2021 8.00,6559.588282,7411.409378,1.35353189,3.337896246,9794.018249,15394.2435,1.944729318,4.795826931
13-03-2021 9.00,6560.166763,7423.848442,1.354738067,3.340870756,9808.864618,15453.73591,1.94857203,4.805303303
13-03-2021 10.00,6561.176603,7419.262245,1.354147919,3.339415414,9800.966725,15419.23869,1.946091223,4.799185475
13-03-2021 11.00,6562.641547,7440.50447,1.357133149,3.34677718,9832.840091,15540.11679,1.955165395,4.821562965
13-03-2021 12.00,6563.482673,7437.252631,1.355428707,3.342573917,9839.574997,15544.43029,1.953382535,4.817166318
13-03-2021 13.00,6565.1869,7424.022324,1.353395909,3.337560907,9848.875516,15536.30026,1.951655357,4.812906985
13-03-2021 14.00,6562.705738,7440.830551,1.35480921,3.341046198,9846.055503,15569.18524,1.95370146,4.817952806
13-03-2021 15.00,6561.518788,7428.999036,1.354012671,3.339081882,9826.927375,15501.4983,1.949822369,4.808386721
13-03-2021 16.00,6560.289411,7427.073673,1.354348179,3.339909268,9824.800799,15499.18961,1.950473176,4.809991652
13-03-2021 17.00,6560.652689,7443.114979,1.355102552,3.341769598,9834.796721,15551.64619,1.952805742,4.81574391
13-03-2021 18.00,6559.36776,7419.688539,1.352569974,3.3355241,9838.295935,15522.72264,1.95031664,4.809605624
13-03-2021 19.00,6560.112327,7430.044775,1.353139144,3.336927708,9856.002248,15584.5803,1.953641031,4.817803786
13-03-2021 20.00,6560.392309,7437.889792,1.353335786,3.337412641,9854.204488,15591.92019,1.953457767,4.817351845
13-03-2021 21.00,6557.508312,7440.074801,1.354300758,3.339792322,9846.683323,15589.3777,1.954363842,4.819586282
13-03-2021 22.00,6556.339539,7445.03509,1.355639773,3.343094421,9854.41007,15626.72077,1.957902672,4.828313265
13-03-2021 23.00,6559.119639,7433.246692,1.35394069,3.338904373,9838.963555,15549.9663,1.952106833,4.814020356
14-03-2021 0.00,6558.537288,7436.455454,1.354055732,3.339188074,9841.931525,15565.73821,1.952876464,4.815918315
14-03-2021 1.00,6557.956497,7430.657406,1.353487157,3.337785932,9849.075619,15575.08719,1.953294926,4.816950268
14-03-2021 2.00,6557.938011,7435.831234,1.354688224,3.340747839,9843.780736,15572.74109,1.954270768,4.819356757
14-03-2021 3.00,6559.901478,7429.323954,1.352546777,3.335466893,9834.437275,15524.17991,1.949135003,4.806691632
14-03-2021 4.00,6557.133723,7446.3823,1.356023429,3.344040541,9838.162713,15582.68224,1.955565593,4.822549877
14-03-2021 5.00,6561.300876,7455.511422,1.356348428,3.344842009,9864.923852,15653.73195,1.959329258,4.831831316
14-03-2021 6.00,6559.574032,7447.784681,1.35448061,3.340235851,9877.681787,15677.91635,1.959204652,4.83152403
14-03-2021 7.00,6556.434506,7457.161297,1.356356824,3.344862714,9863.358893,15671.82106,1.960281327,4.83417918
14-03-2021 8.00,6556.527244,7447.339348,1.354693157,3.340760003,9842.169898,15594.04869,1.954268419,4.819350965
14-03-2021 9.00,6555.371756,7440.154962,1.352444305,3.335214192,9839.79273,15574.49357,1.950751816,4.810678795
14-03-2021 10.00,6555.409254,7439.722959,1.351984032,3.334079128,9860.382808,15628.08135,1.953592574,4.817684287
14-03-2021 11.00,6554.688037,7437.72322,1.351499487,3.332884211,9874.976179,15665.52223,1.955429738,4.822214851
14-03-2021 12.00,6553.717857,7433.146117,1.35278359,3.336050889,9873.204149,15662.40136,1.957796865,4.828052338
14-03-2021 13.00,6554.600912,7424.200464,1.351352297,3.332521229,9868.94019,15628.83354,1.954829801,4.820735367
14-03-2021 14.00,6556.82649,7447.38874,1.35268634,3.335811066,9884.49865,15703.02461,1.958531138,4.829863103
14-03-2021 15.00,6555.103112,7435.343225,1.352984558,3.33654649,9878.498716,15676.11734,1.958854008,4.83065932
14-03-2021 16.00,6557.502443,7443.7781,1.35421724,3.339586363,9895.462962,15728.99644,1.96280528,4.840403411
14-03-2021 17.00,6560.06743,7438.654594,1.35191423,3.333906992,9888.429765,15685.36589,1.957537706,4.827413236
14-03-2021 18.00,6555.086272,7432.699552,1.352246769,3.334727056,9909.126377,15752.36154,1.962799651,4.840389529
14-03-2021 19.00,6558.538518,7442.256686,1.353611802,3.338093315,9914.804515,15771.98666,1.964666255,4.844992694
14-03-2021 20.00,6557.205199,7446.978405,1.354661468,3.340681856,9916.431167,15792.76369,1.966917455,4.850544297
14-03-2021 21.00,6556.821405,7438.519429,1.353544475,3.33792728,9916.693905,15778.52168,1.965536309,4.847138301
14-03-2021 22.00,6557.449104,7449.913426,1.354127684,3.339365511,9914.80187,15790.63798,1.96568712,4.84751021
14-03-2021 23.00,6557.686037,7445.68095,1.351951663,3.333999306,9908.582719,15759.71825,1.961268898,4.836614592
15-03-2021 0.00,6555.245298,7437.142663,1.351356191,3.332530834,9913.493494,15767.54034,1.961941801,4.838274015
15-03-2021 1.00,6551.613174,7435.692352,1.352948961,3.336458704,9922.934402,15810.70795,1.967044442,4.850857455
15-03-2021 2.00,6551.821069,7421.948753,1.350782535,3.331116161,9925.157091,15787.9038,1.964231118,4.843919618
15-03-2021 3.00,6553.820697,7453.830424,1.354539075,3.340380029,9918.74879,15824.6554,1.968060694,4.853363596
15-03-2021 4.00,6557.318014,7459.175522,1.356509807,3.34523998,9922.29537,15834.29081,1.97074377,4.859980234
15-03-2021 5.00,6557.975762,7442.748894,1.353022411,3.336639838,9922.200725,15794.58529,1.96531793,4.846599766
15-03-2021 6.00,6558.562115,7450.987781,1.354524413,3.340343872,9927.109267,15823.01325,1.968219609,4.853755492
15-03-2021 7.00,6555.832737,7420.11537,1.351225225,3.332207861,9917.839736,15751.18447,1.962948263,4.840756014
15-03-2021 8.00,6551.645183,7426.279626,1.353008752,3.336606153,9912.17921,15768.21547,1.965793302,4.847772064
15-03-2021 9.00,6551.154684,7426.201567,1.351721029,3.333430547,9899.58968,15732.45111,1.961859829,4.838071868
15-03-2021 10.00,6552.543539,7432.818077,1.354782508,3.34098035,9892.799672,15728.33836,1.965118586,4.846108171
15-03-2021 11.00,6553.755547,7441.184885,1.354882504,3.341226946,9900.021392,15756.34312,1.966100929,4.84853069
15-03-2021 12.00,6555.489799,7443.506182,1.355699433,3.343241546,9891.618886,15734.14258,1.965741432,4.847644148
15-03-2021 13.00,6553.580773,7420.32786,1.352793664,3.336075733,9879.844124,15665.79206,1.960360739,4.834375016
15-03-2021 14.00,6555.84473,7421.665162,1.352589608,3.335572519,9885.013827,15672.83942,1.960388932,4.834444542
15-03-2021 15.00,6552.578128,7424.978914,1.351642479,3.333236838,9879.942934,15674.30325,1.958704671,4.830291046
15-03-2021 16.00,6549.806783,7419.57322,1.353481657,3.337772369,9866.033746,15644.78814,1.960157186,4.833873041
15-03-2021 17.00,6552.487575,7428.548339,1.353030392,3.336659521,9883.0706,15693.72192,1.961577982,4.837376814
15-03-2021 18.00,6555.327104,7438.39135,1.354376048,3.339977992,9883.414877,15700.81852,1.962537257,4.839742448
15-03-2021 19.00,6555.542699,7436.148524,1.354289058,3.33976347,9896.107926,15730.54084,1.964510168,4.844607773
15-03-2021 20.00,6558.191587,7431.839227,1.353224418,3.337138,9894.984101,15706.64537,1.961976755,4.838360213
15-03-2021 21.00,6556.541681,7420.473784,1.352684503,3.335806534,9904.360543,15719.24083,1.96341486,4.841906674
15-03-2021 22.00,6558.690192,7432.565311,1.356001479,3.343986411,9926.163597,15797.13026,1.971373694,4.861533667
15-03-2021 23.00,6555.574042,7413.026217,1.351244105,3.332254422,9933.891061,15785.96383,1.966474941,4.849453029
16-03-2021 0.00,6558.873289,7407.596576,1.351989691,3.334093085,9921.942312,15733.4483,1.96496316,4.845724879
16-03-2021 1.00,6383.588776,7050.04999,1.321015987,3.257709948,9914.421229,15768.69668,1.968772773,4.85511963
16-03-2021 2.00,6382.42556,7014.305548,1.316466527,3.246490689,9917.133284,15708.96791,1.963247453,4.841493836
16-03-2021 3.00,6385.178825,7054.423372,1.321942485,3.259994752,9909.73679,15760.66517,1.969148919,4.856047228
16-03-2021 4.00,6386.695031,7056.207759,1.322262972,3.260785094,9891.047675,15706.66337,1.96583024,4.847863154
16-03-2021 5.00,6385.687179,7041.924375,1.32184038,3.259742955,9876.642212,15647.88681,1.963437377,4.841962202
16-03-2021 6.00,6385.305084,7027.111847,1.3192296,3.253304603,9872.235336,15605.78275,1.959039113,4.8311158
16-03-2021 7.00,6387.441457,7031.354659,1.319798104,3.254706571,9883.99723,15637.72677,1.961392305,4.836918923
16-03-2021 8.00,6384.421825,7019.134513,1.317100762,3.248054754,9888.452387,15634.44201,1.958963342,4.830928944
16-03-2021 9.00,6387.022122,7028.687095,1.319543145,3.254077825,9878.020068,15619.19244,1.960361479,4.834376839
16-03-2021 10.00,6386.158995,7028.176252,1.318778412,3.252191945,9879.41832,15622.56997,1.959485157,4.832215774
16-03-2021 11.00,6388.389756,7027.643103,1.319256577,3.25337113,9888.323951,15638.47833,1.961230466,4.836519817
16-03-2021 12.00,6389.407645,7035.657229,1.321995703,3.260125991,9893.523257,15670.63699,1.966157679,4.848670639
16-03-2021 13.00,6389.841425,7040.285512,1.322242096,3.260733613,10000,15965.61205,1.984297824,4.893405398
16-03-2021 14.00,6390.035192,7018.877735,1.319548628,3.254091346,9980.888891,15869.63123,1.977300659,4.876149941
16-03-2021 15.00,6392.063905,7041.592867,1.321979901,3.260087023,9977.297139,15896.80001,1.97963943,4.8819175
16-03-2021 16.00,6393.832892,7041.438627,1.322402281,3.261128638,9971.796357,15876.0892,1.979080113,4.880538189
16-03-2021 17.00,6397.786655,7034.408612,1.320025087,3.255266325,9979.783978,15860.8018,1.975537045,4.871800756
16-03-2021 18.00,6397.956152,7052.198034,1.323582931,3.264040197,9970.9868,15877.16237,1.979408898,4.881348993
16-03-2021 19.00,6395.179531,7042.280726,1.322829515,3.262182225,9963.176331,15849.07492,1.977784659,4.877343516
16-03-2021 20.00,6397.429094,7035.743058,1.321573859,3.259085697,9950.525062,15790.04847,1.973104956,4.865803068
16-03-2021 21.00,6395.943835,7027.025333,1.321391743,3.258636586,9954.328523,15792.12303,1.974122889,4.868313357
16-03-2021 22.00,6399.79772,7056.89344,1.324101912,3.265320036,9941.279336,15799.33569,1.974645805,4.869602901
16-03-2021 23.00,6397.783162,7037.975273,1.321902128,3.259895229,9930.310965,15741.12534,1.97045552,4.85926939
17-03-2021 0.00,6395.972696,7032.165073,1.321003138,3.257678262,9909.512951,15680.3967,1.966092807,4.848510662
17-03-2021 1.00,6397.723137,7021.521407,1.320618657,3.256730107,9910.475271,15657.04063,1.965420445,4.846852573
17-03-2021 2.00,6397.070745,7040.326348,1.323768317,3.264497371,9895.514658,15660.0252,1.967692904,4.852456604
17-03-2021 3.00,6392.70599,7021.62184,1.320248778,3.255817962,9893.812979,15631.7508,1.963217611,4.841420244
17-03-2021 4.00,6391.464349,7009.554113,1.320498476,3.256433732,9893.510416,15617.5822,1.964300183,4.844089936
17-03-2021 5.00,6388.5196,7005.172766,1.319840519,3.254811169,9894.560046,15622.85136,1.964193684,4.843827303
17-03-2021 6.00,6387.530797,6992.671829,1.317638582,3.249381051,9894.680764,15599.86473,1.961148936,4.83631876
17-03-2021 7.00,6388.878402,7020.28945,1.321898104,3.259885307,9912.129103,15699.4342,1.969821128,4.85770494
17-03-2021 8.00,6388.444554,7005.822916,1.320362653,3.256098784,9898.451253,15636.25305,1.96558519,4.847258846
17-03-2021 9.00,6390.806466,7014.415494,1.321553982,3.259036679,9902.355337,15655.1846,1.967420747,4.851785447
17-03-2021 10.00,6390.559599,7025.19422,1.321936151,3.259979133,9897.129001,15660.42841,1.966910142,4.850526261
17-03-2021 11.00,6390.885685,7017.121599,1.321493386,3.258887245,9897.040414,15643.98777,1.966294047,4.849006932
17-03-2021 12.00,6387.328639,6992.433782,1.319053432,3.252870163,9749.009631,15212.30324,1.938696694,4.780950093
