,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2
04-02-2021 15.00,9990.817086,14291.57594,1.803782503,4.669760777,8211.631368,9994.251953,1.505806548,3.898339375
04-02-2021 16.00,9989.459502,14282.03552,1.800722748,4.661839466,8213.690172,9995.545961,1.503855949,3.893289524
04-02-2021 17.00,9988.157221,14304.00379,1.803580018,4.669236568,8214.305449,10014.65146,1.506610003,3.900419417
04-02-2021 18.00,9988.499122,14261.15408,1.798817793,4.656907781,8213.045499,9980.564453,1.502371253,3.889445839
04-02-2021 19.00,9987.797163,14295.81111,1.801396797,4.663584489,8211.722233,10004.57153,1.50448634,3.894921526
04-02-2021 20.00,9988.798575,14319.19143,1.803767951,4.669723103,8213.299943,10022.7763,1.506555526,3.900278382
04-02-2021 21.00,9980.808256,14298.28473,1.799417162,4.658459471,8221.187899,10041.36214,1.505380959,3.897237579
04-02-2021 22.00,9982.016334,14303.55287,1.800332692,4.660829659,8223.496734,10047.92102,1.506342342,3.899726476
04-02-2021 23.00,9983.382843,14309.07999,1.798783426,4.65681881,8231.271218,10068.2318,1.50626541,3.899527309
05-02-2021 0.00,9983.540229,14337.58657,1.800916575,4.662341259,8230.1579,10086.79797,1.507983561,3.90397538
05-02-2021 1.00,9984.142882,14332.72359,1.799673245,4.659122436,8232.801015,10088.69321,1.50740899,3.902487892
05-02-2021 2.00,9981.896161,14325.86577,1.80050671,4.66128017,8231.992078,10084.73822,1.508151173,3.904409307
05-02-2021 3.00,9979.995521,14349.76352,1.801936397,4.664981445,8229.532255,10100.46094,1.509255308,3.907267771
05-02-2021 4.00,9978.578429,14324.62956,1.797058966,4.652354406,8232.785422,10093.60671,1.505916959,3.898625215
05-02-2021 5.00,9974.693868,14374.82014,1.803036912,4.667830537,8229.878082,10129.90873,1.511058724,3.911936582
05-02-2021 6.00,9973.63244,14330.13843,1.79594597,4.649473001,8228.307698,10097.60559,1.504971036,3.896176342
05-02-2021 7.00,9970.502884,14372.9053,1.801489864,4.663825429,8231.952787,10141.65639,1.510572747,3.91067845
05-02-2021 8.00,9971.385306,14371.36235,1.798260864,4.655465964,8231.352446,10139.25399,1.50770312,3.903249356
05-02-2021 9.00,9972.7492,14355.80223,1.797021727,4.652257998,8230.271365,10123.22687,1.506270271,3.899539893
05-02-2021 10.00,9972.906757,14380.60288,1.799317057,4.65820031,8226.983699,10133.87665,1.507799346,3.903498473
05-02-2021 11.00,9970.050998,14386.86492,1.799060136,4.657535175,8231.688346,10154.73115,1.508757164,3.905978141
05-02-2021 12.00,9970.821122,14431.49538,1.802464765,4.666349321,8232.955316,10188.83803,1.511860457,3.914012166
05-02-2021 13.00,9973.37912,14411.02441,1.796705758,4.651439993,8228.093049,10160.88768,1.506058551,3.898991778
05-02-2021 14.00,9970.503274,14451.8111,1.802293372,4.665905607,8231.489584,10202.12328,1.511705319,3.913610533
05-02-2021 15.00,9972.761308,14460.38438,1.803347152,4.668633709,8224.540745,10188.98481,1.511271431,3.912487254
05-02-2021 16.00,9973.997768,14453.63222,1.799494567,4.658659863,8222.140244,10178.79713,1.507637017,3.903078223
05-02-2021 17.00,9973.526855,14439.08696,1.796813881,4.651719912,8217.959302,10160.25448,1.504756715,3.895621492
05-02-2021 18.00,9977.153037,14511.27718,1.802832112,4.667300337,8218.384033,10207.12666,1.50947255,3.907830182
05-02-2021 19.00,9977.139502,14510.21379,1.803298676,4.66850821,8209.259458,10185.07735,1.508295022,3.904781714
05-02-2021 20.00,9979.81244,14475.65206,1.797028049,4.652274364,8206.524621,10150.70571,1.502268995,3.889181105
05-02-2021 21.00,9977.260892,14469.87309,1.796570268,4.651089228,8208.36646,10155.3916,1.502532564,3.889863452
05-02-2021 22.00,9979.31812,14525.81961,1.801538745,4.663951976,8205.110088,10185.0865,1.506019688,3.898891166
05-02-2021 23.00,9979.752305,14561.03539,1.802769529,4.667138318,8200.63305,10200.94761,1.506353429,3.899755178
06-02-2021 0.00,9975.701441,14496.0864,1.796363829,4.650554784,8209.401071,10181.44518,1.50284016,3.890659778
06-02-2021 1.00,9973.705954,14527.34172,1.799634713,4.659022683,8209.001507,10206.78761,1.505864858,3.898490332
06-02-2021 2.00,9974.436066,14530.62401,1.798281739,4.655520007,8207.828395,10206.81439,1.504624646,3.895279582
06-02-2021 3.00,9974.152715,14580.56806,1.802787263,4.667184228,8215.025933,10260.29981,1.509779445,3.908624694
06-02-2021 4.00,9972.536738,14570.30743,1.802215434,4.665703838,8209.363712,10242.76791,1.508561264,3.90547098
06-02-2021 5.00,9971.600052,14551.9042,1.798233996,4.655396406,8206.506282,10226.21642,1.505027018,3.896321272
06-02-2021 6.00,9972.303453,14549.0167,1.797029687,4.652278604,8211.883808,10235.68734,1.50482376,3.895795063
06-02-2021 7.00,9968.281032,14571.19198,1.800939006,4.66239933,8216.235493,10267.70147,1.509295461,3.907371723
06-02-2021 8.00,9973.915007,14566.12354,1.798270243,4.655490245,8217.558806,10257.82115,1.506549532,3.900262866
06-02-2021 9.00,9973.502541,14593.35894,1.801141823,4.662924396,8224.021433,10292.47062,1.51003974,3.909298564
06-02-2021 10.00,9971.704755,14628.25126,1.803246899,4.668374166,8224.491934,10322.75799,1.512148643,3.914758242
06-02-2021 11.00,9971.964732,14611.7538,1.801769913,4.664550439,8219.81465,10299.3046,1.509988827,3.909166756
06-02-2021 12.00,9971.973638,14582.77472,1.796188212,4.650100133,8222.51467,10285.83048,1.505743968,3.898177364
06-02-2021 13.00,9971.529086,14607.19642,1.798797014,4.656853987,8220.216853,10299.10608,1.507686684,3.903206806
06-02-2021 14.00,9967.752627,14614.80044,1.802237453,4.66576084,8228.318062,10328.10174,1.512307652,3.915169896
06-02-2021 15.00,9967.504329,14600.26881,1.799463446,4.658579293,8226.018573,10313.61232,1.509614517,3.908197717
06-02-2021 16.00,9967.653286,14580.02879,1.796366515,4.650561738,8229.753482,10307.94161,1.507592562,3.902963136
06-02-2021 17.00,9966.462587,14608.9185,1.798558256,4.656235873,8228.718908,10329.03178,1.509464706,3.907809875
06-02-2021 18.00,9964.73377,14602.15694,1.798232331,4.655392094,8227.529699,10323.98872,1.509082257,3.906819765
06-02-2021 19.00,9959.33835,14585.82518,1.798365727,4.655737441,8225.279127,10316.02134,1.509475982,3.907839068
06-02-2021 20.00,9958.92965,14609.66762,1.799646773,4.659053904,8224.28416,10331.88644,1.510327179,3.910042707
06-02-2021 21.00,9959.998853,14578.97947,1.796009758,4.64963814,8226.196877,10312.2289,1.507360836,3.902363226
06-02-2021 22.00,9966.707932,14625.5137,1.801038647,4.662657286,8224.833882,10329.82807,1.510483283,3.91044684
06-02-2021 23.00,9969.996222,14625.43827,1.801122238,4.662873692,8229.401965,10334.47734,1.51095931,3.911679211
07-02-2021 0.00,9968.129986,14655.32254,1.802442783,4.666292413,8229.10215,10360.0878,1.512483676,3.9156256
07-02-2021 1.00,9970.444364,14650.0957,1.802202107,4.665669335,8235.973303,10367.5169,1.51312538,3.917286888
07-02-2021 2.00,9971.565143,14651.81525,1.801730131,4.66444745,8237.055068,10369.61117,1.512809775,3.916469829
07-02-2021 3.00,9973.442942,14585.57857,1.796081369,4.649823531,8240.673583,10325.47713,1.508270487,3.904718196
07-02-2021 4.00,9970.481113,14593.58802,1.796589184,4.651138199,8240.458281,10336.23589,1.509020672,3.906660329
07-02-2021 5.00,9968.335954,14628.81289,1.800428133,4.661076743,8246.141389,10378.51293,1.513536545,3.918351343
07-02-2021 6.00,9962.48334,14606.84001,1.800515723,4.661303503,8247.723444,10375.61612,1.514510547,3.920872908
07-02-2021 7.00,9963.971702,14633.60685,1.801744072,4.664483541,8244.789459,10386.42528,1.514913374,3.921915774
07-02-2021 8.00,9964.136404,14558.12545,1.795778531,4.649039523,8245.173079,10331.39169,1.509729207,3.908494634
07-02-2021 9.00,9967.501998,14574.86249,1.796514218,4.650944122,8243.331173,10333.10614,1.509530674,3.907980658
07-02-2021 10.00,9966.612251,14582.66243,1.798075469,4.654985999,8249.677594,10354.47934,1.512011306,3.914402696
07-02-2021 11.00,9964.536543,14598.65823,1.801546532,4.663972134,8251.575695,10373.38166,1.515539613,3.923537028
07-02-2021 12.00,9968.693953,14550.16239,1.796504454,4.650918845,8257.585877,10344.43471,1.511729189,3.91367233
07-02-2021 13.00,9965.060306,14593.87863,1.802862144,4.667378085,8257.448393,10381.38304,1.517515265,3.928651736
07-02-2021 14.00,9967.516858,14545.65589,1.79676565,4.651595046,8251.735933,10329.66871,1.51118123,3.912253736
07-02-2021 15.00,9965.090853,14534.33881,1.796850975,4.651815942,8251.0458,10323.36136,1.511366491,3.912733351
07-02-2021 16.00,9966.086584,14538.45798,1.79694527,4.652060059,8251.849674,10326.84299,1.511554199,3.913219304
07-02-2021 17.00,9964.733057,14566.47804,1.80282873,4.66729158,8249.465303,10341.77801,1.516141108,3.92509422
07-02-2021 18.00,9961.955443,14545.76753,1.800620952,4.661575929,8251.945367,10337.59025,1.514980368,3.922089213
07-02-2021 19.00,9961.308734,14510.64061,1.797368095,4.653154699,8252.105761,10313.56913,1.512372035,3.915336577
07-02-2021 20.00,9957.853614,14521.78931,1.799671958,4.659119105,8247.436972,10316.57704,1.513988598,3.919521648
07-02-2021 21.00,9958.136933,14510.68943,1.798852261,4.656997014,8245.126712,10302.39498,1.512791286,3.916421962
07-02-2021 22.00,9962.037953,14525.29183,1.80173055,4.664448533,8254.492183,10326.1809,1.516208269,3.925268091
07-02-2021 23.00,9963.670761,14501.81229,1.798459633,4.655980551,8257.46233,10313.52385,1.513760071,3.918930023
08-02-2021 0.00,9956.215274,14478.88125,1.797334854,4.653068644,8255.939798,10305.8844,1.513351287,3.917871732
08-02-2021 1.00,9949.560652,14461.0435,1.797646775,4.653876167,8253.102241,10297.82147,1.513997377,3.919544377
08-02-2021 2.00,9950.979116,14448.46198,1.799202857,4.657904663,8260.659731,10301.68721,1.516186456,3.92521162
08-02-2021 3.00,9952.831869,14451.67846,1.800250877,4.660617851,8262.136718,10303.41062,1.516996953,3.927309893
08-02-2021 4.00,9956.1006,14455.4647,1.799588539,4.658903144,8271.141484,10321.1778,1.517528502,3.928686004
08-02-2021 5.00,9953.724408,14455.63186,1.801588042,4.6640796,8276.109131,10335.63528,1.520180703,3.935552213
08-02-2021 6.00,9952.723734,14424.85536,1.800189353,4.660458573,8283.681495,10331.75415,1.520427277,3.93619056
08-02-2021 7.00,9954.493366,14383.58181,1.794794931,4.646493108,8285.727576,10303.29933,1.51586028,3.924367193
08-02-2021 8.00,9953.139997,14381.10391,1.797646849,4.653876357,8284.814671,10300.5721,1.518287144,3.93065003
08-02-2021 9.00,9952.760753,14379.68423,1.799099678,4.657637545,8277.921386,10283.66244,1.518331031,3.930763649
08-02-2021 10.00,9953.971961,14355.46361,1.795207994,4.647562476,8279.582542,10268.6038,1.515233989,3.922745807
08-02-2021 11.00,9956.140493,14350.96047,1.79528931,4.647772992,8274.448335,10249.56183,1.51414159,3.919917725
08-02-2021 12.00,9957.722816,14378.13909,1.800129012,4.660302358,8269.638943,10254.10678,1.517170517,3.927759229
08-02-2021 13.00,9956.938329,14318.38418,1.795493583,4.648301828,8273.185978,10219.6453,1.513881538,3.919244485
08-02-2021 14.00,9955.484177,14376.57537,1.801563542,4.664016171,8276.06943,10271.3968,1.51977289,3.934496438
08-02-2021 15.00,9956.716804,14349.59179,1.801435989,4.663685955,8275.134404,10245.57318,1.51916782,3.93292999
08-02-2021 16.00,9958.014402,14300.6066,1.796604179,4.65117702,8274.399745,10205.54064,1.514664562,3.921271634
08-02-2021 17.00,9957.813869,14307.69579,1.7987147,4.656640886,8274.052745,10209.6935,1.516419255,3.925814307
08-02-2021 18.00,9957.308044,14334.36863,1.80051783,4.661308957,8274.236592,10230.91535,1.518115985,3.930206922
08-02-2021 19.00,9956.958153,14281.1608,1.796229068,4.650205906,8272.866032,10189.09741,1.514175742,3.92000614
08-02-2021 20.00,9953.544297,14244.90501,1.795002755,4.647031139,8276.206211,10175.84574,1.514203262,3.920077386
08-02-2021 21.00,9954.719456,14315.44967,1.801987864,4.665114686,8274.998986,10222.27249,1.519742358,3.934417394
08-02-2021 22.00,9952.306881,14285.14655,1.79951862,4.658722132,8273.017015,10200.5953,1.517715423,3.92916992
08-02-2021 23.00,9955.001009,14217.56351,1.794553108,4.645867061,8273.828785,10146.89662,1.513074604,3.917155436
09-02-2021 0.00,9953.515134,14233.77828,1.795756571,4.648982672,8270.73124,10154.49086,1.513644451,3.918630698
09-02-2021 1.00,9948.810586,14233.94072,1.797383017,4.653193329,8271.349467,10163.92357,1.515821558,3.924266946
09-02-2021 2.00,9946.302887,14246.94802,1.80024222,4.66059544,8276.877782,10189.32374,1.519401352,3.933534572
09-02-2021 3.00,9946.338602,14181.00153,1.793379102,4.64282771,8277.055991,10141.65709,1.513587232,3.918482564
09-02-2021 4.00,9945.896663,14179.02757,1.795492177,4.648298189,8275.273731,10135.56936,1.515015061,3.922179029
09-02-2021 5.00,9946.836199,14223.28418,1.799903253,4.659717896,8269.239791,10152.58034,1.517685896,3.929093479
09-02-2021 6.00,9949.734847,14229.71185,1.800916041,4.662339875,8265.446371,10143.38093,1.517600448,3.928872264
09-02-2021 7.00,9946.823296,14189.30501,1.799056653,4.657526159,8262.768334,10111.75216,1.515803006,3.924218919
09-02-2021 8.00,9946.211829,14200.06369,1.800506899,4.661280658,8263.620971,10122.2453,1.517244288,3.927950211
09-02-2021 9.00,9946.063362,14153.46774,1.795808958,4.649118294,8266.444058,10095.12328,1.513758368,3.918925614
09-02-2021 10.00,9942.532903,14185.55652,1.800643467,4.661634217,8268.40249,10128.67125,1.518570249,3.931382955
09-02-2021 11.00,9943.754687,14145.40186,1.794940954,4.646871143,8271.325674,10104.74474,1.514107968,3.919830682
09-02-2021 12.00,9941.155771,14169.81547,1.800581088,4.661472725,8271.792568,10126.9285,1.519273857,3.933204504
09-02-2021 13.00,9941.672571,14154.39596,1.798772628,4.656790854,8272.616434,10117.17682,1.517907542,3.92966729
09-02-2021 14.00,9942.168128,14116.85991,1.794908902,4.646788164,8272.560299,10088.59737,1.514496732,3.920837142
09-02-2021 15.00,9942.324149,14116.70346,1.793099728,4.642104448,8271.590313,10087.13675,1.512869707,3.916624984
09-02-2021 16.00,9941.280254,14143.76421,1.798764634,4.656770158,8270.401134,10104.16708,1.517474005,3.92854492
09-02-2021 17.00,9947.295146,14125.57612,1.796346931,4.650511038,8276.14464,10093.09882,1.515544333,3.923549246
09-02-2021 18.00,9948.335859,14183.87276,1.80192343,4.664947877,8273.732046,10128.55119,1.519738107,3.934406388
09-02-2021 19.00,9947.507215,14128.55617,1.795805718,4.649109906,8275.555639,10093.72099,1.51489123,3.921858448
09-02-2021 20.00,9946.000622,14110.89281,1.794793169,4.646488548,8275.228606,10082.15839,1.514050557,3.919682054
09-02-2021 21.00,9950.032145,14165.03566,1.799910776,4.659737372,8275.317621,10115.08937,1.517883877,3.929606026
09-02-2021 22.00,9950.382815,14111.17461,1.795464685,4.648227015,8267.955387,10058.30173,1.512844726,3.916560312
09-02-2021 23.00,9947.662632,14138.84629,1.797231342,4.652800664,8266.18716,10080.06147,1.51447431,3.920779095
10-02-2021 0.00,9948.331744,14116.88108,1.795236803,4.64763706,8263.541754,10056.43763,1.512215278,3.914930752
10-02-2021 1.00,9951.696401,14143.45616,1.798842354,4.656971366,8259.146139,10059.79563,1.514210441,3.920095973
10-02-2021 2.00,9952.561707,14119.1054,1.795567417,4.648492975,8261.978902,10047.97584,1.511961574,3.914273944
10-02-2021 3.00,9951.546653,14122.55704,1.796166629,4.650044258,8255.85846,10038.55794,1.511522481,3.913137189
10-02-2021 4.00,9952.550665,14128.03524,1.795235958,4.647634872,8257.742336,10045.68657,1.510971794,3.911711532
10-02-2021 5.00,9955.101826,14135.30037,1.796015546,4.649653123,8254.716495,10039.27971,1.51066592,3.910919662
10-02-2021 6.00,9952.055788,14147.79273,1.796972843,4.652131442,8257.931831,10061.04246,1.512393766,3.915392833
10-02-2021 7.00,9953.166605,14135.19777,1.795297528,4.647794268,8260.37251,10055.85809,1.511277793,3.912503724
10-02-2021 8.00,9954.106096,14173.97028,1.799320922,4.658210318,8255.304543,10070.51601,1.513648223,3.918640463
10-02-2021 9.00,9949.726766,14158.66274,1.798981084,4.65733052,8255.048212,10065.87427,1.513781733,3.918986103
10-02-2021 10.00,9953.703019,14191.8923,1.801926933,4.664956944,8251.33686,10074.64625,1.515119016,3.922448157
10-02-2021 11.00,9953.026808,14150.82651,1.796905905,4.651958148,8248.530286,10039.90725,1.510448924,3.910357889
10-02-2021 12.00,9953.747974,14159.81835,1.795368951,4.647979174,8249.354095,10048.66392,1.509300983,3.907386017
10-02-2021 13.00,9955.926698,14160.22678,1.796261961,4.65029106,8250.289053,10046.3988,1.509848932,3.908804586
10-02-2021 14.00,9955.599544,14221.53796,1.803025509,4.667801016,8256.662453,10105.33323,1.516580842,3.926232635
10-02-2021 15.00,9954.469081,14191.91188,1.799265707,4.658067373,8256.910388,10087.03314,1.513600509,3.918516937
10-02-2021 16.00,9956.190481,14208.41787,1.798678573,4.656547358,8253.572511,10089.8561,1.512390527,3.915384448
10-02-2021 17.00,9953.022349,14208.17657,1.79907655,4.657577671,8258.537161,10106.79296,1.514022376,3.919609097
10-02-2021 18.00,9953.396957,14204.35162,1.797453115,4.653374806,8255.868214,10098.01865,1.512228544,3.914965096
10-02-2021 19.00,9954.326136,14217.09222,1.797942746,4.654642396,8258.090888,10111.50425,1.512997268,3.916955224
10-02-2021 20.00,9952.485768,14225.9998,1.796792268,4.651663959,8257.418757,10120.58387,1.51222302,3.914950794
10-02-2021 21.00,9951.319391,14237.97269,1.800006131,4.659984236,8253.349043,10120.83647,1.514286458,3.920292772
10-02-2021 22.00,9951.296132,14230.53679,1.79757118,4.65368046,8252.794093,10114.5786,1.512082328,3.91458656
10-02-2021 23.00,9948.016967,14240.51064,1.798822947,4.656921124,8248.177043,10117.71313,1.512867556,3.916619416
11-02-2021 0.00,9950.768293,14251.86156,1.798457738,4.655975645,8251.276276,10128.83141,1.51271526,3.916225142
11-02-2021 1.00,9951.449348,14295.29527,1.801347714,4.663457421,8249.169481,10155.57127,1.514876663,3.921820734
11-02-2021 2.00,9956.530131,14285.57555,1.798654479,4.656484983,8247.762838,10137.36702,1.511822944,3.913915049
11-02-2021 3.00,9957.6191,14293.09108,1.798203796,4.655318221,8251.02265,10148.72659,1.511869181,3.914034752
11-02-2021 4.00,9955.661612,14311.31926,1.799838721,4.659550833,8246.120646,10154.3898,1.512675281,3.916121641
11-02-2021 5.00,9954.39714,14315.39787,1.800878204,4.66224192,8260.195328,10190.79792,1.515979334,3.924675409
11-02-2021 6.00,9951.873739,14298.85569,1.796984549,4.652161747,8248.487131,10157.81322,1.511040899,3.911890435
11-02-2021 7.00,9951.374306,14297.59098,1.795795617,4.649083755,8246.715888,10154.66416,1.509944804,3.909052788
11-02-2021 8.00,9952.241422,14306.52703,1.796729094,4.651500409,8248.924786,10163.88288,1.510777269,3.91120793
11-02-2021 9.00,9952.553827,14359.95477,1.800584366,4.661481212,8246.655692,10197.3141,1.513617929,3.918562035
11-02-2021 10.00,9954.227232,14351.37709,1.796811611,4.651714033,8244.715363,10185.34834,1.50999909,3.909193327
11-02-2021 11.00,9960.530471,14392.20756,1.800844506,4.662154682,8243.881997,10201.77472,1.512524065,3.915730161
11-02-2021 12.00,9960.454474,14408.98087,1.801394884,4.663579539,8248.361962,10224.38735,1.513673927,3.918707007
11-02-2021 13.00,9961.91699,14390.88039,1.797511259,4.653525333,8250.54996,10215.41897,1.510741672,3.911115777
11-02-2021 14.00,9962.24048,14390.22016,1.797238058,4.65281805,8248.659339,10210.28436,1.510157114,3.909602431
11-02-2021 15.00,9960.30317,14399.08874,1.79648768,4.650875419,8243.235152,10208.9096,1.508905499,3.906362161
11-02-2021 16.00,9958.854185,14470.43949,1.803833606,4.669893074,8249.106216,10276.02756,1.516284325,3.92546499
11-02-2021 17.00,9959.596542,14433.46645,1.800623794,4.661583284,8244.434372,10237.33635,1.512741488,3.916293041
11-02-2021 18.00,9961.17206,14430.61632,1.797946777,4.654652833,8235.968959,10215.0361,1.509069168,3.906785878
11-02-2021 19.00,9963.137263,14458.40091,1.800881851,4.662251361,8237.446754,10234.93419,1.511629056,3.9134131
11-02-2021 20.00,9960.653247,14433.60199,1.797021969,4.652258623,8236.326432,10219.37257,1.508521927,3.905369142
11-02-2021 21.00,9961.959954,14462.7575,1.797902386,4.654537911,8237.382079,10241.53789,1.509418141,3.907689325
11-02-2021 22.00,9960.701104,14519.85536,1.803457613,4.668919679,8235.40528,10281.3232,1.51403683,3.919646514
11-02-2021 23.00,9958.817074,14492.02809,1.800810264,4.662066032,8233.334702,10260.03019,1.511752883,3.91373367
12-02-2021 0.00,9961.121056,14532.08248,1.803852385,4.669941691,8234.561618,10287.78906,1.51425167,3.920202708
12-02-2021 1.00,9958.847895,14489.24872,1.797434984,4.653327866,8233.782683,10260.82794,1.509134108,3.906954001
12-02-2021 2.00,9955.048499,14506.22873,1.798591059,4.656320796,8229.486656,10270.76355,1.509949244,3.909064282
12-02-2021 3.00,9957.518887,14542.61315,1.803289601,4.668484716,8225.023178,10282.00869,1.512914337,3.916740524
12-02-2021 4.00,9957.203777,14512.46168,1.797812809,4.654306006,8227.610521,10267.95579,1.508788929,3.906060375
12-02-2021 5.00,9951.646978,14513.4955,1.798836903,4.656957255,8230.754631,10285.14175,1.510845652,3.911384966
12-02-2021 6.00,9948.27756,14547.57479,1.800966111,4.6624695,8226.779058,10307.64938,1.51250132,3.915671278
12-02-2021 7.00,9947.750513,14563.75691,1.801428438,4.663666405,8238.674318,10347.83089,1.514900235,3.921881761
12-02-2021 8.00,9949.574353,14516.56134,1.797346685,4.653099271,8234.539714,10300.83472,1.510635468,3.910840827
12-02-2021 9.00,9950.658454,14504.14772,1.795140155,4.64738685,8226.042906,10271.34972,1.507326407,3.902274094
12-02-2021 10.00,9949.260218,14533.48981,1.796833431,4.651770522,8234.345504,10315.06672,1.510422936,3.910290608
12-02-2021 11.00,9948.38126,14563.74939,1.800149832,4.660356258,8230.020177,10328.73858,1.512712895,3.916219019
12-02-2021 12.00,9954.421866,14575.94734,1.799539291,4.658775646,8233.522015,10336.02373,1.512187841,3.914859722
12-02-2021 13.00,9959.924592,14544.70428,1.795973968,4.649545484,8238.081664,10314.36301,1.509323599,3.907444566
12-02-2021 14.00,9957.503679,14564.96868,1.796074797,4.649806518,8236.623412,10331.64957,1.509658703,3.908312108
12-02-2021 15.00,9957.807723,14592.41987,1.800359919,4.660900147,8235.038816,10346.38137,1.512950334,3.916833719
12-02-2021 16.00,9956.572425,14593.09744,1.799797924,4.659445214,8236.932905,10354.77644,1.513144384,3.917336089
12-02-2021 17.00,9959.875003,14575.19851,1.798050027,4.654920134,8229.372864,10318.63083,1.509986402,3.909160478
12-02-2021 18.00,9958.281619,14618.58282,1.802781852,4.66717022,8230.422969,10354.97476,1.514339411,3.920429858
12-02-2021 19.00,9962.373824,14648.2747,1.803398511,4.66876667,8230.97762,10371.28406,1.514489086,3.920817349
12-02-2021 20.00,9966.369173,14623.88854,1.799871989,4.659636959,8229.483774,10343.38219,1.510715993,3.911049297
12-02-2021 21.00,9965.441267,14595.27333,1.797886392,4.654496503,8232.764189,10331.24051,1.509618264,3.908207418
12-02-2021 22.00,9968.605273,14641.18354,1.803870011,4.669987324,8227.991974,10347.36716,1.513485347,3.918218796
12-02-2021 23.00,9970.3247,14622.78524,1.798837277,4.656958222,8223.928373,10323.59398,1.508394413,3.905039023
13-02-2021 0.00,9967.512701,14603.34485,1.797127819,4.652532655,8219.17715,10303.68984,1.506520685,3.900188184
13-02-2021 1.00,9967.244297,14596.51528,1.798894774,4.657107076,8219.132948,10298.14964,1.508039309,3.904119705
13-02-2021 2.00,9967.592225,14606.13561,1.799007648,4.657399291,8215.013897,10295.35492,1.507392878,3.902446179
13-02-2021 3.00,9966.269766,14607.25127,1.800442985,4.661115195,8218.813995,10306.18607,1.509284041,3.907342158
13-02-2021 4.00,9967.956727,14619.90625,1.800093887,4.660211424,8224.476649,10326.00959,1.509723062,3.908478725
13-02-2021 5.00,9968.496947,14640.75295,1.802721456,4.667013864,8224.51774,10340.17723,1.51197232,3.914301765
13-02-2021 6.00,9972.364548,14667.55007,1.805109976,4.673197432,8221.956317,10346.96439,1.51311369,3.917256624
13-02-2021 7.00,9969.033863,14593.94185,1.797476679,4.653435809,8225.012095,10307.30049,1.507649431,3.903110362
13-02-2021 8.00,9972.950389,14637.72629,1.804146542,4.670703226,8224.747149,10329.22734,1.512506841,3.91568557
13-02-2021 9.00,9972.184037,14643.34294,1.804200507,4.670842935,8230.204112,10346.86269,1.513431745,3.918080028
13-02-2021 10.00,9970.048522,14627.37209,1.803229734,4.66832973,8226.433698,10329.74253,1.512121274,3.914687387
13-02-2021 11.00,9970.981923,14590.96547,1.799065323,4.657548604,8231.170953,10312.70789,1.509248586,3.907250369
13-02-2021 12.00,9969.60111,14616.39591,1.805328409,4.673762927,8230.709338,10329.87653,1.514438886,3.920687387
13-02-2021 13.00,9973.287416,14600.87474,1.803018091,4.667781812,8230.334047,10311.2226,1.511874487,3.914048488
13-02-2021 14.00,9974.306645,14601.30075,1.802406031,4.666197267,8223.985463,10295.31378,1.510093111,3.909436734
13-02-2021 15.00,9977.682364,14637.81045,1.806775129,4.677508301,8230.371623,10329.46948,1.514395008,3.920573792
13-02-2021 16.00,9975.842607,14563.28529,1.800281507,4.660697149,8231.054403,10280.11099,1.509234047,3.907212728
13-02-2021 17.00,9976.072081,14593.42186,1.802744763,4.667074202,8230.139276,10299.92636,1.511169664,3.912223792
13-02-2021 18.00,9973.343738,14565.15986,1.802921222,4.667531031,8229.620499,10281.55778,1.511399828,3.912819657
13-02-2021 19.00,9974.932217,14543.72599,1.800973306,4.662488126,8233.735521,10272.37846,1.510234715,3.90980333
13-02-2021 20.00,9976.290152,14581.80398,1.804368178,4.671277014,8234.439524,10299.70213,1.513186789,3.917445868
13-02-2021 21.00,9974.163579,14543.96791,1.802129825,4.665482206,8235.493116,10277.98879,1.511649821,3.913466857
13-02-2021 22.00,9972.68345,14553.69449,1.804970227,4.672835641,8248.284899,10315.7397,1.516288791,3.925476552
13-02-2021 23.00,9972.260241,14493.29833,1.798922926,4.657179957,8252.168536,10281.75942,1.511823685,3.913916969
14-02-2021 0.00,9974.110029,14516.76444,1.802980278,4.667683918,8250.415385,10290.50481,1.514645625,3.921222607
14-02-2021 1.00,9972.643911,14493.442,1.800995178,4.66254475,8252.228757,10280.80065,1.513650358,3.918645988
14-02-2021 2.00,9972.325787,14524.28344,1.804486461,4.671583233,8249.597645,10297.37228,1.516179503,3.92519362
14-02-2021 3.00,9966.580827,14465.86836,1.798743887,4.656716448,8254.033219,10275.98343,1.512812923,3.916477978
14-02-2021 4.00,9967.096268,14463.40195,1.801140889,4.662921979,8257.080732,10278.65728,1.515231118,3.922738373
14-02-2021 5.00,9966.282383,14482.01094,1.803044621,4.667850496,8261.51024,10303.86694,1.517699197,3.929127912
14-02-2021 6.00,9970.038431,14456.15974,1.800598705,4.661518332,8268.130472,10293.10994,1.516259587,3.925400947
14-02-2021 7.00,9970.331545,14454.88657,1.801190393,4.663050136,8264.912615,10284.03517,1.516228479,3.925320414
14-02-2021 8.00,9970.372019,14450.80531,1.803499385,4.66902782,8266.488154,10282.62046,1.518195105,3.930411755
14-02-2021 9.00,9970.758777,14447.0757,1.802640951,4.666805445,8266.223504,10278.6469,1.517329433,3.928170641
14-02-2021 10.00,9968.044018,14388.72409,1.799464532,4.658582106,8266.757501,10240.34783,1.514843884,3.921735874
