,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,CMP_SPEED_6,POWER_6,FUEL_FLOW_6,CO2_6
26-02-2021 05:00,9726.318276,13679.51061,1.769976667,4.215899376,9348.820961,12779.25203,1.703999493,4.058748647,4496.797684,2958.614285,0.84909595,2.022457784,7121.416948,7753.65959,1.332683665,3.174313163,9998.585958,14393.7169,1.803102585,4.29480185,7744.383962,9072.895063,1.435255936,3.418629589
26-02-2021 06:00,9735.666129,13704.37656,1.774899552,4.227625173,9361.537788,12812.37262,1.709346394,4.071484405,4496.797684,2955.827504,0.850419911,2.02561132,7126.488219,7762.737004,1.335978377,3.182160822,9998.229553,14396.23224,1.80663159,4.30320757,7729.468338,9038.506106,1.435273183,3.418670669
26-02-2021 07:00,9728.741898,13694.61741,1.773251679,4.223700111,9368.0897,12834.24227,1.709947756,4.072916785,4496.797684,2958.689598,0.850248159,2.025202225,7133.671352,7783.132875,1.336959295,3.184497267,9995.74337,14396.78322,1.805657007,4.300886217,7726.003523,9036.844181,1.434340983,3.416450266
26-02-2021 08:00,9713.324799,13610.87855,1.766028027,4.206494128,9391.272897,12847.12679,1.709107497,4.070915377,4496.797684,2947.544605,0.84793134,2.019683803,7135.039143,7758.920111,1.3336185,3.176539843,9997.074606,14352.50699,1.801147958,4.290146132,7701.64919,8952.690136,1.426368954,3.397461726
26-02-2021 09:00,9733.387477,13687.79234,1.775094238,4.228088895,9384.505288,12858.88981,1.71395806,4.08246891,4496.797684,2951.383797,0.850555238,2.025933655,7132.046677,7767.102508,1.337503507,3.185793523,9996.043448,14380.72713,1.807074856,4.304263383,7709.86217,8987.335574,1.432445516,3.411935462
26-02-2021 10:00,9733.221328,13627.60307,1.770385129,4.216872289,9396.358796,12831.70674,1.711264137,4.076052269,4496.797684,2935.290969,0.847984103,2.019809481,7125.843874,7717.666712,1.332707125,3.174369042,9995.5459,14317.13705,1.802095654,4.292403444,7712.449032,8950.606647,1.428863186,3.403402726
26-02-2021 11:00,9735.873037,13664.75937,1.773763355,4.224918871,9391.423452,12849.06048,1.713448832,4.081255984,4496.797684,2942.910913,0.849481013,2.023374962,7112.027467,7707.109625,1.332546222,3.173985788,9992.445187,14341.66461,1.804679236,4.298557267,7708.885917,8963.662495,1.430670489,3.407707534
26-02-2021 12:00,9737.492166,13647.35427,1.77419994,4.225958772,9386.411474,12818.41575,1.712997289,4.080180455,4496.797684,2935.240231,0.849300875,2.022945892,7120.159226,7709.590457,1.333952211,3.177334707,9994.260657,14325.55652,1.80532338,4.300091552,7696.335604,8919.770822,1.428549023,3.402654423
26-02-2021 13:00,9735.368857,13608.41024,1.770406999,4.216924381,9384.651647,12783.07978,1.709434418,4.071694068,4496.797684,2927.201096,0.847600029,2.018894655,7136.962484,7724.94218,1.334305556,3.178176337,9994.726864,14292.01287,1.802025774,4.292236998,7709.287619,8925.197616,1.428033134,3.40142563
26-02-2021 14:00,9723.786771,13598.83128,1.77314159,4.223437892,9394.008796,12822.26987,1.715101975,4.085193596,4496.797684,2928.949324,0.849474455,2.023359342,7124.846681,7708.346292,1.335360862,3.180689965,9996.052022,14314.73418,1.806735219,4.303454404,7687.967792,8888.458485,1.427711613,3.4006598
26-02-2021 15:00,9710.827804,13540.93455,1.766106768,4.206681682,9423.987467,12867.66983,1.714837227,4.084562995,4496.797684,2924.773569,0.847164429,2.017857102,7127.017274,7699.065461,1.332010186,3.172709006,9997.252775,14289.21435,1.8017736,4.291636347,7698.560571,8895.009417,1.425460611,3.395298149
26-02-2021 16:00,9733.79869,13584.97603,1.770757679,4.217759665,9435.425967,12885.31081,1.717794509,4.091606931,4496.797684,2919.946581,0.847467784,2.018579661,7124.641524,7685.622193,1.332235532,3.173245757,9999.580782,14284.12613,1.803305031,4.295284056,7701.038744,8890.909431,1.426610835,3.398037862
26-02-2021 17:00,9735.330707,13593.16119,1.774309996,4.226220914,9436.145565,12892.2984,1.72115109,4.099601957,4496.797684,2918.28343,0.848774875,2.021693016,7116.879336,7670.181053,1.333193379,3.175527249,10000,14290.41794,1.806722414,4.303423905,7694.498545,8876.954773,1.427948331,3.401223638
26-02-2021 18:00,9727.729795,13581.8147,1.773624753,4.224588735,9463.242565,12963.16715,1.725904582,4.110924277,4496.797684,2920.132674,0.849025681,2.02229041,7092.998789,7624.809632,1.329370881,3.166422458,9999.428683,14296.12332,1.807075747,4.304265506,7705.393879,8905.848296,1.430306364,3.406840227
26-02-2021 19:00,9736.440331,13607.419,1.776636042,4.231761312,9504.912597,13067.63891,1.734187301,4.130652849,4496.797684,2920.09144,0.849710839,2.023922385,7103.709024,7648.683628,1.33242714,3.173702146,9996.332741,14293.77692,1.808359739,4.307323841,7714.76804,8928.175795,1.433226532,3.41379576
26-02-2021 20:00,9740.437959,13589.42935,1.774706042,4.227164254,9511.618672,13057.53898,1.732789362,4.127323103,4496.797684,2913.093902,0.84839522,2.020788717,7089.189673,7602.162067,1.327876633,3.162863314,9998.405071,14270.03583,1.806129386,4.302011373,7714.992487,8909.661865,1.431200396,3.408969718
26-02-2021 21:00,9732.593907,13543.49515,1.77098194,4.218293831,9503.662639,13013.26511,1.729155612,4.11866789,4496.797684,2906.303725,0.8471159,2.017741511,7073.015178,7552.480089,1.323024847,3.151306867,9993.19741,14229.18317,1.802773266,4.294017446,7698.844019,8856.180356,1.426334261,3.397379092
26-02-2021 22:00,9723.993689,13515.79574,1.771043425,4.218440283,9478.726451,12948.03031,1.726667807,4.1127422,4496.797684,2902.309044,0.847550564,2.018776835,7055.503283,7510.536666,1.320889404,3.146220467,9991.765725,14219.33418,1.804092837,4.297160528,7693.879646,8838.64549,1.426493843,3.397759199
26-02-2021 23:00,9745.306449,13564.34423,1.774367559,4.226358023,9444.646019,12863.66411,1.721094221,4.099466501,4496.797684,2901.32245,0.847496216,2.018647385,7053.815701,7505.094403,1.320527891,3.145359379,9991.685918,14215.83518,1.803982243,4.296897103,7704.936042,8860.110711,1.42827742,3.402007493
27-02-2021 00:00,9725.961323,13507.1178,1.771808606,4.220262863,9419.822181,12795.53679,1.71777524,4.091561036,4496.797684,2897.106338,0.847556319,2.018790544,7065.492092,7521.96007,1.322918276,3.151053028,9990.534769,14203.06022,1.804435153,4.297975888,7713.105737,8868.961687,1.42990185,3.405876717
27-02-2021 01:00,9712.559349,13492.553,1.770375719,4.216849876,9428.624846,12832.40172,1.719687939,4.096116884,4496.797684,2902.655416,0.848028126,2.019914338,7065.155498,7533.021367,1.323522958,3.152493317,9990.254123,14219.71297,1.804861012,4.29899024,7722.732479,8902.799076,1.432177662,3.411297462
27-02-2021 02:00,9693.353423,13403.14407,1.763980009,4.201615964,9420.59151,12772.99495,1.715181923,4.085384026,4496.797684,2891.188306,0.846247349,2.015672712,7063.152027,7503.14897,1.320537971,3.145383389,9989.019335,14172.20468,1.801291627,4.290488338,7699.9978,8823.37479,1.425462179,3.395301883
27-02-2021 03:00,9682.774179,13376.69303,1.761799807,4.19642295,9423.887526,12779.80759,1.715230472,4.085499664,4496.797684,2891.414776,0.8460905,2.015299115,7077.441279,7532.2008,1.322683849,3.150494646,9987.506949,14167.32225,1.800564245,4.28875579,7714.448583,8854.121622,1.427499428,3.400154397
27-02-2021 04:00,9681.060189,13395.07152,1.7679189,4.210997991,9411.388981,12773.22919,1.719580698,4.095861448,4496.797684,2892.893624,0.848847602,2.021866244,7067.629043,7521.968428,1.325543679,3.157306463,9988.670227,14196.02929,1.807459863,4.305180431,7713.429904,8863.686054,1.432289751,3.411564446
27-02-2021 05:00,9685.343117,13370.41962,1.76412324,4.201957125,9412.105713,12741.18641,1.715306379,4.085680466,4496.797684,2885.121975,0.846702652,2.016757198,7063.83817,7494.336482,1.321489989,3.147650997,9992.229788,14167.58871,1.803435769,4.295595459,7728.111108,8871.528521,1.431104913,3.408742287
27-02-2021 06:00,9674.114555,13320.18696,1.760230953,4.192686105,9411.040799,12717.35573,1.713178215,4.080611401,4496.797684,2879.177503,0.845612093,2.0141596,7048.891779,7449.907606,1.317215891,3.137470542,9992.302678,14143.45295,1.801297018,4.290501179,7727.552185,8854.215162,1.429269122,3.404369624
27-02-2021 07:00,9675.696676,13345.24168,1.762820175,4.198853359,9425.494048,12771.31625,1.7176902,4.091358479,4496.797684,2884.132302,0.846731793,2.016826608,7048.77176,7461.834271,1.318967162,3.141641886,9994.245233,14170.88934,1.804066469,4.297097722,7743.353549,8902.894026,1.433889148,3.415374044
27-02-2021 08:00,9650.5482,13269.40283,1.75701682,4.185030375,9423.423111,12751.31185,1.715525946,4.086203451,4496.797684,2880.441936,0.845826112,2.014669371,7042.735616,7440.259363,1.316454354,3.135656642,9994.387869,14154.75463,1.802171309,4.292583647,7738.050382,8880.819739,1.431447139,3.409557433
27-02-2021 09:00,9652.705416,13304.84703,1.763183313,4.199718318,9429.640275,12796.38293,1.722448373,4.102691948,4496.797684,2885.136079,0.84852861,2.021106437,7018.709294,7406.492459,1.316559401,3.135906851,9995.615579,14190.52027,1.808362611,4.307330683,7728.503913,8879.094174,1.434617556,3.417109034
27-02-2021 10:00,9663.23767,13293.85171,1.76068871,4.193776434,9413.792248,12724.97596,1.715970424,4.087262151,4496.797684,2876.68731,0.846469029,2.016200732,7033.998702,7417.153874,1.316091511,3.134792386,9991.995648,14143.11066,1.803482094,4.2957058,7746.381993,8892.966057,1.434208344,3.416134335
27-02-2021 11:00,9674.809528,13297.84066,1.760426482,4.193151834,9450.45182,12789.93176,1.719854608,4.096513872,4496.797684,2870.625943,0.84540864,2.013674995,7045.191908,7426.141726,1.31643709,3.13561552,9992.840948,14120.6458,1.801508187,4.291004159,7725.246902,8830.729431,1.428858455,3.403391458
27-02-2021 12:00,9667.568079,13327.48304,1.765251324,4.204644104,9448.466182,12830.25774,1.725356181,4.109618043,4496.797684,2880.967217,0.848305919,2.020576013,7024.647279,7410.413238,1.317281348,3.137626454,9993.873269,14173.28569,1.807861576,4.306137269,7729.544904,8871.117394,1.434434018,3.416671866
27-02-2021 13:00,9669.947109,13323.7049,1.766002775,4.206433981,9467.972334,12868.34146,1.728904748,4.11807036,4496.797684,2877.231234,0.848295244,2.020550585,7022.357865,7399.215823,1.317061727,3.137103341,9993.914963,14163.42016,1.808158916,4.306845501,7729.434272,8862.866682,1.434606238,3.417082077
27-02-2021 14:00,9672.699706,13282.10375,1.759844515,4.191765649,9472.868208,12833.3414,1.72322712,4.104546842,4496.797684,2866.979341,0.84514515,2.013047391,7017.503996,7362.591473,1.311288999,3.123353306,9996.554109,14118.72599,1.80178514,4.291663834,7722.901056,8816.955584,1.428173809,3.401760702
27-02-2021 15:00,9663.560493,13285.38488,1.762282403,4.197572445,9462.267878,12832.74169,1.725368575,4.109647564,4496.797684,2871.877339,0.846939917,2.017322338,7011.880083,7364.980016,1.313226727,3.127968771,9993.720253,14139.23001,1.805364152,4.300188666,7725.558508,8838.914721,1.431710703,3.410185214
27-02-2021 16:00,9678.021269,13304.19295,1.762803746,4.198814229,9471.964278,12840.73743,1.725219616,4.10929276,4496.797684,2868.041113,0.84606546,2.015239472,7021.868201,7376.134276,1.31368857,3.129068833,9995.069425,14125.89584,1.803825,4.296522566,7730.262822,8837.842372,1.431035854,3.408577795
27-02-2021 17:00,9678.804826,13325.88651,1.765117865,4.204326217,9442.501073,12789.62861,1.722690264,4.103268107,4496.797684,2872.637294,0.847170089,2.017870584,7027.832047,7399.977968,1.316518622,3.135809721,9999.127433,14156.50023,1.806753003,4.303496764,7723.045195,8836.034079,1.431695459,3.410148905
27-02-2021 18:00,9679.999998,13282.28781,1.76084062,4.194138269,9458.652272,12784.38218,1.721051693,4.099365203,4496.797684,2861.13685,0.844929903,2.012534694,7021.287058,7359.559286,1.311928126,3.124875638,10000,14110.99426,1.802562689,4.293515874,7724.215196,8806.394236,1.428223325,3.401878646
27-02-2021 19:00,9680.703358,13285.18784,1.760266597,4.192771006,9459.037575,12785.57014,1.72032135,4.097625602,4496.797684,2862.098817,0.844647924,2.011863051,7024.969095,7368.084427,1.312057134,3.125182923,9998.200437,14107.33988,1.801491455,4.290964307,7712.341472,8782.19277,1.425597986,3.395625362
27-02-2021 20:00,9683.228944,13335.19085,1.767404542,4.209772843,9467.489433,12847.99794,1.728232844,4.116469955,4496.797684,2870.381584,0.847709362,2.019155076,7032.695603,7407.116386,1.318348543,3.140168402,9993.596666,14142.54626,1.807655114,4.305645498,7722.588416,8832.353462,1.43272309,3.412596614
27-02-2021 21:00,9684.854053,13317.07705,1.762655234,4.198460488,9473.150638,12839.1692,1.724117609,4.106667895,4496.797684,2867.868954,0.845528441,2.01396035,7046.314694,7424.74691,1.317205884,3.137446707,9991.338545,14113.27741,1.802127254,4.292478712,7705.798115,8783.803132,1.425915537,3.396381736
27-02-2021 22:00,9689.608833,13333.38436,1.765295893,4.204750263,9451.225317,12791.55116,1.722348535,4.102454145,4496.797684,2867.522067,0.846233765,2.015640357,7051.623877,7437.206582,1.319429237,3.142742501,9991.264951,14118.59621,1.804074456,4.297116745,7707.203976,8788.709277,1.427535871,3.400241201
27-02-2021 23:00,9695.322794,13342.68167,1.766012571,4.206457314,9425.255726,12726.12412,1.718167764,4.092495987,4496.797684,2866.042809,0.846094237,2.015308017,7049.239912,7429.334554,1.318901224,3.141484829,9990.521121,14111.26564,1.803702158,4.29622997,7686.954548,8741.589606,1.423949017,3.391697691
28-02-2021 00:00,9682.149808,13344.9643,1.765950558,4.206309605,9406.201491,12712.79045,1.717223358,4.09024651,4496.797684,2875.840659,0.84732196,2.018232324,7050.229864,7452.547114,1.320814259,3.146041479,9988.30772,14141.26169,1.80543463,4.300356538,7693.900939,8780.730891,1.426965484,3.398882598
28-02-2021 01:00,9676.468562,13297.06156,1.761457272,4.195607068,9396.050147,12655.92183,1.712052166,4.077929271,4496.797684,2867.535448,0.8455043,2.013902848,7038.857755,7409.221238,1.316019166,3.134620069,9991.390349,14112.59479,1.802232407,4.292729178,7701.965944,8774.14677,1.425281661,3.394871908
28-02-2021 02:00,9695.147879,13334.02021,1.764435583,4.202701095,9401.190087,12661.08134,1.712937648,4.080038396,4496.797684,2864.85101,0.845426205,2.013716835,7025.999549,7377.689583,1.313699132,3.12909399,9988.662601,14097.9275,1.801823253,4.291754614,7716.629093,8799.634333,1.42779403,3.40085611
28-02-2021 03:00,9675.907397,13309.33046,1.764221996,4.202192351,9368.108543,12603.07288,1.710332858,4.073834058,4496.797684,2869.381061,0.846729862,2.016822009,7022.836851,7383.253467,1.315231071,3.132742909,9989.655023,14122.71897,1.804753534,4.298734239,7711.439566,8802.714117,1.429212855,3.404235602
28-02-2021 04:00,9681.037259,13335.26783,1.766247442,4.207016753,9372.871313,12627.36349,1.712312302,4.078548887,4496.797684,2872.869672,0.847334653,2.018262557,7008.421023,7361.820717,1.313580319,3.12881099,9989.903951,14137.76481,1.805979083,4.301653367,7710.329883,8809.958216,1.430050701,3.406231264
28-02-2021 05:00,9672.923824,13302.86582,1.761223749,4.195050841,9380.059704,12631.54795,1.709794586,4.072551952,4496.797684,2872.086508,0.845715573,2.014406078,7002.120544,7343.316856,1.309785219,3.119771459,9992.104804,14128.57887,1.802462439,4.293277089,7729.075272,8843.748006,1.430416621,3.407102846
28-02-2021 06:00,9667.850113,13311.21118,1.76313661,4.199607077,9406.774192,12714.99431,1.716772571,4.089172782,4496.797684,2876.67347,0.84703333,2.017544839,6989.746316,7329.856274,1.30971652,3.119607824,9991.621227,14149.87957,1.805252382,4.299922442,7714.986515,8827.836649,1.430295206,3.406813649
28-02-2021 07:00,9670.860321,13276.91462,1.758958719,4.189655775,9424.373825,12717.57658,1.71512332,4.085244438,4496.797684,2867.045141,0.844777547,2.012171799,6989.689672,7306.433521,1.306217963,3.111274627,9990.640486,14104.03966,1.800412574,4.288394524,7706.084138,8780.703104,1.424974924,3.394141293
28-02-2021 08:00,9659.534487,13279.36638,1.760715967,4.193841358,9404.018571,12697.12083,1.715273532,4.085602228,4496.797684,2873.911201,0.846532703,2.016352398,6982.700075,7309.103272,1.307715525,3.114841664,9991.101608,14136.31467,1.804073364,4.297114143,7720.420403,8831.318177,1.43030809,3.406844338
28-02-2021 09:00,9670.448701,13289.42478,1.758828878,4.189346509,9436.186435,12757.33583,1.716799903,4.089237883,4496.797684,2871.926823,0.844911694,2.012491322,6985.280209,7306.917085,1.305560547,3.109708731,9990.469496,14117.10452,1.800158842,4.287790161,7730.442904,8843.792434,1.429177586,3.404151595
28-02-2021 10:00,9679.861486,13359.84337,1.765360324,4.204903731,9447.836606,12830.06955,1.723496125,4.105187584,4496.797684,2883.547886,0.84743894,2.018510959,6985.264809,7334.002351,1.30928936,3.118590375,9991.040849,14167.63346,1.805191419,4.299777234,7732.811097,8881.570283,1.433693307,3.41490757
28-02-2021 11:00,9702.634933,13398.83712,1.765707314,4.205730223,9421.411045,12751.84857,1.716159415,4.087712309,4496.797684,2881.504121,0.846017356,2.015124895,6988.079961,7332.313479,1.307545395,3.114436432,9989.201854,14146.219,1.801615864,4.291260635,7734.344872,8875.61066,1.431423708,3.409501622
28-02-2021 12:00,9673.236725,13361.52649,1.766737232,4.208183381,9436.578133,12820.01796,1.724066646,4.106546505,4496.797684,2887.466115,0.848595302,2.021265292,6982.215391,7337.594163,1.31061647,3.121751412,9986.331382,14174.30089,1.806896296,4.303838073,7742.284183,8913.544956,1.437271757,3.423431063
28-02-2021 13:00,9654.000071,13322.04976,1.763202566,4.199764176,9460.602904,12882.68806,1.727249305,4.114127267,4496.797684,2890.233753,0.848482068,2.020995581,6971.255699,7319.801393,1.308323869,3.116290675,9988.246886,14185.00158,1.806547498,4.303007272,7730.852825,8894.305272,1.434977571,3.417966552
28-02-2021 14:00,9650.293835,13307.96963,1.761824221,4.196481103,9474.879524,12911.75319,1.728725289,4.117642906,4496.797684,2889.316684,0.848132689,2.020163395,6975.86411,7326.345211,1.308541428,3.116808878,9993.651359,14192.60555,1.806536974,4.302982205,7740.002955,8910.699112,1.435920533,3.42021259
28-02-2021 15:00,9641.949959,13260.12295,1.755124278,4.180522539,9475.857762,12886.33302,1.723603473,4.105443276,4496.797684,2884.799782,0.845682359,2.014326967,6989.583111,7340.493376,1.30712608,3.113437668,9994.522661,14164.45035,1.801129932,4.290103195,7746.790126,8908.131568,1.432772164,3.412713505
28-02-2021 16:00,9642.308216,13282.95193,1.75701009,4.185014346,9484.691579,12927.86544,1.726748057,4.112933347,4496.797684,2890.468756,0.84655666,2.01640946,6996.955232,7368.116481,1.309759735,3.119710759,9996.057768,14190.20459,1.803134276,4.294877334,7752.716402,8936.06707,1.4352148,3.418531608
28-02-2021 17:00,9615.108665,13239.0178,1.753838071,4.177458927,9483.879239,12945.51367,1.727587517,4.114932852,4496.797684,2896.763961,0.847273694,2.018117361,6990.710597,7368.455343,1.309593739,3.119315372,9996.544707,14214.18859,1.804453175,4.298018814,7758.747928,8964.914631,1.43732437,3.423556382
28-02-2021 18:00,9618.967517,13230.82065,1.753344159,4.176282481,9466.848932,12888.22568,1.723804544,4.105922208,4496.797684,2891.572042,0.846617491,2.016554353,6984.029088,7344.096964,1.307513911,3.114361441,9995.557024,14194.14403,1.803321433,4.295323123,7760.782777,8956.164783,1.43665864,3.421970683
28-02-2021 19:00,9629.142207,13303.40208,1.759173909,4.190168337,9460.560668,12918.09864,1.726722356,4.11287213,4496.797684,2904.076881,0.848787853,2.021723929,6996.291912,7397.617792,1.312930167,3.127262397,9991.901814,14235.53764,1.80703924,4.304178551,7752.15346,8971.756204,1.43875418,3.42696204
28-02-2021 20:00,9636.999597,13338.89556,1.760427299,4.19315378,9495.582686,13017.06981,1.732306635,4.126173299,4496.797684,2909.777648,0.848995081,2.022217523,6998.362358,7412.564063,1.313453995,3.128510099,9993.466315,14256.66317,1.807427058,4.305102294,7753.955284,8988.70296,1.439249345,3.428141472
28-02-2021 21:00,9639.31574,13307.56717,1.756106927,4.182863107,9502.664108,12998.25161,1.728873893,4.117996867,4496.797684,2901.620408,0.846780598,2.016942857,6998.341046,7392.006999,1.30996082,3.120189723,9993.669426,14217.83243,1.802691507,4.293822705,7735.325545,8923.619756,1.432329224,3.411658466
28-02-2021 22:00,9628.292565,13287.78775,1.754050984,4.177966066,9508.047713,13016.91961,1.72940339,4.119258072,4496.797684,2904.176657,0.846740169,2.01684656,7017.682772,7435.883956,1.313129666,3.127737582,9994.902317,14226.83113,1.802498299,4.293362505,7745.993317,8951.920399,1.433911311,3.415426834
28-02-2021 23:00,9622.635822,13289.44177,1.754550461,4.179155767,9477.893937,12959.61977,1.725993893,4.111137007,4496.797684,2908.168698,0.847450062,2.018537449,7014.417634,7438.84507,1.313762567,3.129245086,9995.20408,14243.80313,1.803980583,4.29689315,7733.645441,8936.021761,1.433011531,3.413283651
01-03-2021 00:00,9611.145577,13268.80384,1.75270444,4.174758737,9482.503863,12977.24299,1.726675254,4.112759938,4496.797684,2910.62592,0.847564798,2.01881074,7017.94809,7450.816534,1.31443597,3.13084906,9996.906137,14254.96765,1.804176701,4.297360283,7728.343448,8930.16757,1.432211037,3.411376959
01-03-2021 01:00,9627.143836,13359.66419,1.758946007,4.189625498,9490.749764,13046.10228,1.73148841,4.124224371,4496.797684,2925.321263,0.849649109,2.023775351,7017.111753,7480.981852,1.317251772,3.137556008,9996.284681,14307.80052,1.807828968,4.306059599,7720.53148,8951.097634,1.434074977,3.415816668
01-03-2021 02:00,9629.750835,13325.91202,1.753156523,4.175835551,9487.736436,12999.61084,1.724894559,4.108518509,4496.797684,2917.513769,0.846751404,2.016873321,7016.279023,7457.708717,1.312495722,3.126227593,9995.498021,14263.06037,1.801391013,4.290725065,7721.031002,8926.413796,1.429189659,3.404180352
01-03-2021 03:00,9636.194396,13384.80576,1.759453393,4.190834038,9521.657717,13122.89276,1.735365958,4.133460287,4496.797684,2927.315815,0.849277229,2.022889571,7002.626604,7454.000323,1.313945996,3.129681994,9994.185658,14305.10197,1.806437969,4.302746385,7754.028185,9027.456059,1.439104468,3.42779639
01-03-2021 04:00,9619.878021,13334.80928,1.753651473,4.17701447,9498.716647,13056.6924,1.728546943,4.117218104,4496.797684,2926.600071,0.84785073,2.019491799,7010.919438,7466.55667,1.313090012,3.12764313,9990.431391,14283.49489,1.802521728,4.293418309,7766.6434,9049.220149,1.438683638,3.426794016
01-03-2021 05:00,9617.864812,13344.02838,1.754367785,4.17872065,9493.37503,13057.38719,1.728810856,4.117846718,4496.797684,2930.452748,0.848416608,2.020839661,6987.636673,7427.091078,1.309834259,3.119888267,9991.172591,14299.51541,1.803595867,4.295976797,7789.709667,9109.829496,1.443549284,3.438383478
01-03-2021 06:00,9622.312554,13368.53889,1.755621153,4.181706043,9499.040309,13083.8357,1.730234781,4.121238359,4496.797684,2934.606821,0.848795291,2.021741645,6985.156364,7430.352553,1.30979458,3.119793755,9990.713783,14312.65516,1.80409162,4.297157627,7776.224152,9090.437937,1.441698226,3.433974451
01-03-2021 07:00,9629.738919,13398.21588,1.758047104,4.187484404,9503.699266,13107.00362,1.732290331,4.126134465,4496.797684,2937.474887,0.849435789,2.023267243,6983.624784,7434.34652,1.310545963,3.12158347,9988.703088,14319.95543,1.804992397,4.299303186,7766.341233,9077.226629,1.441077581,3.432496139
01-03-2021 08:00,9628.78478,13366.08012,1.752975219,4.175403705,9506.223628,13082.99454,1.727713899,4.115233882,4496.797684,2931.922795,0.847089568,2.01767879,6990.244214,7432.226572,1.308084518,3.115720567,0,,,,7774.707711,9075.964914,1.43844486,3.426225273
01-03-2021 09:00,9625.383052,13418.61481,1.75753643,4.186268033,9493.458138,13110.20986,1.73055416,4.121999086,4496.797684,2948.202651,0.84979976,2.024134185,7000.697241,7489.73459,1.313855,3.129465251,0,,,,7756.189415,9079.489126,1.439651422,3.429099178
01-03-2021 10:00,9534.681004,13185.07814,1.742082364,4.149458063,9505.089388,13123.32347,1.731159157,4.123440125,4496.797684,2944.05578,0.849134004,2.022548424,6998.808892,7476.692943,1.31252378,3.126294424,0,,,,7767.189453,9092.626376,1.440492305,3.431102072
01-03-2021 11:00,9549.729772,13236.86637,1.744610612,4.155480084,9481.091319,13080.29749,1.727465293,4.114641729,4496.797684,2949.461372,0.849379357,2.023132829,6991.515243,7471.884267,1.311398717,3.123614643,0,,,,7764.887604,9099.868278,1.440259024,3.430546421
01-03-2021 12:00,9569.909798,13276.84637,1.746783427,4.160655503,9496.84863,13109.92794,1.72902412,4.118354691,4496.797684,2947.486994,0.848965629,2.022147372,6996.675346,7477.698821,1.311520016,3.123903563,0,,,,7762.356089,9088.512715,1.439041715,3.427646919
01-03-2021 13:00,9567.620874,13311.41701,1.74936417,4.166802563,9492.427389,13137.98405,1.731199474,4.123536158,4496.797684,2958.700871,0.850593414,2.026024586,7009.486783,7528.772964,1.316120543,3.134861539,0,,,,7784.661646,9166.937076,1.445422383,3.442845004
01-03-2021 14:00,9562.621799,13271.33722,1.743375703,4.152538662,9518.556638,13172.69719,1.730204925,4.121167244,4496.797684,2953.991684,0.848188872,2.020297218,7022.465866,7541.319338,1.314619085,3.131285223,0,,,,7787.631214,9155.365897,1.441719332,3.434024723
01-03-2021 15:00,9560.316645,13260.26533,1.74251449,4.150487341,9504.300996,13133.3456,1.727554016,4.114853056,4496.797684,2952.590239,0.84796975,2.019775293,7023.907122,7541.187864,1.314522336,3.131054777,0,,,,7773.714674,9121.076056,1.438974311,3.427486369
01-03-2021 16:00,9549.816582,13310.9726,1.748224335,4.164087596,9526.57454,13261.2745,1.738292984,4.140432156,4496.797684,2972.1229,0.851774306,2.028837347,7000.384268,7537.326978,1.315943423,3.134439658,0,,,,7770.637332,9168.883278,1.44470632,3.441139416
01-03-2021 17:00,9544.859332,13280.23092,1.742403115,4.150222059,9548.706109,13294.8657,1.736698938,4.136635304,4496.797684,2970.660342,0.849553151,2.023546788,6991.628439,7511.10076,1.310795711,3.122178345,0,,,,7767.916966,9152.401267,1.440265867,3.43056272
01-03-2021 18:00,9541.18527,13275.99131,1.742055852,4.149394913,9551.847818,13306.83534,1.737451897,4.138428775,4496.797684,2972.076676,0.849722908,2.023951132,6988.320388,7507.103291,1.31039532,3.121224655,0,,,,7753.41507,9124.128476,1.4380273,3.425230688
01-03-2021 19:00,9540.402552,13312.95659,1.74573945,4.15816886,9555.072716,13352.8532,1.741652078,4.148433166,4496.797684,2982.204255,0.851737325,2.028749262,6986.991765,7527.348603,1.313060884,3.127573751,0,,,,7752.648634,9150.50272,1.441190638,3.432765428
01-03-2021 20:00,9523.617825,13240.41396,1.7384203,4.14073541,9589.033253,13402.93552,1.742381164,4.150169774,4496.797684,2975.553817,0.849486095,2.023387069,7000.156598,7537.105942,1.311893796,3.124793868,0,,,,7740.691582,9102.758605,1.435326225,3.41879701
01-03-2021 21:00,9528.970362,13307.45279,1.744150155,4.154383325,9592.234775,13463.5782,1.747593767,4.162585647,4496.797684,2989.886722,0.852014685,2.029409904,7001.253017,7572.154267,1.315942165,3.13443666,0,,,,7758.937466,9182.301173,1.442609242,3.436144394
01-03-2021 22:00,9520.141882,13262.89594,1.73858425,4.141125921,9600.117104,13458.69631,1.744664401,4.155608205,4496.797684,2985.86131,0.850107797,2.024867898,7004.708849,7567.198896,1.313517239,3.128660741,0,,,,7762.219089,9174.792455,1.439888262,3.429663305
