Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,CMP_SPEED_6,POWER_6,FUEL_FLOW_6,CO2_6,THERMAL_EFF
17-01-2021 22.00,0.0,0.0,0.0,0.0,4927.684941,4100.522313,0.965139426,2.448470663,8177.318628,11186.41618,1.576272082,3.998858453,5777.890584,5785.726778,1.142655106,2.898811747,7902.888394,10362.88225,1.499284965,3.803549161,7312.327469,9150.984253,1.419478416,3.601087227,32.142968473999126
17-01-2021 23.00,0.0,0.0,0.0,0.0,4929.94799,4111.336402,0.966689503,2.452403067,8184.853464,11221.48698,1.579307555,4.006559169,5775.713157,5790.964273,1.143605653,2.9012232,7901.232356,10374.49727,1.500657144,3.807030255,7316.090036,9173.787326,1.421757928,3.606870143,32.14957124466061
18-01-2021 0.00,0.0,0.0,0.0,0.0,4929.048945,4115.202524,0.96700267,2.453197545,8174.228132,11207.78055,1.578160549,4.00364932,5776.297133,5799.55178,1.144268467,2.902904698,7895.304974,10371.95123,1.500289698,3.806098075,7334.837118,9228.541418,1.425808675,3.617146516,32.149553345560925
18-01-2021 1.00,0.0,0.0,0.0,0.0,4934.946418,4111.112315,0.966568623,2.452096407,8169.373908,11162.79036,1.575076079,3.995824301,5773.16323,5773.127514,1.14180547,2.896656299,7884.593533,10315.67768,1.496279906,3.795925601,7343.581101,9219.666736,1.425199339,3.615600687,32.06081254937171
18-01-2021 2.00,0.0,0.0,0.0,0.0,4933.419723,4116.373296,0.967820677,2.455272754,8188.10863,11229.09652,1.580749048,4.010216106,5776.251824,5790.498603,1.144225834,2.902796542,7880.7285,10325.23218,1.497945425,3.80015087,7329.08084,9203.448197,1.424926691,3.614909004,32.05482720594436
18-01-2021 3.00,0.0,0.0,0.0,0.0,4927.818842,4112.319662,0.967787321,2.455188132,8167.361373,11192.87942,1.578813236,4.005305129,5772.445596,5790.771628,1.144724249,2.904060974,7890.461915,10361.96921,1.501158127,3.808301201,7334.459173,9228.302942,1.427397088,3.621176176,32.10003163724963
18-01-2021 4.00,0.0,0.0,0.0,0.0,4922.600651,4101.027095,0.966154655,2.451046208,8196.94516,11259.45655,1.582910854,4.01570041,5776.145736,5795.461869,1.14479128,2.904231027,7888.518907,10352.40645,1.499972475,3.805293312,7341.648128,9240.834853,1.427894716,3.622438613,32.095757478696676
18-01-2021 5.00,0.0,0.0,0.0,0.0,4920.783354,4104.909479,0.966253964,2.451298144,8204.66121,11293.32923,1.584815477,4.020532267,5775.907665,5804.560256,1.145284702,2.905482792,7894.013975,10378.78223,1.501386731,3.808881149,7331.842915,9231.458825,1.426766174,3.619575605,32.14722064202422
18-01-2021 6.00,0.0,0.0,0.0,0.0,4916.671087,4092.62954,0.963546848,2.44443044,8207.2613,11283.69562,1.582044519,4.013502598,5774.245399,5793.929408,1.142700449,2.898926778,7906.287303,10393.37739,1.500438794,3.806476319,7325.440469,9204.157945,1.422775008,3.60945038,32.212765975922885
18-01-2021 7.00,0.0,0.0,0.0,0.0,4913.790683,4096.431413,0.965037365,2.448211743,8206.753635,11307.0189,1.585343938,4.021872923,5775.742571,5809.649703,1.145450461,2.905903308,7914.31385,10434.96689,1.505036021,3.818139066,7314.314304,9198.483097,1.423919519,3.612353902,32.24287694910171
18-01-2021 8.00,0.0,0.0,0.0,0.0,4912.69538,4080.623914,0.962819364,2.442584878,8206.967835,11273.79595,1.582232939,4.013980602,5774.870451,5788.822428,1.142962451,2.899591454,7918.075109,10412.85682,1.502761885,3.81236979,7310.027944,9159.844639,1.420362231,3.603329386,32.223249211898604
18-01-2021 9.00,0.0,0.0,0.0,0.0,4924.987831,4114.845487,0.967894712,2.455460573,8216.246817,11329.97601,1.588223463,4.029178016,5776.80903,5810.097386,1.146508863,2.908588377,7919.032756,10445.97352,1.507094201,3.823360479,7337.391228,9250.785939,1.429146511,3.625614302,32.232806911389446
18-01-2021 10.00,0.0,0.0,0.0,0.0,4926.350601,4110.071047,0.965362424,2.44903639,8219.565353,11314.24446,1.5839976,4.018457386,5780.489485,5807.149945,1.143922198,2.902026245,7911.648607,10406.09452,1.501266782,3.808576851,7340.391395,9239.681515,1.42547497,3.616299938,32.23439295257835
18-01-2021 11.00,0.0,0.0,0.0,0.0,4914.876169,4111.182083,0.966481403,2.451875137,8241.704361,11422.19716,1.593086947,4.041516231,5783.696491,5843.596307,1.148474737,2.913575621,7908.635007,10447.71678,1.50569577,3.819812788,7344.242649,9294.019647,1.430986151,3.630281301,32.26812759210189
18-01-2021 12.00,0.0,0.0,0.0,0.0,4914.303336,4090.664016,0.963678323,2.44476398,8235.118867,11359.24145,1.58791737,4.028401486,5786.776207,5822.797401,1.145893871,2.907028199,7927.637649,10449.77298,1.505043898,3.818159049,7371.938587,9317.885094,1.432021237,3.63290722,32.288457115954095
18-01-2021 13.00,0.0,0.0,0.0,0.0,4920.42563,4108.009973,0.964847295,2.447729554,8234.085625,11368.52553,1.587343851,4.02694652,5790.808396,5839.537329,1.146592407,2.908800322,7933.716883,10475.08994,1.505770372,3.820002047,7366.206709,9315.748183,1.430818835,3.629856835,32.351067641947715
18-01-2021 14.00,0.0,0.0,0.0,0.0,4918.491302,4105.047502,0.96568531,2.449855522,8225.185546,11352.39235,1.588022879,4.028669151,5788.353448,5835.660386,1.147581273,2.911308983,7939.019929,10492.63023,1.508687416,3.827402322,7349.451751,9280.259288,1.429748909,3.627142531,32.34258327636181
18-01-2021 15.00,0.0,0.0,0.0,0.0,4913.937772,4111.662754,0.966358308,2.451562857,8224.796744,11385.73605,1.590254411,4.034330344,5789.265496,5858.272557,1.149619064,2.916478673,7940.887124,10528.36346,1.511133576,3.833608006,7344.174604,9297.87344,1.430989029,3.630288603,32.40019460261367
18-01-2021 16.00,0.0,0.0,0.0,0.0,4911.966352,4108.295768,0.965657377,2.449784658,8215.617115,11363.11868,1.58819964,4.029117579,5794.435802,5869.033511,1.150246321,2.918069968,7944.899157,10537.67128,1.511311466,3.834059297,7337.978501,9282.755811,1.429269602,3.625926573,32.42502161284243
18-01-2021 17.00,0.0,0.0,0.0,0.0,4918.053181,4101.371653,0.963834126,2.445159236,8236.947026,11370.1881,1.587028367,4.026146166,5789.798226,5834.343113,1.145759789,2.906688044,7956.14494,10523.22025,1.508783103,3.827645071,7318.186195,9198.659297,1.421374249,3.605896784,32.43481709908619
18-01-2021 18.00,0.0,0.0,0.0,0.0,4919.015697,4104.534828,0.963653049,2.444699862,8254.551487,11414.70273,1.589312966,4.031941984,5788.839987,5834.301678,1.145150451,2.90514221,7948.39181,10505.44621,1.506718076,3.822406284,7309.678998,9180.506453,1.419237302,3.600475544,32.42441204149692
18-01-2021 19.00,0.0,0.0,0.0,0.0,4924.951468,4119.78856,0.965500393,2.449386405,8262.101965,11443.87487,1.591488975,4.037462322,5791.540697,5846.142164,1.14646575,2.908479004,7956.037551,10533.28543,1.508856096,3.827830247,7305.172328,9179.606962,1.419355022,3.600774188,32.46426955819175
18-01-2021 20.00,0.0,0.0,0.0,0.0,4920.614159,4114.121151,0.965295371,2.448866281,8266.54958,11462.18535,1.593495061,4.042551578,5785.423758,5836.824446,1.146056805,2.907441547,7952.206922,10530.44207,1.50927422,3.82889099,7307.597716,9190.420356,1.420802776,3.604447009,32.4465147792636
18-01-2021 21.00,0.0,0.0,0.0,0.0,4920.161874,4125.568291,0.967148348,2.453567116,8269.424647,11500.18702,1.597090756,4.051673529,5785.471339,5854.060851,1.148408696,2.913408079,7961.305031,10579.87917,1.51363912,3.839964342,7311.819841,9225.733796,1.424332536,3.613401688,32.50483523557696
18-01-2021 22.00,0.0,0.0,0.0,0.0,4911.602442,4094.187355,0.962698649,2.442278634,8263.609818,11444.48212,1.591669756,4.037920946,5785.638961,5831.836678,1.145215847,2.905308115,7964.014532,10548.55538,1.510014392,3.830768737,7309.076092,9184.528585,1.419692438,3.601630181,32.48639386825056
18-01-2021 23.00,0.0,0.0,0.0,0.0,4907.567769,4096.640814,0.964451023,2.446724248,8249.934084,11438.79111,1.593590603,4.042793959,5788.908621,5852.220601,1.148825265,2.914464879,7969.50072,10587.08762,1.514904764,3.843175166,7314.529216,9219.522137,1.424404485,3.613584214,32.499806914048015
19-01-2021 0.00,0.0,0.0,0.0,0.0,4907.751207,4095.483917,0.962194927,2.441000739,8501.221908,12049.43567,1.631838037,4.139824209,5779.819286,5830.943349,1.144298597,2.902981135,7967.736119,10571.75346,1.510587909,3.8322237,7327.061473,9241.214001,1.422964998,3.609932369,32.545475949058655
19-01-2021 1.00,0.0,0.0,0.0,0.0,4921.052644,4123.409853,0.965483416,2.449343335,8516.855406,12099.19959,1.635546345,4.14923185,5781.430179,5839.939981,1.145392467,2.905756182,7975.430334,10599.98098,1.512975664,3.838281214,7335.897924,9270.723229,1.425602193,3.616622692,32.58087534391139
19-01-2021 2.00,0.0,0.0,0.0,0.0,4908.658016,4102.607816,0.963727902,2.444889755,8505.523995,12075.87915,1.634816785,4.147381023,5784.866279,5848.675077,1.146810973,2.909354803,7973.542768,10599.59531,1.513733697,3.840204275,7341.133921,9286.358233,1.42751812,3.621483222,32.563374976714826
19-01-2021 3.00,0.0,0.0,0.0,0.0,4902.169053,4087.695622,0.962947676,2.442910395,8509.558886,12081.03569,1.636522843,4.151709136,5783.406405,5841.117063,1.147070111,2.910012214,7967.679416,10581.49075,1.513784336,3.840332743,7351.680062,9306.00319,1.430240961,3.628390823,32.50666789908335
19-01-2021 4.00,0.0,0.0,0.0,0.0,4899.058902,4081.329296,0.96097928,2.437916752,8500.388855,12051.01785,1.632562331,4.141661679,5780.497279,5834.004618,1.144981871,2.904714539,7975.129014,10593.12747,1.512709315,3.837605512,7333.570754,9259.395528,1.424944201,3.614953427,32.56554283597015
19-01-2021 5.00,0.0,0.0,0.0,0.0,4906.025873,4100.870785,0.964845479,2.447724947,8507.753628,12094.07349,1.638223819,4.156024357,5780.44435,5844.251298,1.147976017,2.912310414,7960.079581,10578.80486,1.514314817,3.841678524,7353.798959,9324.632532,1.43235042,3.633742327,32.487032211751774
19-01-2021 6.00,0.0,0.0,0.0,0.0,4907.061644,4105.56767,0.963732759,2.444902079,8499.273501,12073.01428,1.634164903,4.145727256,5788.413965,5863.957458,1.147827733,2.911934229,7952.306431,10560.8562,1.510572269,3.832184022,7361.82953,9346.374719,1.431649063,3.631963049,32.512265009467974
19-01-2021 7.00,0.0,0.0,0.0,0.0,4906.657944,4099.772336,0.964240835,2.44619102,8486.524208,12033.68501,1.633299376,4.143531495,5786.833633,5854.353503,1.148267059,2.913048759,7956.102093,10563.09707,1.512371797,3.83674926,7354.066921,9320.351937,1.431316183,3.631118561,32.480470045824426
19-01-2021 8.00,0.0,0.0,0.0,0.0,4906.993111,4093.705755,0.962973711,2.442976444,8482.428202,12004.91527,1.630387352,4.136143954,5794.82663,5860.930648,1.148128651,2.912697631,7959.896806,10555.2583,1.510837365,3.832856545,7337.128117,9265.809336,1.426291002,3.618370137,32.48932984510349
19-01-2021 9.00,0.0,0.0,0.0,0.0,4905.979921,4104.426583,0.963180444,2.443500905,8496.130085,12064.97753,1.63288115,4.142470493,5789.818533,5868.089972,1.147670059,2.911534226,7965.471894,10591.82596,1.511914165,3.835588289,7332.461738,9278.364183,1.425808675,3.617146518,32.578666569823085
19-01-2021 10.00,0.0,0.0,0.0,0.0,4907.993745,4097.868333,0.962764266,2.442445099,8499.214117,12048.943,1.63225225,4.14087503,5789.827856,5854.053158,1.14671151,2.909102475,7973.537748,10590.81314,1.512341411,3.836672173,7325.362816,9241.959425,1.423483415,3.611247543,32.56634850769649
19-01-2021 11.00,0.0,0.0,0.0,0.0,4909.424372,4098.473433,0.962857014,2.442680392,8493.89582,12031.05046,1.631171493,4.13813325,5792.124399,5856.138661,1.14698462,2.909795329,7970.293369,10578.60248,1.511483426,3.834495542,7317.121885,9218.738896,1.421792081,3.606956785,32.547265981193895
19-01-2021 12.00,0.0,0.0,0.0,0.0,4920.852822,4128.651651,0.967663926,2.45487509,8471.289037,12003.83368,1.631706896,4.139491517,5786.577788,5858.643361,1.14896636,2.914822823,7988.257158,10647.22051,1.51855002,3.852422848,7318.416005,9242.898147,1.425585665,3.61658076,32.605941989816
19-01-2021 13.00,0.0,0.0,0.0,0.0,4933.400909,4144.677592,0.968172772,2.456165986,8494.174672,12040.47308,1.632162813,4.140648138,5781.632295,5839.586524,1.145739943,2.906637699,7987.206789,10626.3349,1.515225557,3.843988987,7317.477,9225.350979,1.422472376,3.608682631,32.61338046301227
19-01-2021 14.00,0.0,0.0,0.0,0.0,4933.646214,4152.476679,0.967943691,2.455584829,8485.17437,12031.16537,1.629799933,4.134653726,5782.930689,5851.42299,1.145551896,2.906160639,7997.423923,10662.55169,1.516149033,3.846331763,7326.734656,9259.274242,1.423497297,3.611282762,32.70460145091661
19-01-2021 15.00,0.0,0.0,0.0,0.0,4934.404594,4156.923796,0.970060157,2.46095411,8483.243922,12040.02127,1.633000869,4.14277421,5783.525937,5857.04876,1.1479282,2.912189107,8000.938065,10683.17859,1.520046599,3.856219533,7332.673876,9282.026458,1.427460005,3.621335791,32.6838486906548
19-01-2021 16.00,0.0,0.0,0.0,0.0,4935.628508,4156.259178,0.968975493,2.458202416,8490.054783,12046.28533,1.631824371,4.139789541,5783.70783,5853.225382,1.146370475,2.9082373,7997.10349,10664.45544,1.517229403,3.849072563,7313.021483,9228.516819,1.421993727,3.607468342,32.68714866125099
19-01-2021 17.00,0.0,0.0,0.0,0.0,4926.951089,4135.546297,0.96568674,2.449859149,8476.009012,11994.22176,1.626612202,4.126566744,5779.939721,5838.116092,1.143776704,2.901657139,8000.651131,10658.13289,1.515295082,3.844165368,7300.252113,9186.376322,1.417349092,3.595685326,32.70947111165027
19-01-2021 18.00,0.0,0.0,0.0,0.0,4929.87168,4151.874322,0.970006218,2.46081727,8478.39423,12037.44862,1.633626166,4.144360529,5786.253684,5866.986103,1.149464052,2.916085422,8002.671883,10695.86766,1.521742991,3.860523124,7301.443479,9215.996404,1.423227317,3.610597848,32.686191093993436
19-01-2021 19.00,0.0,0.0,0.0,0.0,4921.070065,4121.329398,0.964347413,2.4464614,8462.980138,11954.37396,1.624352325,4.120833643,5784.369248,5842.129961,1.144422215,2.903294743,7994.698671,10637.1203,1.514116138,3.841174494,7293.826717,9164.447645,1.41597619,3.592202399,32.67040267187108
19-01-2021 20.00,0.0,0.0,0.0,0.0,4933.3175,4153.621328,0.968900836,2.458013019,8470.429896,12001.93127,1.629211917,4.133161985,5778.062784,5844.058162,1.145844379,2.906902641,7991.551474,10655.74552,1.516987394,3.848458609,7299.994081,9201.61897,1.42026277,3.603077062,32.66566268044028
19-01-2021 21.00,0.0,0.0,0.0,0.0,4926.057235,4144.517483,0.967952274,2.455606602,8481.66187,12039.51262,1.631734884,4.13956252,5773.943423,5841.349298,1.145626369,2.90634957,7998.409587,10681.00981,1.518810397,3.853083401,7309.636539,9231.871499,1.422589631,3.608980096,32.703810471956665
19-01-2021 22.00,0.0,0.0,0.0,0.0,4925.616925,4135.542351,0.967019244,2.45323959,8474.780869,12003.25234,1.629442617,4.133747248,5767.252727,5816.541449,1.143364092,2.900610381,8003.704412,10676.46657,1.518556675,3.85243973,7322.128368,9245.107739,1.42371098,3.611824856,32.69536154607864
19-01-2021 23.00,0.0,0.0,0.0,0.0,4916.409618,4111.018167,0.963527629,2.444381682,8469.694855,11967.95892,1.625788404,4.124476843,5760.193933,5791.04778,1.140058762,2.89222506,8009.864035,10671.31874,1.517033324,3.848575129,7321.237707,9225.252272,1.421111486,3.605230177,32.71241264280636
20-01-2021 0.00,0.0,0.0,0.0,0.0,4914.188781,4124.894406,0.966693538,2.452413306,8474.693674,12030.11956,1.632567947,4.141675925,5764.560672,5824.864346,1.145141079,2.905118435,8001.240991,10695.11412,1.521139697,3.858992622,7330.640218,9286.340339,1.428049607,3.622831558,32.69685094744145
20-01-2021 1.00,0.0,0.0,0.0,0.0,4920.348905,4128.265191,0.967591404,2.454691108,8486.475321,12042.92541,1.634225071,4.145879898,5766.426643,5818.206848,1.145121008,2.905067516,8015.435115,10714.76555,1.52329937,3.864471514,7355.490848,9329.572089,1.432010438,3.632879824,32.71048737105826
20-01-2021 2.00,0.0,0.0,0.0,0.0,4913.473035,4116.930006,0.964594199,2.447087473,8483.165398,12029.44837,1.630536367,4.136521992,5769.557855,5825.359135,1.143755338,2.901602936,8015.301198,10709.42222,1.520211527,3.85663794,7356.379352,9330.084648,1.429571756,3.626693111,32.760583207472536
20-01-2021 3.00,0.0,0.0,0.0,0.0,4911.603039,4113.176829,0.965021667,2.44817192,8481.891523,12028.47675,1.631785871,4.139691869,5771.18471,5828.229891,1.145008567,2.904782264,8018.994584,10720.10862,1.522186552,3.861648397,7374.918925,9374.20314,1.434086355,3.638146235,32.7507243521539
20-01-2021 4.00,0.0,0.0,0.0,0.0,4907.109022,4095.954696,0.962650267,2.442155895,8504.141983,12060.30061,1.633247626,4.14340021,5762.636497,5797.824947,1.141605971,2.896150187,8029.973651,10725.07584,1.521892431,3.860902239,7370.817818,9345.106713,1.431189476,3.630797118,32.77223191570447
20-01-2021 5.00,0.0,0.0,0.0,0.0,4913.525941,4123.194553,0.966346142,2.451531993,8499.573705,12089.37975,1.636298776,4.151140698,5762.449362,5819.390328,1.144443921,2.903349809,8017.440229,10731.39034,1.52336581,3.864640068,7378.564523,9396.33629,1.436020745,3.643053606,32.75981138279939
20-01-2021 6.00,0.0,0.0,0.0,0.0,4920.420808,4127.858673,0.965773017,2.450078027,8501.433741,12071.45212,1.633410905,4.143814433,5763.940106,5811.314981,1.142354502,2.898049142,8029.565855,10739.91106,1.522297192,3.86192908,7382.84765,9388.334182,1.433844734,3.637533265,32.808837562745786
20-01-2021 7.00,0.0,0.0,0.0,0.0,4921.527514,4124.318255,0.965704349,2.449903822,8492.440962,12037.2268,1.631636407,4.139312694,5765.848603,5807.489865,1.142328512,2.897983209,8030.77694,10732.05639,1.522257874,3.861829335,7371.334198,9350.663408,1.431387303,3.631298987,32.78568950039536
20-01-2021 8.00,0.0,0.0,0.0,0.0,4925.017898,4130.095826,0.967832213,2.45530202,8497.818725,12055.57618,1.635232029,4.148434458,5770.606095,5817.03578,1.144942951,2.904615802,8031.605182,10738.78821,1.524941467,3.868637366,7378.411306,9369.1875,1.43486625,3.640124759,32.74852227583294
20-01-2021 9.00,0.0,0.0,0.0,0.0,4928.36741,4141.959196,0.968043431,2.45583786,8508.030818,12090.52141,1.635848512,4.149998418,5770.990111,5825.528196,1.144481025,2.903443937,8028.839774,10740.33449,1.523411846,3.864756856,7382.190699,9387.809616,1.434808088,3.639977206,32.78612447538145
20-01-2021 10.00,0.0,0.0,0.0,0.0,4940.984486,4166.282974,0.971550188,2.464734183,8524.773904,12139.60305,1.640487992,4.161768357,5771.738317,5829.490153,1.145855953,2.906932003,8025.853733,10739.80621,1.524644443,3.867883843,7385.669847,9400.603537,1.436957374,3.645429748,32.75800723913685
20-01-2021 11.00,0.0,0.0,0.0,0.0,4932.689049,4146.641845,0.968716092,2.45754434,8525.631424,12127.42874,1.638558944,4.156874538,5769.204561,5817.40252,1.143891858,2.901949276,8022.032645,10718.08038,1.522128153,3.861500244,7374.576007,9363.4938,1.433151584,3.635774807,32.745784227753624
20-01-2021 12.00,0.0,0.0,0.0,0.0,4937.927909,4151.487622,0.969465562,2.459445677,8514.149819,12087.86081,1.636159576,4.150787559,5775.29028,5823.36221,1.14467971,2.903947984,8009.217594,10678.3138,1.519692156,3.855320343,7372.614812,9349.754228,1.432402836,3.633875302,32.67658496868577
20-01-2021 13.00,0.0,0.0,0.0,0.0,4939.890438,4158.866886,0.970442936,2.461925185,8509.840183,12087.38998,1.636391247,4.151375288,5780.885552,5840.080252,1.146481199,2.908518197,8005.883824,10678.88721,1.519944398,3.855960257,7387.381291,9392.048064,1.435763444,3.642400857,32.67291652816985
20-01-2021 14.00,0.0,0.0,0.0,0.0,4930.320197,4147.998051,0.969838206,2.46039104,8534.803309,12167.04711,1.642596283,4.167116899,5774.306233,5835.502324,1.146682679,2.909029334,7993.01486,10663.82657,1.51978928,3.855566738,7381.045099,9391.040366,1.436513661,3.644304089,32.63016735897939
20-01-2021 15.00,0.0,0.0,0.0,0.0,4933.353319,4140.487806,0.969136192,2.458610094,8531.730488,12128.50247,1.640212984,4.161070687,5783.512662,5836.368054,1.146929687,2.90965597,7984.135103,10615.36509,1.516566872,3.847391781,7380.53086,9363.717154,1.434625927,3.63951508,32.55089806295832
20-01-2021 16.00,0.0,0.0,0.0,0.0,4938.919498,4138.156496,0.968007051,2.455745567,8540.50457,12116.64329,1.637958886,4.155352245,5784.700081,5821.496427,1.144447311,2.903358409,7985.583639,10589.90494,1.513502419,3.839617544,7370.04752,9312.514578,1.429494125,3.626496167,32.53857631715184
20-01-2021 17.00,0.0,0.0,0.0,0.0,4939.982885,4148.168934,0.969849256,2.460419074,8563.465139,12197.5197,1.644664956,4.172364934,5786.2442,5836.172609,1.146708177,2.909094019,7991.148385,10623.78089,1.517074406,3.84867935,7377.327605,9347.468478,1.433234648,3.635985532,32.565805759762085
20-01-2021 18.00,0.0,0.0,0.0,0.0,4949.480761,4170.999358,0.971373825,2.464286766,8568.242174,12219.63272,1.644630702,4.172278034,5783.323046,5837.670594,1.145757583,2.906682447,7999.891867,10653.64268,1.5177494,3.850391747,7380.749224,9365.21711,1.433271363,3.636078676,32.64281934265766
20-01-2021 19.00,0.0,0.0,0.0,0.0,4950.665208,4170.093655,0.972896495,2.46814964,8563.036888,12206.41197,1.646399102,4.176764303,5782.783783,5832.738349,1.147158561,2.910236602,8000.384707,10653.46628,1.520120011,3.856405771,7382.021182,9364.826741,1.435482124,3.641687173,32.5913735651751
20-01-2021 20.00,0.0,0.0,0.0,0.0,4949.996627,4171.865061,0.973746165,2.470305175,8584.559486,12269.01961,1.651479503,4.189652818,5789.707691,5850.35989,1.149459717,2.916074424,7998.3351,10656.11722,1.521164403,3.8590553,7374.107519,9352.860606,1.435425863,3.641544444,32.577101433629444
20-01-2021 21.00,0.0,0.0,0.0,0.0,4948.982829,4162.170698,0.97077468,2.46276679,8576.783781,12222.86861,1.64540925,4.174253138,5792.022985,5843.774746,1.146642406,2.908927164,7993.03404,10619.87589,1.515768616,3.84536668,7365.997074,9314.713943,1.429871842,3.627454402,32.58187966493018
20-01-2021 22.00,0.0,0.0,0.0,0.0,4934.106161,4131.246061,0.968199188,2.456233001,8560.37386,12175.34642,1.64360843,4.169684623,5788.189167,5830.519455,1.146377762,2.908255786,7967.403604,10552.53961,1.512296066,3.836557137,7378.56154,9337.488647,1.432805341,3.634896421,32.449631802682546
20-01-2021 23.00,0.0,0.0,0.0,0.0,4933.070288,4132.582723,0.96724426,2.453810436,8555.756197,12167.02353,1.641295478,4.163816876,5783.115862,5824.273579,1.144482971,2.903448874,7966.166265,10552.698,1.510661065,3.832409289,7385.883374,9358.91599,1.43282117,3.634936577,32.48523989330809
21-01-2021 0.00,0.0,0.0,0.0,0.0,4932.107907,4127.777094,0.967970054,2.455651709,8536.987849,12117.83671,1.639951304,4.160406829,5784.711442,5823.722584,1.145866851,2.906959651,7974.059641,10569.0469,1.51362283,3.839923017,7399.709206,9387.522077,1.43676926,3.644952521,32.471904440759516
21-01-2021 1.00,0.0,0.0,0.0,0.0,4934.077629,4139.072479,0.970115052,2.461093373,8544.609526,12159.63724,1.644245065,4.171299707,5785.927932,5837.274917,1.148234801,2.912966924,7974.82728,10590.3884,1.5165001,3.847222388,7399.351806,9404.383704,1.439345732,3.651488795,32.47573953048782
21-01-2021 2.00,0.0,0.0,0.0,0.0,4950.339435,4163.225088,0.972478608,2.467089499,8552.835413,12167.26582,1.644336417,4.171531461,5791.342496,5841.563161,1.148345037,2.913246583,7982.267387,10596.95351,1.51653728,3.847316709,7399.990385,9395.652082,1.438344322,3.648948308,32.495074953599875
21-01-2021 3.00,0.0,0.0,0.0,0.0,4942.513403,4142.629426,0.968901159,2.458013837,8558.696717,12161.30841,1.64183769,4.165192418,5790.303928,5830.257213,1.145778655,2.906735905,7974.265568,10559.87084,1.511996425,3.835796975,7408.738334,9400.190017,1.436794824,3.645017374,32.47861092990214
21-01-2021 4.00,0.0,0.0,0.0,0.0,4951.354603,4156.766288,0.970496566,2.462061239,8557.724937,12154.69469,1.641483518,4.164293916,5790.172579,5827.666468,1.145618494,2.906329591,7972.604493,10552.86979,1.511687851,3.83501415,7418.470041,9419.664518,1.438362734,3.648995019,32.46370337134109
21-01-2021 5.00,0.0,0.0,0.0,0.0,4945.662291,4149.473562,0.969539639,2.459633603,8559.011577,12163.57978,1.641691068,4.16482045,5793.143725,5837.400149,1.14633886,2.908157094,7973.347468,10560.28599,1.511995418,3.835794421,7415.562494,9418.08777,1.43799513,3.648062442,32.479909423510634
21-01-2021 6.00,0.0,0.0,0.0,0.0,4939.073159,4130.820148,0.96751414,2.454495097,8549.942899,12124.68708,1.639141284,4.158351881,5800.593279,5842.911675,1.14693854,2.909678429,7978.414368,10558.0684,1.511921696,3.835607394,7419.892329,9414.516481,1.437812628,3.647599451,32.474672260812966
21-01-2021 7.00,0.0,0.0,0.0,0.0,4935.603914,4124.961372,0.966961479,2.453093046,8560.915855,12153.12101,1.641198055,4.163569723,5809.826915,5861.892343,1.148798135,2.914396052,7975.393636,10551.57002,1.51158728,3.834759012,7413.769754,9400.972575,1.436932301,3.645366141,32.46186455361733
21-01-2021 8.00,0.0,0.0,0.0,0.0,4941.933215,4129.838335,0.968361894,2.456645772,8544.212898,12099.08047,1.638913218,4.1577733,5810.933686,5854.928104,1.149104102,2.915172262,7962.663422,10510.13954,1.509896475,3.830469593,7427.414508,9421.166017,1.439621443,3.65218825,32.37061239777208
21-01-2021 9.00,0.0,0.0,0.0,0.0,4943.472813,4150.122561,0.971376698,2.464294053,8540.053479,12134.05248,1.642463908,4.166781074,6071.420007,6417.292819,1.201842805,3.048965541,7962.768455,10550.75801,1.514013176,3.840913287,7433.271808,9472.288894,1.444604888,3.664830794,32.4073569219443
21-01-2021 10.00,0.0,0.0,0.0,0.0,4946.347529,4147.810817,0.970830907,2.462909431,8548.394614,12135.31003,1.642072819,4.165788918,6063.332617,6389.000225,1.198944909,3.041613843,7973.927321,10560.64271,1.514311298,3.841669595,7426.888399,9441.40802,1.441907584,3.65798798,32.431332433602066
21-01-2021 11.00,0.0,0.0,0.0,0.0,4673.667594,3663.154608,0.916610596,2.325357449,8531.154362,12075.68959,1.638527165,4.156793917,6062.648946,6376.948523,1.198180444,3.039674463,7973.938261,10545.70172,1.513612963,3.839897983,7415.376917,9400.324763,1.439240956,3.651222988,32.40039088270108
21-01-2021 12.00,0.0,0.0,0.0,0.0,4674.974255,3664.888078,0.917168333,2.326772378,8548.08738,12118.27538,1.642050949,4.165733437,6059.695791,6370.180829,1.198007165,3.039234872,7975.866698,10550.83321,1.514587769,3.842370978,7419.400378,9409.230363,1.440440564,3.654266285,32.395293355013635
21-01-2021 13.00,0.0,0.0,0.0,0.0,4668.778452,3654.790131,0.915649309,2.322918753,8539.46389,12096.3618,1.639983305,4.160488012,6057.767668,6366.559073,1.197215559,3.037226638,7972.517048,10542.37123,1.513420284,3.839409174,7425.052991,9422.679912,1.440981167,3.655637746,32.3942820636706
