Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_2.1,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4
15-01-2021 20.00,0.0,0.0,0.0,0.0,8456.702042,10547.765,1.532659078,4.081841642,5218.508641,4030.592448,0.965667075,2.57180487,6266.880838,5911.656945,1.156065166,3.078881014
15-01-2021 21.00,0.0,0.0,0.0,0.0,8473.383018,10564.1347,1.533254559,4.083427552,5215.098116,4016.130789,0.963614382,2.566338052,6264.674511,5895.001431,1.154018547,3.073430372
15-01-2021 22.00,0.0,0.0,0.0,0.0,8459.184139,10566.23937,1.535624163,4.089738382,5213.083184,4025.866972,0.966181886,2.573175936,6264.404458,5913.94792,1.15752067,3.082757372
15-01-2021 23.00,0.0,0.0,0.0,0.0,8458.261747,10544.63453,1.534693179,4.087258946,5214.263139,4018.87265,0.965805117,2.572172508,6267.910483,5908.14847,1.157474981,3.082635693
16-01-2021 0.00,0.0,0.0,0.0,0.0,8465.276403,10562.38428,1.535814085,4.090244189,5217.460478,4025.07127,0.966420913,2.573812522,6265.417995,5904.416838,1.157019416,3.081422413
16-01-2021 1.00,0.0,0.0,0.0,0.0,8459.089729,10523.58817,1.531349896,4.078354975,5230.61346,4037.223487,0.966675437,2.57449038,6268.578352,5896.335304,1.15496448,3.07594962
16-01-2021 2.00,0.0,0.0,0.0,0.0,8466.968249,10513.54366,1.531727348,4.07936022,5244.095545,4046.395712,0.968484705,2.5793089,6267.667808,5876.490786,1.154012567,3.073414448
16-01-2021 3.00,0.0,0.0,0.0,0.0,8486.017144,10568.30658,1.535118913,4.088392778,5253.69174,4068.056782,0.970500345,2.584677037,6267.737969,5884.374427,1.154287056,3.074145478
16-01-2021 4.00,0.0,0.0,0.0,0.0,8473.149309,10560.65415,1.537983214,4.096021103,5252.810088,4073.476907,0.973399637,2.59239855,6265.679233,5890.53164,1.157492483,3.082682304
16-01-2021 5.00,0.0,0.0,0.0,0.0,8472.640063,10550.5648,1.536361596,4.091702344,5228.653411,4029.833596,0.967950046,2.577884972,6266.425042,5887.355344,1.15654309,3.080153841
16-01-2021 6.00,0.0,0.0,0.0,0.0,8460.461513,10503.18836,1.532551531,4.08155522,5240.987594,4041.653274,0.969015027,2.580721274,6267.423524,5877.080615,1.155266894,3.076755022
16-01-2021 7.00,0.0,0.0,0.0,0.0,8464.803117,10525.73782,1.535054416,4.088221008,5234.975785,4036.796427,0.969038447,2.580783648,6267.356096,5884.433978,1.156659069,3.080462722
16-01-2021 8.00,0.0,0.0,0.0,0.0,8460.217548,10507.74789,1.533271281,4.083472087,5234.112893,4032.083376,0.968171977,2.57847603,6275.085059,5894.666191,1.157228247,3.08197858
16-01-2021 9.00,0.0,0.0,0.0,0.0,8471.452415,10533.28074,1.536813817,4.092906718,5238.63917,4038.299495,0.969981549,2.583295357,6270.408924,5884.419817,1.157539093,3.082806439
16-01-2021 10.00,0.0,0.0,0.0,0.0,8486.293227,10541.61172,1.537488397,4.094703288,5242.811937,4034.232657,0.969604495,2.582291172,6268.661108,5866.12905,1.155956236,3.078590907
16-01-2021 11.00,0.0,0.0,0.0,0.0,8481.264635,10535.13645,1.536748714,4.092733331,5264.0899,4072.079772,0.973628981,2.593009349,6272.155032,5876.144295,1.156709923,3.080598159
16-01-2021 12.00,0.0,0.0,0.0,0.0,8508.513711,10600.59816,1.542253054,4.107392721,5280.755245,4101.066689,0.977343149,2.602901078,6275.208852,5884.039403,1.158070962,3.084222933
16-01-2021 13.00,0.0,0.0,0.0,0.0,8488.457975,10535.59937,1.535608553,4.089696807,5285.356545,4101.382853,0.976058219,2.599478997,6276.233561,5875.205767,1.155713529,3.077944519
16-01-2021 14.00,0.0,0.0,0.0,0.0,8499.911568,10604.45718,1.54303593,4.109477709,5281.733152,4112.725442,0.979014435,2.607352117,6277.711792,5902.733214,1.160277274,3.090098875
16-01-2021 15.00,0.0,0.0,0.0,0.0,8488.849716,10533.57386,1.535568669,4.089590587,5291.659723,4110.542706,0.977214733,2.602559074,6282.650063,5885.87096,1.156891678,3.081082215
16-01-2021 16.00,0.0,0.0,0.0,0.0,8494.166595,10573.03541,1.541511807,4.105418599,5290.289605,4118.038475,0.980135277,2.610337188,6283.080742,5901.363451,1.160827019,3.09156298
16-01-2021 17.00,0.0,0.0,0.0,0.0,8530.498893,10618.37514,1.542726606,4.108653903,5298.173817,4116.662957,0.978628864,2.606325248,6283.148554,5880.625076,1.157331216,3.082252811
16-01-2021 18.00,0.0,0.0,0.0,0.0,8556.585306,10685.4332,1.547232852,4.120655125,5282.945131,4095.423099,0.976027961,2.599398414,6285.009766,5889.527596,1.157902365,3.083773919
16-01-2021 19.00,0.0,0.0,0.0,0.0,8523.393377,10628.08012,1.545896527,4.11709617,5277.015474,4091.042358,0.977392633,2.603032865,6287.337956,5902.283599,1.161255082,3.092703014
16-01-2021 20.00,0.0,0.0,0.0,0.0,8523.778651,10604.6565,1.54107013,4.104242307,5270.349304,4071.793676,0.973156418,2.591750801,6286.365704,5888.189075,1.157495426,3.082690141
16-01-2021 21.00,0.0,0.0,0.0,0.0,8502.605042,10591.96173,1.543431891,4.110532247,5277.911087,4097.281348,0.97818737,2.605149441,6281.577112,5898.044253,1.160977798,3.091964542
16-01-2021 22.00,0.0,0.0,0.0,0.0,8519.110635,10604.02538,1.543188273,4.109883435,5276.649471,4085.087713,0.976100299,2.599591067,6283.165733,5886.715897,1.159088524,3.086932948
16-01-2021 23.00,0.0,0.0,0.0,0.0,8495.48388,10534.02439,1.536551161,4.092207201,5252.310349,4038.494864,0.969857746,2.58296564,6284.66571,5880.241442,1.15722716,3.081975686
17-01-2021 0.00,0.0,0.0,0.0,0.0,8508.225644,10582.27895,1.541698903,4.105916882,5262.942305,4063.475095,0.973719319,2.593249942,6286.565536,5894.439608,1.159789051,3.08879862
17-01-2021 1.00,0.0,0.0,0.0,0.0,8511.672481,10598.58826,1.542486342,4.108014022,5248.219752,4043.081479,0.971209542,2.5865658,6281.066171,5889.653173,1.159034745,3.086789721
17-01-2021 2.00,0.0,0.0,0.0,0.0,8549.063545,10667.57984,1.54523642,4.115338146,5242.095298,4028.310951,0.968126202,2.578354118,6280.241359,5880.801607,1.156521141,3.080095384
17-01-2021 3.00,0.0,0.0,0.0,0.0,8503.8735,10606.31135,1.542481356,4.108000744,5258.220831,4071.443792,0.974026758,2.594068726,6282.938107,5909.284048,1.160470622,3.090613807
17-01-2021 4.00,0.0,0.0,0.0,0.0,8495.308891,10579.29161,1.541801415,4.106189896,5253.847486,4059.667573,0.973581008,2.592881587,6282.101745,5901.868018,1.160843518,3.09160692
17-01-2021 5.00,0.0,0.0,0.0,0.0,8494.518586,10562.53152,1.539009847,4.098755276,0.0,0.0,0.0,0.0,6278.343832,5887.151395,1.158222526,3.084626584
17-01-2021 6.00,0.0,0.0,0.0,0.0,8505.119168,10568.97039,1.537944862,4.095918965,0.0,0.0,0.0,0.0,6275.080252,5871.371135,1.155523437,3.077438258
17-01-2021 7.00,0.0,0.0,0.0,0.0,8519.100749,10622.16891,1.543108359,4.109670604,0.0,0.0,0.0,0.0,6274.212203,5882.448386,1.157680156,3.083182124
17-01-2021 8.00,0.0,0.0,0.0,0.0,8540.265773,10666.77347,1.545369335,4.115692129,0.0,0.0,0.0,0.0,6274.301899,5881.676976,1.15684887,3.080968208
17-01-2021 9.00,0.0,0.0,0.0,0.0,8553.1167,10716.64046,1.54931685,4.126205316,0.0,0.0,0.0,0.0,6278.089573,5901.179012,1.158965028,3.086604046
17-01-2021 10.00,0.0,0.0,0.0,0.0,8555.318913,10716.49058,1.549051063,4.125497461,0.0,0.0,0.0,0.0,6118.949468,5599.583395,1.130141375,3.009839691
17-01-2021 11.00,0.0,0.0,0.0,0.0,8582.352284,10766.94839,1.550133812,4.128381083,0.0,0.0,0.0,0.0,6117.017426,5592.142899,1.127435221,3.002632548
17-01-2021 12.00,0.0,0.0,0.0,0.0,8577.394578,10791.85871,1.554077003,4.138882754,0.0,0.0,0.0,0.0,6114.676189,5606.816332,1.130431106,3.010611316
17-01-2021 13.00,0.0,0.0,0.0,0.0,8552.376822,10754.89778,1.551969269,4.133269351,0.0,0.0,0.0,0.0,6112.605621,5613.914485,1.131490667,3.013433182
17-01-2021 14.00,0.0,0.0,0.0,0.0,8564.44983,10756.67476,1.549951034,4.127894303,0.0,0.0,0.0,0.0,6116.000895,5607.230743,1.129256361,3.007482685
17-01-2021 15.00,0.0,0.0,0.0,0.0,8575.368985,10792.66466,1.551667528,4.132465741,0.0,0.0,0.0,0.0,6112.22018,5607.592346,1.128601967,3.005739875
17-01-2021 16.00,0.0,0.0,0.0,0.0,8574.028739,10777.2542,1.549762872,4.127393182,0.0,0.0,0.0,0.0,6109.626328,5596.370055,1.126927774,3.001281096
17-01-2021 17.00,0.0,0.0,0.0,0.0,8594.381309,10854.82005,1.555248568,4.142002917,0.0,0.0,0.0,0.0,6112.033915,5619.212711,1.129107648,3.007086628
17-01-2021 18.00,0.0,0.0,0.0,0.0,8609.078639,10881.81346,1.556706049,4.145884541,0.0,0.0,0.0,0.0,6107.72013,5608.048591,1.127714614,3.003376641
17-01-2021 19.00,0.0,0.0,0.0,0.0,8612.695929,10915.80111,1.561029828,4.157399809,0.0,0.0,0.0,0.0,6105.563487,5617.354886,1.130028392,3.00953879
17-01-2021 20.00,0.0,0.0,0.0,0.0,8629.762226,10958.11866,1.561234343,4.157944481,0.0,0.0,0.0,0.0,6103.508969,5618.220962,1.128097817,3.004397201
17-01-2021 21.00,0.0,0.0,0.0,0.0,8639.274856,10959.6253,1.56041218,4.155754863,0.0,0.0,0.0,0.0,6106.227221,5612.243778,1.126769162,3.000858674
17-01-2021 22.00,0.0,0.0,0.0,0.0,8633.534221,10974.13361,1.56127042,4.158040564,0.0,0.0,0.0,0.0,6104.959718,5625.960107,1.127892457,3.003850279
17-01-2021 23.00,0.0,0.0,0.0,0.0,8624.256626,10937.54566,1.559127242,4.152332762,0.0,0.0,0.0,0.0,6107.657829,5621.318797,1.127778815,3.003547622
18-01-2021 0.00,0.0,0.0,0.0,0.0,8640.037489,11017.01082,1.565416747,4.169083235,0.0,0.0,0.0,0.0,6100.235717,5631.938542,1.129335807,3.00769427
18-01-2021 1.00,0.0,0.0,0.0,0.0,8621.68558,10954.71903,1.557819502,4.148849933,0.0,0.0,0.0,0.0,6095.927077,5615.004694,1.12528811,2.996914274
18-01-2021 2.00,0.0,0.0,0.0,0.0,8632.845135,11016.34915,1.564203482,4.165852018,0.0,0.0,0.0,0.0,6095.024142,5632.110258,1.128405412,3.005216401
18-01-2021 3.00,0.0,0.0,0.0,0.0,8624.287133,10958.60875,1.557960647,4.149225838,0.0,0.0,0.0,0.0,6093.135967,5608.350618,1.124506774,2.994833386
18-01-2021 4.00,0.0,0.0,0.0,0.0,8606.87704,10932.53745,1.556051136,4.144140349,0.0,0.0,0.0,0.0,6098.349095,5626.00347,1.126130898,2.999158821
18-01-2021 5.00,0.0,0.0,0.0,0.0,8596.334221,10957.93124,1.559899556,4.154389622,0.0,0.0,0.0,0.0,6096.550493,5649.746204,1.130009146,3.009487535
18-01-2021 6.00,0.0,0.0,0.0,0.0,8582.738231,10909.37026,1.552649164,4.135080075,0.0,0.0,0.0,0.0,6096.640344,5643.104783,1.126444456,2.999993903
18-01-2021 7.00,0.0,0.0,0.0,0.0,8574.047244,10925.2946,1.554995199,4.141328132,0.0,0.0,0.0,0.0,6091.334482,5652.848291,1.128299424,3.004934131
18-01-2021 8.00,0.0,0.0,0.0,0.0,8569.912038,10924.28573,1.554025868,4.138746571,0.0,0.0,0.0,0.0,6090.691805,5657.353144,1.128068948,3.004320317
18-01-2021 9.00,0.0,0.0,0.0,0.0,8533.560574,10822.10508,1.544469523,4.113295713,0.0,0.0,0.0,0.0,6082.416149,5632.756544,1.123989384,2.993455452
18-01-2021 10.00,0.0,0.0,0.0,0.0,8556.272895,10868.40112,1.548907641,4.125115494,0.0,0.0,0.0,0.0,6087.094548,5637.452727,1.125270772,2.996868098
18-01-2021 11.00,0.0,0.0,0.0,0.0,8571.348036,10931.25361,1.553788734,4.138115025,0.0,0.0,0.0,0.0,6090.693179,5660.413468,1.127765302,3.003511636
18-01-2021 12.00,0.0,0.0,0.0,0.0,8558.580078,10907.41041,1.551313289,4.131522317,0.0,0.0,0.0,0.0,6087.277484,5658.052762,1.126968683,3.001390045
18-01-2021 13.00,0.0,0.0,0.0,0.0,8527.094457,10837.69718,1.543541075,4.110823031,0.0,0.0,0.0,0.0,6090.391133,5667.482539,1.125616154,2.997787933
18-01-2021 14.00,0.0,0.0,0.0,0.0,8529.952604,10868.31686,1.547438544,4.121202934,0.0,0.0,0.0,0.0,6090.158042,5679.070452,1.12793686,3.003968537
18-01-2021 15.00,0.0,0.0,0.0,0.0,8525.302844,10883.21441,1.548338306,4.123599217,0.0,0.0,0.0,0.0,6088.685797,5691.031291,1.128853783,3.006410523
18-01-2021 16.00,0.0,0.0,0.0,0.0,8546.719778,10910.26853,1.550292633,4.128804061,0.0,0.0,0.0,0.0,6090.736079,5681.58301,1.127915256,3.003911
18-01-2021 17.00,0.0,0.0,0.0,0.0,8548.401428,10917.57875,1.548615313,4.124336953,0.0,0.0,0.0,0.0,6092.427446,5688.895111,1.126950816,3.001342461
18-01-2021 18.00,0.0,0.0,0.0,0.0,8554.681282,10951.52844,1.550638654,4.129725599,0.0,0.0,0.0,0.0,6093.394513,5702.49456,1.12795416,3.004014609
18-01-2021 19.00,0.0,0.0,0.0,0.0,8565.661493,10972.04684,1.551522115,4.132078472,0.0,0.0,0.0,0.0,6093.855659,5701.419256,1.127388616,3.00250843
18-01-2021 20.00,0.0,0.0,0.0,0.0,8564.685137,10972.93592,1.550234276,4.128648643,0.0,0.0,0.0,0.0,6095.739384,5708.229089,1.127033878,3.001563677
18-01-2021 21.00,0.0,0.0,0.0,0.0,8551.640109,10939.70882,1.548743512,4.124678378,0.0,0.0,0.0,0.0,6101.268436,5715.852076,1.1283725,3.00512875
18-01-2021 22.00,0.0,0.0,0.0,0.0,8564.323975,11005.25666,1.554169565,4.139129269,0.0,0.0,0.0,0.0,6105.607531,5744.802862,1.131715689,3.014032469
18-01-2021 23.00,0.0,0.0,0.0,0.0,8564.177003,10997.97158,1.552849635,4.135613977,0.0,0.0,0.0,0.0,6098.011673,5727.166093,1.129428121,3.007940125
19-01-2021 0.00,0.0,0.0,0.0,0.0,8545.632472,10956.51583,1.548348739,4.123627002,0.0,0.0,0.0,0.0,6091.226097,5716.331433,1.127189545,3.001978255
19-01-2021 1.00,0.0,0.0,0.0,0.0,8533.955397,10978.34443,1.550856742,4.13030642,0.0,0.0,0.0,0.0,6092.229373,5745.772045,1.130684608,3.011286453
19-01-2021 2.00,0.0,0.0,0.0,0.0,8538.904796,10946.99692,1.546848666,4.119631947,0.0,0.0,0.0,0.0,6094.530065,5726.621236,1.127469898,3.002724903
19-01-2021 3.00,0.0,0.0,0.0,0.0,8552.329002,11016.17032,1.552243113,4.133998662,0.0,0.0,0.0,0.0,6092.575782,5744.98407,1.129607078,3.008416729
19-01-2021 4.00,0.0,0.0,0.0,0.0,8565.888401,11070.2111,1.557373495,4.14766211,0.0,0.0,0.0,0.0,6095.692017,5763.32694,1.132383044,3.015809799
19-01-2021 5.00,0.0,0.0,0.0,0.0,8579.199884,11104.48968,1.558952343,4.151866963,0.0,0.0,0.0,0.0,6102.710214,5779.793762,1.133362345,3.018417912
19-01-2021 6.00,0.0,0.0,0.0,0.0,8590.014878,11134.0063,1.560877617,4.156994433,0.0,0.0,0.0,0.0,6102.971761,5783.143519,1.133513883,3.018821495
19-01-2021 7.00,0.0,0.0,0.0,0.0,8585.776656,11115.09763,1.5582265,4.149933869,0.0,0.0,0.0,0.0,6101.956101,5777.431802,1.132017293,3.014835715
19-01-2021 8.00,0.0,0.0,0.0,0.0,8565.613756,11044.35365,1.550815588,4.13019682,0.0,0.0,0.0,0.0,6099.737154,5761.253062,1.128607717,3.00575519
19-01-2021 9.00,0.0,0.0,0.0,0.0,8545.359009,11010.51224,1.548885776,4.125057262,0.0,0.0,0.0,0.0,6095.170822,5759.848666,1.128860085,3.006427306
19-01-2021 10.00,0.0,0.0,0.0,0.0,8533.948055,11015.7901,1.551397837,4.131747487,0.0,0.0,0.0,0.0,6092.647451,5771.765623,1.13157517,3.013658236
19-01-2021 11.00,0.0,0.0,0.0,0.0,8528.254759,10957.71955,1.545520677,4.116095191,0.0,0.0,0.0,0.0,6092.347807,5746.103388,1.127696385,3.003328091
19-01-2021 12.00,0.0,0.0,0.0,0.0,8540.599244,10983.63639,1.546742379,4.119348879,0.0,0.0,0.0,0.0,6091.126884,5743.035492,1.126988923,3.00144395
19-01-2021 13.00,0.0,0.0,0.0,0.0,8540.327378,11021.93722,1.550608983,4.12964658,0.0,0.0,0.0,0.0,6089.389655,5761.668223,1.129609423,3.008422974
19-01-2021 14.00,0.0,0.0,0.0,0.0,8513.365314,10966.66925,1.546987192,4.120000874,0.0,0.0,0.0,0.0,6080.151374,5748.067761,1.128492003,3.005447014
19-01-2021 15.00,0.0,0.0,0.0,0.0,8500.325319,10908.10237,1.540935707,4.103884307,0.0,0.0,0.0,0.0,6082.510219,5737.474188,1.126043545,2.998926179
19-01-2021 16.00,0.0,0.0,0.0,0.0,8492.178559,10935.77985,1.545412115,4.115806063,0.0,0.0,0.0,0.0,6084.081552,5765.353841,1.130575597,3.01099613
19-01-2021 17.00,0.0,0.0,0.0,0.0,8430.934701,10797.90075,1.535141218,4.088452181,0.0,0.0,0.0,0.0,6082.110843,5763.959824,1.130037523,3.009563109
19-01-2021 18.00,0.0,0.0,0.0,0.0,8423.328788,10788.60103,1.534197687,4.08593933,0.0,0.0,0.0,0.0,6083.21526,5771.100854,1.13050509,3.010808353
19-01-2021 19.00,0.0,0.0,0.0,0.0,8428.5672,10772.9623,1.531627167,4.079093415,0.0,0.0,0.0,0.0,6085.779708,5760.747621,1.12842538,3.005269583
19-01-2021 20.00,0.0,0.0,0.0,0.0,8445.484433,10782.67135,1.532394621,4.081137329,0.0,0.0,0.0,0.0,6086.786464,5745.073553,1.127012174,3.001505872
19-01-2021 21.00,0.0,0.0,0.0,0.0,8424.902546,10730.42142,1.528332512,4.070318951,0.0,0.0,0.0,0.0,6088.324254,5745.06753,1.126734673,3.00076682
19-01-2021 22.00,0.0,0.0,0.0,0.0,8428.262563,10789.32143,1.535319428,4.088926798,0.0,0.0,0.0,0.0,6084.005726,5765.064425,1.130756313,3.011477419
19-01-2021 23.00,0.0,0.0,0.0,0.0,8446.367388,10816.70077,1.537168013,4.093850026,0.0,0.0,0.0,0.0,6082.192966,5753.243134,1.129614006,3.008435181
20-01-2021 0.00,0.0,0.0,0.0,0.0,8441.313447,10808.04906,1.534960854,4.087971828,0.0,0.0,0.0,0.0,6079.774752,5751.67295,1.128265579,3.004843994
20-01-2021 1.00,0.0,0.0,0.0,0.0,8446.029236,10819.72483,1.538040694,4.096174188,0.0,0.0,0.0,0.0,6076.036794,5742.972191,1.129131102,3.00714909
20-01-2021 2.00,0.0,0.0,0.0,0.0,8463.36204,10859.95162,1.540812816,4.103557019,0.0,0.0,0.0,0.0,6075.865056,5742.979427,1.129047435,3.006926266
20-01-2021 3.00,0.0,0.0,0.0,0.0,8452.401924,10806.12876,1.535288514,4.088844468,0.0,0.0,0.0,0.0,6078.397717,5732.099215,1.126691618,3.000652156
20-01-2021 4.00,0.0,0.0,0.0,0.0,8500.012379,10911.85583,1.543376402,4.110384467,0.0,0.0,0.0,0.0,6077.092968,5727.520797,1.12682031,3.000994891
20-01-2021 5.00,0.0,0.0,0.0,0.0,8486.275343,10917.90601,1.544873058,4.114370425,0.0,0.0,0.0,0.0,6078.051018,5750.578711,1.129790839,3.00890613
20-01-2021 6.00,0.0,0.0,0.0,0.0,8512.820614,10960.54956,1.54730464,4.120846315,0.0,0.0,0.0,0.0,6080.615937,5745.110915,1.128856274,3.006417156
20-01-2021 7.00,0.0,0.0,0.0,0.0,8486.652061,10888.17056,1.541705249,4.105933782,0.0,0.0,0.0,0.0,6079.426999,5736.068051,1.127588728,3.003041376
20-01-2021 8.00,0.0,0.0,0.0,0.0,8516.199559,10961.31654,1.546899336,4.119766892,0.0,0.0,0.0,0.0,6081.691919,5743.365923,1.12828551,3.004897074
20-01-2021 9.00,0.0,0.0,0.0,0.0,8518.243925,10947.46309,1.54603003,4.117451719,0.0,0.0,0.0,0.0,6082.268541,5733.673391,1.127454735,3.00268452
20-01-2021 10.00,0.0,0.0,0.0,0.0,8534.466667,11008.05858,1.552363575,4.134319482,0.0,0.0,0.0,0.0,6086.215159,5752.869241,1.130818115,3.011642013
20-01-2021 11.00,0.0,0.0,0.0,0.0,8522.921509,10929.86556,1.54466439,4.113814692,0.0,0.0,0.0,0.0,6087.508747,5727.0878,1.126738289,3.000776451
20-01-2021 12.00,0.0,0.0,0.0,0.0,8526.212295,10939.77594,1.546376216,4.118373699,0.0,0.0,0.0,0.0,6086.421959,5725.235383,1.12724469,3.002125118
20-01-2021 13.00,0.0,0.0,0.0,0.0,8528.642241,10946.37981,1.547736435,4.12199629,0.0,0.0,0.0,0.0,6086.92863,5725.873901,1.127954787,3.004016278
20-01-2021 14.00,0.0,0.0,0.0,0.0,8545.671269,10965.90756,1.548140969,4.123073662,0.0,0.0,0.0,0.0,6092.556565,5726.231054,1.127266213,3.00218244
20-01-2021 15.00,0.0,0.0,0.0,0.0,8527.189198,10934.45471,1.54841261,4.123797106,0.0,0.0,0.0,0.0,6087.098277,5720.261976,1.128597238,3.005727281
20-01-2021 16.00,0.0,0.0,0.0,0.0,8536.703012,10956.43151,1.549015665,4.125403187,0.0,0.0,0.0,0.0,6088.472904,5724.342363,1.128348659,3.005065255
20-01-2021 17.00,0.0,0.0,0.0,0.0,8525.793091,10895.28056,1.544595412,4.113630986,0.0,0.0,0.0,0.0,6087.596975,5701.341103,1.126055922,2.998959142
20-01-2021 18.00,0.0,0.0,0.0,0.0,8552.869016,10978.00345,1.551322098,4.131545777,0.0,0.0,0.0,0.0,6088.161685,5713.7185,1.127899068,3.003867887
20-01-2021 19.00,0.0,0.0,0.0,0.0,8547.910276,10964.67341,1.551302217,4.131492828,0.0,0.0,0.0,0.0,6089.318615,5713.917648,1.128634036,3.005825284
20-01-2021 20.00,0.0,0.0,0.0,0.0,8544.884461,10943.03559,1.550102398,4.128297422,0.0,0.0,0.0,0.0,6087.002445,5700.339585,1.127547449,3.002931441
20-01-2021 21.00,0.0,0.0,0.0,0.0,8556.763546,10961.81384,1.552027406,4.133424181,0.0,0.0,0.0,0.0,6088.687036,5698.05052,1.127817096,3.003649575
20-01-2021 22.00,0.0,0.0,0.0,0.0,8544.609258,10898.36118,1.547268287,4.120749499,0.0,0.0,0.0,0.0,6089.074975,5677.895937,1.125688079,2.997979487
20-01-2021 23.00,0.0,0.0,0.0,0.0,8534.859861,10921.57127,1.551637922,4.132386893,0.0,0.0,0.0,0.0,6088.71978,5701.586488,1.1299805,3.009411243
21-01-2021 0.00,0.0,0.0,0.0,0.0,8534.475862,10900.08605,1.550594216,4.12960725,0.0,0.0,0.0,0.0,6084.505446,5680.778265,1.1283313,3.005019025
21-01-2021 1.00,0.0,0.0,0.0,0.0,8545.194292,10895.31086,1.549702083,4.127231285,0.0,0.0,0.0,0.0,6080.00207,5655.666208,1.125499098,2.997476185
21-01-2021 2.00,0.0,0.0,0.0,0.0,8563.253844,10964.46143,1.556669941,4.145788375,0.0,0.0,0.0,0.0,6078.061299,5666.44145,1.128117634,3.004449979
21-01-2021 3.00,0.0,0.0,0.0,0.0,8541.358393,10915.77834,1.55313069,4.136362495,0.0,0.0,0.0,0.0,6080.809139,5672.502507,1.128605025,3.005748019
21-01-2021 4.00,0.0,0.0,0.0,0.0,8571.646998,10933.48211,1.552813724,4.135518336,0.0,0.0,0.0,0.0,6080.839918,5643.969856,1.124659314,2.995239639
21-01-2021 5.00,0.0,0.0,0.0,0.0,8573.451646,10923.17237,1.55271169,4.135246595,0.0,0.0,0.0,0.0,6084.262118,5641.80165,1.12492736,2.995953509
21-01-2021 6.00,0.0,0.0,0.0,0.0,8584.508725,10940.32243,1.553937641,4.1385116,0.0,0.0,0.0,0.0,6086.002164,5640.444183,1.124841148,2.995723906
21-01-2021 7.00,0.0,0.0,0.0,0.0,8590.423477,10966.76938,1.557948526,4.149193556,0.0,0.0,0.0,0.0,6077.035826,5629.304413,1.125386967,2.997177555
21-01-2021 8.00,0.0,0.0,0.0,0.0,8600.578199,10977.96669,1.560056918,4.154808715,0.0,0.0,0.0,0.0,6075.643187,5618.712835,1.125337127,2.997044818
21-01-2021 9.00,0.0,0.0,0.0,0.0,8615.109719,11002.80601,1.560039587,4.154762559,0.0,0.0,0.0,0.0,6073.266121,5611.044684,1.123218987,2.991403698
21-01-2021 10.00,0.0,0.0,0.0,0.0,8621.442223,11021.12287,1.564327327,4.166181846,0.0,0.0,0.0,0.0,6074.148017,5612.190232,1.125596498,2.997735585
21-01-2021 11.00,0.0,0.0,0.0,0.0,8617.366114,10998.38441,1.562337941,4.160883629,0.0,0.0,0.0,0.0,6074.497805,5605.169662,1.124640271,2.995188922
21-01-2021 12.00,0.0,0.0,0.0,0.0,8603.852467,10931.02319,1.556562789,4.145503003,0.0,0.0,0.0,0.0,6079.754368,5594.785759,1.122878526,2.990496969
21-01-2021 13.00,0.0,0.0,0.0,0.0,8614.131858,10957.19799,1.55947873,4.15326886,0.0,0.0,0.0,0.0,6085.203997,5605.776466,1.124740233,2.995455145
21-01-2021 14.00,0.0,0.0,0.0,0.0,8617.11012,10957.42362,1.559254268,4.152671063,0.0,0.0,0.0,0.0,6083.872828,5599.739374,1.123958131,2.993372217
21-01-2021 15.00,0.0,0.0,0.0,0.0,8638.486411,11027.08929,1.566443721,4.171818313,0.0,0.0,0.0,0.0,6081.521427,5605.39635,1.126196699,2.999334067
21-01-2021 16.00,0.0,0.0,0.0,0.0,8614.603326,10932.65645,1.558428117,4.150470824,0.0,0.0,0.0,0.0,6075.828977,5572.973805,1.122031722,2.988241724
21-01-2021 17.00,0.0,0.0,0.0,0.0,8627.897025,10988.56589,1.564644015,4.167025262,0.0,0.0,0.0,0.0,6075.844359,5585.569441,1.124945753,2.996002494
21-01-2021 18.00,0.0,0.0,0.0,0.0,8635.638615,10989.91222,1.566834346,4.172858643,0.0,0.0,0.0,0.0,6070.260972,5564.018084,1.124469454,2.994733995
21-01-2021 19.00,0.0,0.0,0.0,0.0,8621.843222,10946.14943,1.561713067,4.159219438,0.0,0.0,0.0,0.0,6071.862546,5561.931448,1.122763294,2.990190078
21-01-2021 20.00,0.0,0.0,0.0,0.0,8630.756039,10927.73254,1.560724478,4.156586586,0.0,0.0,0.0,0.0,6071.452024,5538.260196,1.12068915,2.98466613
21-01-2021 21.00,0.0,0.0,0.0,0.0,8613.925009,10923.55745,1.561431312,4.158469057,0.0,0.0,0.0,0.0,6069.102059,5552.515159,1.122817584,2.990334664
21-01-2021 22.00,0.0,0.0,0.0,0.0,8584.613771,10836.28402,1.555549666,4.142804813,0.0,0.0,0.0,0.0,6072.284505,5546.193358,1.122453864,2.989365992
21-01-2021 23.00,0.0,0.0,0.0,0.0,8554.507758,10752.57991,1.550206235,4.128573964,0.0,0.0,0.0,0.0,6069.10923,5530.601493,1.121441338,2.98666939
22-01-2021 0.00,0.0,0.0,0.0,0.0,8560.422809,10766.57699,1.551657271,4.132438422,0.0,0.0,0.0,0.0,6066.413102,5525.804234,1.121381361,2.986509657
