Unnamed: 0,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,DATE_TIME,THERMAL_EFF
10-02-2021 2.00,8084.36018,1.412884302,3.484263092,9608.138983,14812.44909,1.90811355,4.705530103,6883.22664,26.61958574522043
10-02-2021 3.00,8061.074694,1.408463323,3.473360674,9622.605418,14813.86161,1.90496155,4.697757071,6881.330605,26.626227684901743
10-02-2021 4.00,8058.826053,1.409150481,3.475055251,9630.415841,14841.95405,1.907894045,4.704988791,6878.851802,26.60581989565379
10-02-2021 5.00,8068.86237,1.411822399,3.481644371,9630.913917,14865.22532,1.911759303,4.714520763,6878.379024,26.588539251842853
10-02-2021 6.00,8069.308838,1.41109646,3.479854159,9617.139953,14834.11305,1.908708333,4.706996877,6876.422627,26.603689693431328
10-02-2021 7.00,8062.218167,1.410848903,3.479243666,9621.661571,14833.26358,1.909160898,4.708112932,6876.958996,26.58497643274541
10-02-2021 8.00,8074.626121,1.410689958,3.478851699,9633.765854,14878.27902,1.910456607,4.711308233,6878.209679,26.628891359310558
10-02-2021 9.00,8084.038671,1.412891062,3.484279761,9623.970635,14860.68958,1.911134164,4.712979132,6880.865257,26.6183997472952
10-02-2021 10.00,8063.390935,1.408714783,3.473980792,9621.864751,14824.60094,1.905632948,4.69941278,6878.549067,26.629124141319437
10-02-2021 11.00,8055.925916,1.408912315,3.474467917,9619.586661,14813.87181,1.906128143,4.700633963,6877.154049,26.600741129904375
10-02-2021 12.00,8080.882124,1.412252915,3.48270605,9620.345957,14869.79013,1.911183353,4.713100434,6874.235978,26.620029365758374
10-02-2021 13.00,8051.545154,1.408731068,3.474020951,9620.985666,14830.81568,1.907222778,4.703333403,6871.564195,26.589696397517187
10-02-2021 14.00,8042.580505,1.40685237,3.469387962,9626.280103,14831.45019,1.905886028,4.700036893,6870.715076,26.59555934286476
10-02-2021 15.00,8046.958428,1.407081047,3.469951893,9628.632055,14836.25069,1.906017217,4.700360413,6872.978356,26.605711822547807
10-02-2021 16.00,8068.163299,1.409246828,3.475292847,9635.160428,14885.50178,1.909533437,4.709031637,6873.839956,26.634825269530687
10-02-2021 17.00,8059.690278,1.407818437,3.471770344,9631.812134,14879.38446,1.908212141,4.705773236,6868.919066,26.6338495797467
10-02-2021 18.00,8062.874066,1.408249262,3.472832785,9618.445483,14848.38107,1.906489367,4.701524765,6869.204851,26.6362193462862
10-02-2021 19.00,8076.192665,1.411010979,3.479643358,9606.728406,14827.24326,1.907151639,4.703157971,6872.993225,26.627998033491266
10-02-2021 20.00,8056.997377,1.407461075,3.470889067,9611.922399,14801.60947,1.903009102,4.692942207,6874.00653,26.631710906273298
10-02-2021 21.00,8068.292077,1.408908689,3.474458974,9617.241295,14832.4529,1.905714063,4.699612816,6874.957961,26.641642872115646
10-02-2021 22.00,8102.471587,1.412008226,3.482102633,9625.134199,14889.55035,1.909627809,4.709264364,6880.242341,26.69577469016655
10-02-2021 23.00,8108.581865,1.413282119,3.485244132,9625.334711,14905.98019,1.911685475,4.714338699,6879.141212,26.691825675048115
11-02-2021 0.00,8098.248558,1.411953616,3.481967961,9626.923179,14898.25817,1.910635791,4.711750112,6877.573767,26.68289275571046
11-02-2021 1.00,8103.739637,1.411758538,3.481486886,9648.961971,14972.33226,1.914503671,4.721288551,6875.554464,26.704674858937178
11-02-2021 2.00,8113.558633,1.412590779,3.483539244,9672.846582,15045.0807,1.919184722,4.732832322,6877.676048,26.721279536227044
11-02-2021 3.00,8086.953377,1.408324475,3.473018267,9675.685906,15013.48436,1.914508,4.721299226,6875.166401,26.714340105117813
11-02-2021 4.00,8083.028975,1.408535819,3.473539455,9683.488111,15021.12037,1.91566929,4.724163041,6877.3143,26.697369872282174
11-02-2021 5.00,8103.8797,1.410747652,3.478993976,9691.87997,15091.37387,1.920769911,4.7367415,6873.973006,26.724272260919253
11-02-2021 6.00,8106.094533,1.410969194,3.479540313,9677.696904,15048.89821,1.918137815,4.730250583,6876.179888,26.727378911999093
11-02-2021 7.00,8086.111888,1.408718438,3.473989804,9670.744545,15000.45619,1.914280966,4.720739347,6875.070607,26.704090170770474
11-02-2021 8.00,8086.476923,1.407798841,3.47172202,9679.524829,15031.46807,1.915071606,4.722689116,6872.682974,26.722740017162
11-02-2021 9.00,8088.735443,1.408727015,3.474010955,9686.874482,15056.5673,1.917654812,4.729059466,6872.752904,26.71259172570692
11-02-2021 10.00,8088.793107,1.409035274,3.474771141,9705.273854,15110.21743,1.921525373,4.738604517,6871.877046,26.7069381199287
11-02-2021 11.00,8104.573529,1.409808597,3.476678205,9717.494277,15156.88758,1.923706636,4.743983651,6874.676141,26.74436252105889
11-02-2021 12.00,8099.753328,1.408965824,3.474599873,9733.43349,15197.01448,1.925604532,4.748663986,6872.851714,26.744443919884482
11-02-2021 13.00,8107.680626,1.410713011,3.478908549,9726.014672,15189.13629,1.926635039,4.751205282,6873.97095,26.73746316546633
11-02-2021 14.00,8126.652308,1.412100861,3.482331077,9730.610275,15221.27651,1.928341586,4.755413735,6876.822456,26.773688095915873
11-02-2021 15.00,8125.089436,1.412878082,3.484247753,9731.171024,15223.64971,1.929659162,4.758662962,6876.422608,26.753813818894194
11-02-2021 16.00,8117.166694,1.410207733,3.477662502,9732.145154,15200.10996,1.925466623,4.748323891,6878.669331,26.778337519286037
11-02-2021 17.00,8122.441435,1.410411747,3.478165613,9733.195183,15209.27914,1.925698226,4.748895041,6878.865548,26.791862798376194
11-02-2021 18.00,8131.075194,1.412161787,3.482481323,9737.07527,15240.99969,1.929201395,4.757534079,6877.934943,26.787103782169254
11-02-2021 19.00,8133.098098,1.411198826,3.4801066,9722.524852,15195.4355,1.924758022,4.746576436,6879.695083,26.812051346792547
11-02-2021 20.00,8133.565834,1.41214279,3.482434475,9715.436432,15176.32546,1.924666251,4.746350125,6880.434518,26.795669440773523
11-02-2021 21.00,8137.975607,1.413185559,3.48500601,9696.083052,15139.95927,1.923385679,4.743192151,6878.782867,26.79041438772939
11-02-2021 22.00,8137.901151,1.412865618,3.484217014,9684.718637,15101.24694,1.920492081,4.736056352,6880.629393,26.796235864720476
11-02-2021 23.00,8150.945027,1.41404715,3.487130748,9673.17655,15078.30479,1.919122073,4.732677826,6884.299547,26.816760392004564
12-02-2021 0.00,8134.162334,1.41029542,3.477878744,9682.491743,15067.67898,1.915298098,4.72324766,6884.958306,26.832737261519906
12-02-2021 1.00,8149.483118,1.412684858,3.48377125,9696.523202,15117.91089,1.919946978,4.734712095,6888.889975,26.837806207325944
12-02-2021 2.00,8150.778354,1.412839632,3.484152932,9699.462156,15132.33145,1.920824527,4.736876186,6887.514941,26.839131167239362
12-02-2021 3.00,8156.049276,1.413353278,3.485419617,9695.455314,15130.3829,1.920796064,4.736805995,6887.61411,26.84672713715763
12-02-2021 4.00,8175.018568,1.415368141,3.490388397,9703.038244,15185.2727,1.924799781,4.746679416,6886.866237,26.87086025610074
12-02-2021 5.00,8160.123398,1.412223133,3.482632606,9694.089106,15139.97105,1.919336876,4.733207545,6884.724184,26.88163273541335
12-02-2021 6.00,8176.108767,1.415321369,3.490273054,9683.892868,15145.14733,1.922016889,4.739816627,6884.038402,26.87533180079479
12-02-2021 7.00,8141.675204,1.410949387,3.479491467,9690.967285,15111.2739,1.917992653,4.729892604,6882.278124,26.845072190074188
12-02-2021 8.00,8135.788827,1.410611489,3.478658189,9687.654863,15096.42418,1.91725427,4.728071704,6881.348044,26.83208920326366
12-02-2021 9.00,8152.781184,1.411242513,3.480214334,9693.853642,15134.3916,1.918520355,4.73119395,6882.527007,26.87610775660628
12-02-2021 10.00,8164.247279,1.412994685,3.484535304,9703.882395,15172.88911,1.92198159,4.739729579,6884.974658,26.880532032239245
12-02-2021 11.00,8163.25708,1.41211188,3.482358249,9714.695465,15192.5256,1.922239485,4.740365564,6886.766229,26.89407460178057
12-02-2021 12.00,8185.800281,1.416210158,3.492464864,9694.27929,15172.332,1.923932561,4.744540797,6888.978851,26.890301869261034
12-02-2021 13.00,8180.929407,1.415572502,3.490892365,9705.551585,15185.67487,1.924430986,4.745769945,6891.039176,26.886406823855967
12-02-2021 14.00,8166.947228,1.413951058,3.486893781,9711.495216,15190.01397,1.924230481,4.745275487,6888.084939,26.871233973038184
12-02-2021 15.00,8148.093151,1.410440162,3.478235687,9714.08334,15163.23805,1.919976939,4.73478598,6887.48542,26.875933492495623
12-02-2021 16.00,8173.539754,1.41456955,3.48841902,9713.484003,15215.17938,1.925847351,4.749262791,6885.521881,26.881166590987824
12-02-2021 17.00,8169.83266,1.411306016,3.480370937,9717.554146,15197.60787,1.920679177,4.736517745,6889.454777,26.931107074685823
12-02-2021 18.00,8184.850453,1.414532881,3.488328594,9733.536546,15259.64849,1.927292725,4.752827176,6892.296103,26.919063064059127
12-02-2021 19.00,8169.897329,1.412103215,3.48233688,9724.986145,15215.15569,1.922827323,4.741815209,6890.45386,26.916116247098117
12-02-2021 20.00,8191.220027,1.415597848,3.490954869,9700.172071,15204.03979,1.924496264,4.745930925,6886.32479,26.919744671336638
12-02-2021 21.00,8163.306341,1.412705763,3.483822803,9701.937057,15157.16234,1.920800028,4.736815771,6887.553549,26.882930908552122
12-02-2021 22.00,8161.707308,1.41152303,3.480906107,9709.470074,15160.82802,1.919616882,4.733898056,6890.662438,26.90018620055993
12-02-2021 23.00,8181.52867,1.415977156,3.491890268,9701.125476,15181.27733,1.924676786,4.746376103,6889.84763,26.880692200624566
13-02-2021 0.00,8169.77798,1.412630988,3.483638403,9692.478156,15132.7528,1.918557881,4.731286493,6890.132537,26.905667064048938
13-02-2021 1.00,8170.118267,1.413190374,3.485017885,9697.977917,15152.32998,1.920459177,4.735975211,6889.199058,26.89613716880816
13-02-2021 2.00,8157.506392,1.41190958,3.481859363,9674.784442,15062.59697,1.91444941,4.721154741,6890.873125,26.878979501080803
13-02-2021 3.00,8195.260611,1.416527115,3.493246502,9675.179302,15110.74303,1.919341322,4.733218509,6895.556474,26.915355162453263
13-02-2021 4.00,8168.035852,1.413067441,3.484714723,9665.915759,15045.93377,1.913627138,4.719126966,6893.446564,26.89162112507039
13-02-2021 5.00,8185.738185,1.414519415,3.488295385,9690.565181,15141.70913,1.919606074,4.733871404,6893.262036,26.922239008896298
13-02-2021 6.00,8171.639493,1.413871669,3.486698001,9701.315311,15150.27947,1.920819369,4.736863466,6892.744032,26.888182349782568
13-02-2021 7.00,8177.726635,1.413406128,3.485549948,9697.486655,15143.84885,1.919101448,4.732626963,6893.858302,26.917074544521903
13-02-2021 8.00,8169.268312,1.413348145,3.485406959,9692.295924,15107.53731,1.917642849,4.729029966,6896.478999,26.890337022330314
13-02-2021 9.00,8190.984756,1.41394372,3.486875683,9690.520888,15118.06666,1.916666647,4.726622589,6901.084127,26.950463125912698
13-02-2021 10.00,8198.18044,1.417206201,3.49492117,9710.815203,15192.02298,1.92490354,4.746935295,6900.594817,26.912042947459437
13-02-2021 11.00,8197.915329,1.41663127,3.493503355,9708.470342,15170.27069,1.922753358,4.741632806,6904.227682,26.922094403830123
13-02-2021 12.00,8196.28422,1.415132797,3.489808023,9713.589551,15181.51226,1.921646278,4.738902676,6903.189077,26.945239736112136
13-02-2021 13.00,8208.889363,1.418414154,3.497900059,9731.419153,15255.02637,1.929212063,4.757560387,6903.242817,26.92424813553768
13-02-2021 14.00,8212.726442,1.418342323,3.497722919,9727.966676,15244.83387,1.928145393,4.754929911,6904.987545,26.938197527715445
13-02-2021 15.00,8215.901977,1.418604409,3.498369242,9739.587582,15276.57245,1.930249283,4.760118237,6906.406485,26.943634724154002
13-02-2021 16.00,8205.523987,1.417631071,3.495968928,9751.283684,15287.53697,1.930849972,4.761599576,6907.378814,26.92807662073634
13-02-2021 17.00,8206.44935,1.41866691,3.498523372,9762.886956,15322.33682,1.934416809,4.770395624,6907.61618,26.911449645251253
13-02-2021 18.00,8192.336206,1.416985157,3.494376061,9775.169307,15323.26141,1.93379038,4.76885081,6909.665052,26.897053346880085
13-02-2021 19.00,8200.125355,1.418500545,3.498113105,9766.388474,15320.753,1.934746125,4.771207739,6907.880135,26.893865141750027
13-02-2021 20.00,8193.021227,1.415317179,3.490262723,9777.347736,15318.09075,1.931076671,4.76215863,6911.725086,26.93100374117424
13-02-2021 21.00,8211.600865,1.420285581,3.502515119,9784.641962,15380.51926,1.939522195,4.782985832,6910.576465,26.89765334104016
13-02-2021 22.00,8201.234367,1.41882504,3.49891333,9783.483382,15367.23201,1.938046777,4.779347356,6908.56707,26.89135071384679
13-02-2021 23.00,8181.151084,1.415639913,3.491058605,9780.907441,15318.937,1.932905391,4.766668369,6909.702118,26.885855027700373
14-02-2021 0.00,8187.613245,1.41798457,3.496840677,9791.893293,15382.42974,1.939346212,4.782551846,6904.712078,26.862600490106058
14-02-2021 1.00,8186.943761,1.417079801,3.494609461,9787.791858,15358.77833,1.936703562,4.776034902,6907.058458,26.877553668474004
14-02-2021 2.00,8183.086649,1.415073708,3.489662307,9775.402384,15298.29382,1.930612461,4.761013859,6911.486433,26.90297612956477
14-02-2021 3.00,8191.770311,1.41760987,3.495916644,9772.104026,15313.46951,1.934014845,4.769404355,6909.916801,26.883343214476895
14-02-2021 4.00,8186.161628,1.416615028,3.493463299,9763.453909,15285.81182,1.931635488,4.763536709,6908.214553,26.883803277282308
14-02-2021 5.00,8174.348706,1.415033031,3.489561993,9786.137459,15323.6182,1.93318906,4.767367916,6908.5994,26.875021525942028
14-02-2021 6.00,8174.138748,1.415791017,3.491431238,9802.182441,15371.10071,1.937302388,4.777511645,6908.035625,26.85994326573118
14-02-2021 7.00,8187.805799,1.41895663,3.499237842,9793.727526,15379.7001,1.940726799,4.785956461,6907.155274,26.844829508797808
14-02-2021 8.00,8160.4577,1.414325908,3.487818183,9795.277572,15337.81508,1.935079507,4.77202988,6905.90748,26.842765617606883
14-02-2021 9.00,8162.579939,1.415966785,3.491864693,9793.426381,15341.59568,1.937279161,4.777454367,6905.426534,26.818631923920183
14-02-2021 10.00,8168.80311,1.415772292,3.49138506,9797.088147,15353.34648,1.937019856,4.776814905,6907.049265,26.8427655574917
14-02-2021 11.00,8172.687384,1.419061995,3.499497677,9799.981863,15383.7152,1.94294198,4.791419241,6904.718684,26.793272197468614
14-02-2021 12.00,8167.265357,1.416165061,3.492353652,9782.040192,15318.32681,1.935511517,4.773095244,6905.26253,26.830269129790054
14-02-2021 13.00,8183.393651,1.41894996,3.499221392,9778.338667,15326.88126,1.937799714,4.778738083,6908.081643,26.83048980480025
14-02-2021 14.00,8153.878508,1.414578915,3.488442116,9783.342508,15290.37613,1.932961041,4.766805608,6907.013133,26.81632708076493
14-02-2021 15.00,8140.301207,1.413899012,3.486765431,9790.015224,15294.87407,1.933783268,4.768833272,6904.692705,26.784548021792865
14-02-2021 16.00,8152.416356,1.415667334,3.491126226,9803.989186,15353.67632,1.938526382,4.780530095,6905.02153,26.790904664739372
14-02-2021 17.00,8158.956391,1.416978376,3.494359339,9791.079029,15338.28426,1.938503914,4.780474685,6903.145707,26.78758903200379
14-02-2021 18.00,8147.126762,1.415550967,3.490839258,9780.331082,15280.05626,1.934126065,4.76967863,6905.403245,26.77572266755261
14-02-2021 19.00,8162.421991,1.418127223,3.49719247,9765.718705,15266.06007,1.935012654,4.771865014,6906.303154,26.777257072084836
14-02-2021 20.00,8144.76839,1.416551256,3.493306034,9765.681603,15236.65225,1.932978708,4.766849174,6906.031161,26.74906978333122
14-02-2021 21.00,8118.504533,1.413561338,3.485932706,9764.69944,15197.95221,1.929477521,4.758215023,6903.47286,26.7192102536936
14-02-2021 22.00,8132.548486,1.41411248,3.487291856,9751.261317,15186.21851,1.92788378,4.754284757,6902.913843,26.754999330438835
14-02-2021 23.00,8151.280614,1.418107063,3.497142754,9771.211882,15261.23164,1.93601544,4.77433795,6907.193673,26.74108734501756
15-02-2021 0.00,8139.256078,1.415824198,3.491513063,9758.597905,15221.29409,1.931848809,4.76406277,6902.932684,26.74469319425751
15-02-2021 1.00,8134.870014,1.417574126,3.495828496,9746.541782,15192.84062,1.932943402,4.766762109,6901.509807,26.697283810436055
15-02-2021 2.00,8117.261235,1.414201707,3.487511896,9767.739909,15211.86746,1.931538832,4.763298349,6902.416844,26.70302141993663
15-02-2021 3.00,8109.595331,1.413505326,3.485794576,9761.518605,15189.10537,1.929979574,4.759453117,6900.568707,26.690946361850564
15-02-2021 4.00,8128.049205,1.416868834,3.494089202,9755.198332,15212.12875,1.933819325,4.76892219,6898.981802,26.688177343586005
15-02-2021 5.00,8128.00939,1.414691295,3.488719251,9750.342932,15187.59081,1.929317675,4.757820832,6900.669892,26.729125724493862
15-02-2021 6.00,8117.07056,1.414042764,3.487119932,9754.702806,15186.82917,1.929582141,4.758473023,6899.43197,26.705395600051308
15-02-2021 7.00,8126.754732,1.416057227,3.492087727,9758.497185,15222.56481,1.933394456,4.767874435,6897.644497,26.699220760770604
15-02-2021 8.00,8113.608724,1.414641357,3.4885961,9766.016796,15220.91107,1.932869222,4.766579175,6897.273026,26.682710727067942
15-02-2021 9.00,8100.150684,1.413640742,3.48612852,9771.495905,15212.87748,1.932634114,4.765999383,6897.486615,26.657307575690254
15-02-2021 10.00,8095.787298,1.413302017,3.485293202,9781.524317,15235.7082,1.934174734,4.769798652,6896.84166,26.64933332235368
15-02-2021 11.00,8116.438244,1.416189446,3.492413789,9777.156572,15264.36992,1.93748638,4.777965383,6895.855817,26.662837961412205
15-02-2021 12.00,8110.836519,1.413813601,3.486554802,9780.903258,15257.04396,1.934551544,4.770727889,6896.827852,26.689210740312664
15-02-2021 13.00,8097.390039,1.413512197,3.48581152,9794.231435,15265.88632,1.936211662,4.774821847,6898.554933,26.650645784390502
15-02-2021 14.00,8120.30708,1.415869001,3.491623549,9798.459523,15306.35405,1.93938743,4.782653494,6901.249945,26.68158456294017
15-02-2021 15.00,8097.135984,1.412516879,3.483357003,9813.379484,15313.26236,1.938020125,4.779281631,6898.882433,26.668588183988035
15-02-2021 16.00,8117.59674,1.415328114,3.490289687,9815.923998,15374.5453,1.943345525,4.79241441,6894.452984,26.682872297109284
15-02-2021 17.00,8095.930672,1.41449205,3.4882279,9806.033282,15324.96003,1.941587856,4.788079884,6891.512456,26.62738440038669
15-02-2021 18.00,8102.486041,1.413327542,3.485356149,9830.856096,15392.31543,1.943529941,4.79286919,6892.90156,26.670902239768594
15-02-2021 19.00,8095.582562,1.411903149,3.481843505,9852.263746,15422.9098,1.944398921,4.79501215,6896.372776,26.675062012274047
15-02-2021 20.00,8096.004707,1.41248815,3.483286156,9850.04773,15432.26237,1.945660206,4.798122559,6892.824547,26.665404573716472
15-02-2021 21.00,8114.058254,1.416978519,3.494359693,9846.497252,15443.96751,1.950445864,4.8099243,6897.317231,26.640176211053696
15-02-2021 22.00,8115.362266,1.414755589,3.488877805,9855.368481,15472.39787,1.949095002,4.806592987,6895.121126,26.686322574409367
15-02-2021 23.00,8114.226599,1.414965752,3.489396079,9863.8078,15500.04057,1.951233232,4.811865998,6893.551149,26.678624950217305
16-02-2021 0.00,8127.036327,1.417125171,3.494721346,9857.676327,15496.2345,1.952526577,4.81505547,6896.533312,26.68002469731331
16-02-2021 1.00,8104.067712,1.415135503,3.489814697,9865.242491,15501.06276,1.952733514,4.81556579,6890.299402,26.64202752370899
16-02-2021 2.00,8085.805938,1.413371951,3.485465666,9873.62552,15498.48632,1.952264015,4.814407975,6888.639405,26.61516015916311
16-02-2021 3.00,8104.113557,1.415472554,3.490645885,9875.254748,15533.64786,1.955130153,4.821476056,6888.921282,26.635834228057426
16-02-2021 4.00,8092.190509,1.411783735,3.481549024,9878.146965,15496.9515,1.949095208,4.806593494,6893.471921,26.66614048052262
16-02-2021 5.00,8096.810717,1.413281221,3.485241918,9873.512404,15502.20208,1.950880342,4.810995749,6891.541498,26.65309435141185
16-02-2021 6.00,8107.770491,1.414621899,3.488548117,9878.445058,15519.05498,1.952454787,4.814878433,6895.586503,26.663877654510078
16-02-2021 7.00,8129.681763,1.417468214,3.495567312,9882.331902,15559.03898,1.956327848,4.824429648,6898.135543,26.68225036349739
16-02-2021 8.00,8121.139861,1.417364498,3.495311541,9887.51329,15572.41187,1.958100165,4.828800294,6894.991008,26.65616560295832
16-02-2021 9.00,8096.333341,1.412176892,3.482518573,9888.303154,15523.68824,1.950808216,4.810817882,6895.104894,26.672364541154455
16-02-2021 10.00,8130.728259,1.416283358,3.49264538,9879.510823,15558.62272,1.954590442,4.820145094,6895.808569,26.708010163757933
16-02-2021 11.00,8123.550433,1.415191958,3.48995392,9879.614556,15542.94078,1.952969015,4.816146552,6896.558122,26.70501137854083
16-02-2021 12.00,8106.708315,1.4132992,3.485286255,9859.116486,15458.43872,1.947064806,4.801586394,6896.395645,26.68533580377347
16-02-2021 13.00,8129.992348,1.416007486,3.491965062,9865.170255,15522.07622,1.952227197,4.814317181,6895.075992,26.71079571159224
16-02-2021 14.00,8096.641061,1.41233876,3.482917749,9851.769875,15453.41745,1.946876344,4.801121633,6888.649275,26.670321253330766
16-02-2021 15.00,8098.724877,1.412529469,3.48338805,9842.222508,15426.80913,1.945204575,4.796998946,6889.947345,26.67358358859096
16-02-2021 16.00,8087.596915,1.411386446,3.480569282,9845.238405,15418.44387,1.944363575,4.794924985,6889.156655,26.658505191294672
16-02-2021 17.00,8113.838436,1.414812184,3.489017372,9834.907432,15427.66272,1.946559513,4.800340309,6891.915191,26.68024435605645
16-02-2021 18.00,8114.229583,1.412798606,3.48405176,9831.336887,15419.19531,1.943252233,4.792184345,6890.542802,26.71955814295192
16-02-2021 19.00,8112.891912,1.412713605,3.483842141,9837.796017,15428.86215,1.944009133,4.794050908,6891.96979,26.71676070461694
16-02-2021 20.00,8120.542184,1.412827162,3.48412218,9839.446469,15434.26514,1.943606877,4.793058918,6894.587689,26.739804596693194
16-02-2021 21.00,8131.86244,1.414693718,3.488725227,9864.433232,15521.6825,1.950329387,4.809637059,6894.883364,26.741750756814252
16-02-2021 22.00,8142.12042,1.416466559,3.493097167,9871.456333,15561.68505,1.954127915,4.819004472,6894.712244,26.741972242245303
16-02-2021 23.00,8126.895512,1.412808446,3.484076027,9874.438937,15539.93231,1.949628385,4.807908344,6894.475927,26.761079722549148
17-02-2021 0.00,8120.528778,1.413761383,3.486426028,9885.56326,15569.74625,1.953348332,4.817081971,6892.484857,26.72209067747105
17-02-2021 1.00,8127.741325,1.414274935,3.487692481,9906.983439,15645.1672,1.957875981,4.828247444,6890.810028,26.736112934307915
17-02-2021 2.00,8128.099262,1.415045147,3.489591873,9929.826579,15716.22402,1.963320298,4.841673476,6889.072598,26.722737201569892
17-02-2021 3.00,8136.533078,1.413821884,3.486575228,9927.129327,15708.99952,1.96023513,4.834065256,6891.597306,26.773610005377062
17-02-2021 4.00,8129.07246,1.41348331,3.485740282,9956.200329,15767.00763,1.964230502,4.843918098,6893.819834,26.75546776963933
17-02-2021 5.00,8126.270713,1.412935348,3.484388975,9965.513209,15775.70713,1.964425687,4.844399437,6896.596954,26.75661897330155
17-02-2021 6.00,8130.582524,1.413875762,3.486708095,9943.91378,15742.43656,1.963256415,4.841515937,6892.535152,26.753009947864243
17-02-2021 7.00,8138.205997,1.413011838,3.484577604,9941.009895,15746.48209,1.961427181,4.83700493,6891.728693,26.794466644979863
17-02-2021 8.00,8131.45602,1.411837954,3.481682729,9943.081373,15741.39285,1.960329264,4.834297396,6891.136151,26.794502820152978
17-02-2021 9.00,8140.277043,1.414096686,3.487252908,9941.681724,15755.70559,1.963189241,4.841350283,6891.18526,26.780724361388664
17-02-2021 10.00,8130.541471,1.413280891,3.485241106,9943.388213,15753.82608,1.963098958,4.841127638,6888.58309,26.76413555029482
17-02-2021 11.00,8129.414391,1.411672366,3.48127438,9936.85409,15749.66253,1.960699865,4.835211323,6883.468816,26.79091749619877
17-02-2021 12.00,8151.597827,1.416231186,3.492516722,9942.159346,15809.73209,1.96799974,4.853213281,6882.964639,26.777549430202207
17-02-2021 13.00,8115.745555,1.410582294,3.478586192,9945.551701,15750.20936,1.960952641,4.835834683,6883.604737,26.76653983645028
17-02-2021 14.00,8145.067734,1.413915337,3.486805689,9925.7929,15737.27077,1.961272993,4.836624692,6886.452836,26.799922192900112
17-02-2021 15.00,8136.72063,1.411605543,3.48110959,9920.835076,15706.93012,1.957174345,4.826517163,6886.140272,26.816264971591725
17-02-2021 16.00,8160.425963,1.415624253,3.491019985,9942.593788,15805.99478,1.966040717,4.848382204,6887.51004,26.818042377216095
17-02-2021 17.00,8151.994337,1.414277984,3.487699999,9942.667112,15780.36511,1.963536918,4.842207676,6889.929642,26.81583513070642
17-02-2021 18.00,8150.399515,1.4134799,3.485731875,9933.517795,15766.5425,1.961767169,4.83784336,6886.035332,26.825726882325217
17-02-2021 19.00,8161.771996,1.414891086,3.489211949,9937.850556,15801.2145,1.964495668,4.844572015,6885.326913,26.83636475858598
17-02-2021 20.00,8140.461931,1.411851389,3.481715861,9921.429507,15709.09811,1.957137691,4.826426773,6887.464347,26.82392354236679
17-02-2021 21.00,8157.229459,1.415212644,3.490004932,9925.747491,15751.4177,1.962475881,4.839591092,6888.434252,26.81533440217211
17-02-2021 22.00,8173.260911,1.417339978,3.495251074,9926.717498,15774.25143,1.964941893,4.845672433,6890.75707,26.827707588411943
17-02-2021 23.00,8161.980279,1.413522048,3.485835815,9914.673596,15710.09684,1.957103659,4.826342846,6892.136112,26.863042082776
18-02-2021 0.00,8188.301076,1.416736968,3.493764012,9888.972472,15675.92146,1.956302515,4.824367175,6895.094383,26.888514820539356
18-02-2021 1.00,8160.4359,1.412950593,3.48442657,9897.12782,15654.38739,1.953092794,4.816451798,6893.294445,26.8688216166744
18-02-2021 2.00,8200.649602,1.418184563,3.497333875,9909.609379,15759.11364,1.962038688,4.838512945,6893.707425,26.90157704410642
18-02-2021 3.00,8170.45041,1.413354585,3.485422839,9921.984235,15736.99613,1.95757527,4.827505871,6893.328257,26.894105525646584
18-02-2021 4.00,8204.07673,1.418309213,3.497641269,9926.494089,15815.00446,1.96521943,4.846356857,6892.262226,26.91045419511479
18-02-2021 5.00,8200.132673,1.417134372,3.494744036,9916.380149,15775.71443,1.961705769,4.837691945,6893.1118,26.919815904254428
18-02-2021 6.00,8180.275361,1.413935025,3.486854241,9905.911755,15701.7794,1.954977714,4.82110013,6895.066383,26.915391955568097
18-02-2021 7.00,8194.406917,1.415831079,3.491530032,9901.826383,15704.59148,1.956064628,4.82378053,6897.956901,26.925781876364564
18-02-2021 8.00,8197.61923,1.418337093,3.497710024,9893.243942,15697.68306,1.958651419,4.830159722,6896.598173,26.888744185401016
18-02-2021 9.00,8205.171555,1.418743947,3.498713352,9903.951798,15737.31651,1.960809708,4.835482201,6897.115321,26.905798316753188
18-02-2021 10.00,8195.025132,1.416743435,3.49377996,9893.103766,15686.9828,1.956093441,4.823851586,6897.123073,26.910472249568805
18-02-2021 11.00,8208.173896,1.416075545,3.4921329,9889.826183,15671.93533,1.952796939,4.815722201,6903.333647,26.966362247349796
18-02-2021 12.00,8209.423667,1.415746536,3.491321543,9906.736433,15719.10051,1.95515531,4.821538093,6903.292923,26.976735864267816
18-02-2021 13.00,8195.955935,1.415673865,3.491142332,9921.68853,15743.9658,1.958146367,4.828914232,6902.132541,26.93386249137542
18-02-2021 14.00,8213.571372,1.417852406,3.496514753,9934.768345,15815.36321,1.963496854,4.842108875,6901.098671,26.950277980617876
18-02-2021 15.00,8205.584879,1.417404787,3.495410896,9946.247348,15838.25623,1.965230862,4.846385049,6899.808985,26.93257546060878
18-02-2021 16.00,8196.60073,1.416302277,3.492692035,9947.522254,15826.25106,1.963950265,4.843227016,6899.586959,26.924029971402646
