Unnamed: 0,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,THERMAL_EFF,DATE_TIME
25-04-2021 23.00,3663.542386,0.736983257,1.888588864,0.0,0.0,0.0,0.0,7581.40911,6332.563436,0.962431748,2.466321812,9855.786065,9986.503272,1.200816341,3.077204738,30.593916325821997,5740.395472
26-04-2021 0.00,3657.559319,0.737776383,1.890621324,0.0,0.0,0.0,0.0,7599.016034,6380.450711,0.967730279,2.479899797,9860.475154,10027.79621,1.205432101,3.089033056,30.65649463225369,5726.496872
26-04-2021 1.00,3653.162148,0.737109969,1.888913577,0.0,0.0,0.0,0.0,7603.927349,6367.58771,0.966500133,2.47674743,9851.674018,9982.360767,1.202373947,3.081196249,30.633631515945975,5732.852577
26-04-2021 2.00,3650.357702,0.737324912,1.889464388,0.0,0.0,0.0,0.0,7608.679858,6378.429905,0.967924897,2.480398523,9860.172862,10002.61601,1.204369697,3.086310546,30.640623092099013,5729.268574
26-04-2021 3.00,3633.056248,0.736053805,1.886207056,0.0,0.0,0.0,0.0,7611.67686,6389.015973,0.969240125,2.48376892,9856.257818,10005.55591,1.205250351,3.088567306,30.64982895880661,5713.386861
26-04-2021 4.00,3603.265983,0.731454615,1.8744212,0.0,0.0,0.0,0.0,7604.343556,6340.345918,0.963461625,2.468960969,9876.051546,9981.059209,1.20106678,3.07784651,30.598772025424847,5707.295131
26-04-2021 5.00,3585.075067,0.730411916,1.871749184,0.0,0.0,0.0,0.0,7593.952838,6336.038702,0.96409549,2.470585307,9873.580384,9995.116128,1.20313637,3.083150029,30.557881078554516,5688.233757
26-04-2021 6.00,3590.122366,0.731771462,1.87523315,0.0,0.0,0.0,0.0,7581.331759,6318.64059,0.96386116,2.469984815,9866.133895,9986.959032,1.204009481,3.085387459,30.481380981344085,5691.70433
26-04-2021 7.00,3600.793028,0.73284884,1.877994033,0.0,0.0,0.0,0.0,7575.159886,6320.526151,0.964032097,2.470422858,9848.761633,9974.585925,1.203399814,3.08382513,30.485070597010004,5694.443641
26-04-2021 8.00,3590.991777,0.731154768,1.873652814,0.0,0.0,0.0,0.0,7566.553899,6282.016359,0.960153039,2.460482407,9839.779951,9921.407535,1.199100037,3.072806546,30.421741273136078,5698.291701
26-04-2021 9.00,3614.962903,0.732641454,1.877462585,0.0,0.0,0.0,0.0,7566.487653,6276.024361,0.958647075,2.456623232,9845.500031,9920.802452,1.197742833,3.069328584,30.44046872803333,5719.248679
26-04-2021 10.00,3600.94447,0.732502933,1.877107613,0.0,0.0,0.0,0.0,7558.618679,6270.979191,0.959842686,2.459687098,9854.375511,9948.442739,1.201358313,3.078593591,30.378111098093996,5705.774875
26-04-2021 11.00,3584.775509,0.732004299,1.875829817,0.0,0.0,0.0,0.0,7570.497842,6300.183842,0.963402736,2.46881006,9833.656945,9931.949032,1.202125685,3.080560054,30.406806717347422,5688.558726
26-04-2021 12.00,3565.979929,0.728332616,1.866420784,0.0,0.0,0.0,0.0,7576.529925,6277.47029,0.959310274,2.458322741,9835.739455,9885.454033,1.19638299,3.065843859,30.426432660186176,5687.985861
26-04-2021 13.00,3595.250066,0.733454455,1.879545978,0.0,0.0,0.0,0.0,7572.499286,6299.599817,0.963812041,2.469858944,9825.498234,9913.948393,1.20170673,3.079486444,30.391076261868754,5698.450599
26-04-2021 14.00,3598.870466,0.732717294,1.877656933,0.0,0.0,0.0,0.0,7576.6135,6261.519652,0.959512233,2.45884028,9812.957441,9825.763748,1.194637128,3.061369923,30.342733191081894,5721.877663
26-04-2021 15.00,3581.210536,0.731305805,1.87403986,0.0,0.0,0.0,0.0,7565.766536,6242.601893,0.958450104,2.456118475,9802.807971,9805.585078,1.193870423,3.059405169,30.284582938972214,5709.393205
26-04-2021 16.00,3599.15255,0.732816113,1.877910166,0.0,0.0,0.0,0.0,7575.292175,6255.182306,0.95913191,2.457865669,9804.577555,9805.248991,1.193472507,3.058385474,30.324042587234363,5724.17711
26-04-2021 17.00,3631.433409,0.738145195,1.891566439,0.0,0.0,0.0,0.0,7581.184197,6279.88976,0.963765823,2.469740506,9832.434689,9879.196143,1.201330477,3.07852226,30.297442157336228,5742.963818
26-04-2021 18.00,3622.779423,0.736619298,1.887656186,0.0,0.0,0.0,0.0,7583.668117,6274.276972,0.962453464,2.466377461,9853.562467,9900.305595,1.201498391,3.078952556,30.31163848888921,5740.3292
26-04-2021 19.00,3643.774928,0.738255106,1.891848098,0.0,0.0,0.0,0.0,7578.74714,6257.660517,0.960728918,2.461958152,9859.771821,9896.832527,1.200722226,3.07696356,30.285629267852276,5761.004759
26-04-2021 20.00,3638.601795,0.739541723,1.895145174,0.0,0.0,0.0,0.0,7576.289672,6273.911601,0.964211339,2.470882183,9860.818229,9931.047292,1.205538342,3.08930531,30.254614746365434,5748.217689
26-04-2021 21.00,3647.304861,0.740647949,1.897979981,0.0,0.0,0.0,0.0,7566.112624,6246.467974,0.962454123,2.466379151,9880.667075,9948.118178,1.207056822,3.093196557,30.177269869055106,5760.87355
26-04-2021 22.00,3651.998607,0.741257317,1.899541546,0.0,0.0,0.0,0.0,7570.021056,6237.147054,0.961907166,2.464977523,9900.526988,9959.723951,1.20797273,3.095543657,30.149373345461527,5772.00041
26-04-2021 23.00,3674.421213,0.74280179,1.903499403,0.0,0.0,0.0,0.0,7581.765977,6240.732154,0.961398856,2.463674931,9908.230407,9951.391385,1.206586933,3.091992421,30.182652860728947,5795.97425
27-04-2021 0.00,3627.446503,0.738307121,1.891981391,0.0,0.0,0.0,0.0,7579.971592,6215.672177,0.95950448,2.458820414,9923.444462,9943.834983,1.206161798,3.090902973,30.12080403543223,5770.387311
27-04-2021 1.00,3663.451211,0.741940236,1.90129159,0.0,0.0,0.0,0.0,7573.581498,6207.081943,0.959059438,2.45767995,9930.281456,9957.418942,1.20724862,3.093688058,30.093134178737763,5798.027728
27-04-2021 2.00,3673.779257,0.744630533,1.908185727,0.0,0.0,0.0,0.0,7572.044133,6229.052415,0.962901759,2.467526259,9924.195238,9985.756336,1.211654307,3.104978045,30.07914391215661,5795.254253
27-04-2021 3.00,3650.582424,0.742563807,1.902889547,0.0,0.0,0.0,0.0,7564.643009,6190.19201,0.960199461,2.460601367,9941.523565,9973.994513,1.211266228,3.103983555,29.975616842391002,5791.010516
27-04-2021 4.00,3674.388013,0.743517343,1.905333075,0.0,0.0,0.0,0.0,7558.61545,6164.083113,0.956508761,2.4511436,9949.508541,9959.012946,1.208183592,3.096084011,29.964359571341486,5817.243029
27-04-2021 5.00,3644.292792,0.741130385,1.899216271,0.0,0.0,0.0,0.0,7580.907984,6202.612985,0.960108565,2.460368437,9950.934505,9969.809257,1.209693107,3.099952285,30.03860820009272,5791.640348
27-04-2021 6.00,3636.106689,0.740741951,1.898220872,0.0,0.0,0.0,0.0,7588.863448,6190.964024,0.959747692,2.459443667,9965.625518,9959.685414,1.209738817,3.10006942,29.993467046660427,5797.310535
27-04-2021 7.00,3625.185606,0.741531679,1.900244624,0.0,0.0,0.0,0.0,7586.986268,6205.959809,0.963234628,2.468379268,9953.627874,9969.353747,1.21326611,3.109108441,29.95727720064025,5781.042231
27-04-2021 8.00,3632.125485,0.742170371,1.901881331,0.0,0.0,0.0,0.0,7602.595442,6231.664614,0.965157458,2.473306701,9956.351169,9976.655546,1.213637693,3.110060658,30.021429455540538,5785.519208
27-04-2021 9.00,3644.194009,0.743624561,1.90560783,0.0,0.0,0.0,0.0,7592.453566,6208.040844,0.9637048,2.469584127,9967.194339,9983.495345,1.21452105,3.112324342,29.952702280380784,5799.18478
27-04-2021 10.00,3628.873015,0.741634577,1.900508309,0.0,0.0,0.0,0.0,7590.942379,6192.829358,0.961898243,2.464954655,9970.264144,9968.033068,1.212777528,3.107856403,29.935426368443164,5793.381876
27-04-2021 11.00,3501.751208,0.73088261,1.872955384,0.0,0.0,0.0,0.0,7601.012797,6217.090109,0.965907966,2.475229949,9971.351334,9986.676224,1.216618802,3.11770003,29.927943859318134,5690.019643
27-04-2021 12.00,3534.066391,0.734050161,1.881072531,0.0,0.0,0.0,0.0,7603.31973,6201.639425,0.964686819,2.472100644,9993.646516,9996.196869,1.217115178,3.118972041,29.891357151524613,5724.643361
27-04-2021 13.00,3490.719386,0.729323885,1.868961004,0.0,0.0,0.0,0.0,7601.283231,6179.67593,0.962482321,2.46645141,9993.956631,9967.558325,1.21466564,3.112694868,29.853716614897714,5699.359584
27-04-2021 14.00,3466.892895,0.727718251,1.864846415,0.0,0.0,0.0,0.0,7589.842311,6177.138573,0.963274681,2.468481908,9980.837656,9969.041216,1.216018342,3.116161295,29.816912103238057,5673.815623
27-04-2021 15.00,3452.448563,0.726483643,1.861682618,0.0,0.0,0.0,0.0,7589.121494,6169.145727,0.962934773,2.467610861,9962.165729,9927.54292,1.213888836,3.110704234,29.78884231545549,5665.722923
27-04-2021 16.00,3444.721464,0.726092423,1.860680078,0.0,0.0,0.0,0.0,7578.87251,6151.793319,0.962093365,2.465454675,9975.328124,9947.113204,1.215614067,3.1151253,29.73103189668624,5660.603789
27-04-2021 17.00,3437.025347,0.726255088,1.861096924,0.0,0.0,0.0,0.0,7581.132095,6156.249716,0.96365389,2.469453667,9968.497913,9938.878773,1.216625694,3.117717691,29.704388426203877,5654.574882
27-04-2021 18.00,3439.192092,0.726760638,1.862392443,0.0,0.0,0.0,0.0,7565.631067,6117.902141,0.961081533,2.462861759,9985.669462,9946.141705,1.217503126,3.119966193,29.598367611687586,5663.6338
27-04-2021 19.00,3428.917207,0.725169913,1.85831606,0.0,0.0,0.0,0.0,7571.743746,6116.889724,0.960341102,2.460964334,9987.368291,9932.167966,1.215750537,3.115475019,29.61628635721186,5660.139952
27-04-2021 20.00,3417.04945,0.723175819,1.853206006,0.0,0.0,0.0,0.0,7568.032645,6082.176942,0.956624026,2.451438979,9993.017129,9896.257836,1.212281953,3.106586446,29.562641213398983,5664.249755
27-04-2021 21.00,3421.345605,0.724792669,1.857349336,0.0,0.0,0.0,0.0,7584.890513,6131.405263,0.961904288,2.464970147,10000.0,9946.140671,1.217165441,3.119100843,29.638323082311867,5656.698437
27-04-2021 22.00,3420.226817,0.724844751,1.857482801,0.0,0.0,0.0,0.0,7578.878018,6114.196129,0.96076287,2.462045156,10000.0,9934.941544,1.21685145,3.118296212,29.590249104214795,5659.776227
27-04-2021 23.00,3406.410207,0.723281832,1.853477675,0.0,0.0,0.0,0.0,7584.347029,6114.958839,0.960604872,2.46164027,10000.0,9923.144758,1.215827071,3.115671144,29.5988078544978,5652.153605
28-04-2021 0.00,3438.72883,0.728260711,1.86623652,0.0,0.0,0.0,0.0,7585.453144,6123.316154,0.963498481,2.469055417,10000.0,9936.263139,1.219454314,3.124966296,29.550246987570127,5675.872792
28-04-2021 1.00,3418.013404,0.724064494,1.855483321,0.0,0.0,0.0,0.0,7594.396901,6101.407693,0.95910658,2.457800758,10000.0,9879.336062,1.212570306,3.107325378,29.57935101382426,5675.088543
28-04-2021 2.00,3429.010306,0.726762369,1.862396879,0.0,0.0,0.0,0.0,7596.300123,6121.825231,0.962760842,2.467165147,10000.0,9908.92255,1.216975148,3.118613198,29.565687022938032,5676.281717
28-04-2021 3.00,3418.125065,0.72480402,1.857378425,0.0,0.0,0.0,0.0,7602.831436,6106.391128,0.960476594,2.461311545,9973.073517,9823.622141,1.210366105,3.101676906,29.56128433845384,5679.506158
28-04-2021 4.00,3400.96176,0.724814984,1.857406522,0.0,0.0,0.0,0.0,7595.419327,6113.143936,0.963237295,2.468386102,9968.953717,9845.814719,1.214506702,3.112287575,29.50915668768843,5658.316542
28-04-2021 5.00,3442.621268,0.728116934,1.865868077,0.0,0.0,0.0,0.0,7572.884749,6079.217797,0.959495015,2.458796159,9971.796392,9848.485239,1.213262265,3.109098588,29.459844252918703,5691.218795
28-04-2021 6.00,3410.547258,0.725999358,1.860441592,0.0,0.0,0.0,0.0,7586.852219,6092.862335,0.961953553,2.465096393,9964.119732,9827.606699,1.21384954,3.110603536,29.450503822403885,5669.589312
28-04-2021 7.00,3427.011429,0.728134259,1.865912477,0.0,0.0,0.0,0.0,7591.573393,6120.081964,0.964715356,2.472173772,9966.305766,9862.234327,1.216737072,3.118003108,29.497384774694364,5673.433421
28-04-2021 8.00,3422.996972,0.72804888,1.865693684,0.0,0.0,0.0,0.0,7585.246102,6090.016951,0.962733047,2.467093918,9964.20161,9828.684168,1.215200059,3.114064366,29.412916363064667,5680.35865
28-04-2021 9.00,3414.014522,0.727104483,1.863273578,0.0,0.0,0.0,0.0,7580.33361,6097.124324,0.963232048,2.468372657,9978.261773,9873.906581,1.217895233,3.120971004,29.431987695026287,5666.025206
28-04-2021 10.00,3419.625655,0.725805182,1.859943998,0.0,0.0,0.0,0.0,7578.600132,6063.029758,0.958140544,2.4553252,9967.043966,9804.901812,1.21069197,3.102511966,29.422932014010534,5684.65774
28-04-2021 11.00,3404.289428,0.726498643,1.861721056,0.0,0.0,0.0,0.0,7562.510498,6059.256351,0.960702119,2.461889477,9968.270917,9841.192729,1.216439264,3.117239946,29.326217041377035,5663.744651
28-04-2021 12.00,3384.327314,0.724217851,1.855876312,0.0,0.0,0.0,0.0,7568.711371,6057.665871,0.960263012,2.460764223,9971.239967,9828.827522,1.215219573,3.114114373,29.331925980678204,5652.821081
28-04-2021 13.00,3375.45947,0.721898516,1.849932797,0.0,0.0,0.0,0.0,7564.251173,6034.914337,0.956673699,2.451566271,9942.543433,9753.797243,1.208362521,3.096542532,29.331396568909856,5652.639791
28-04-2021 14.00,3389.979642,0.723336347,1.853617374,0.0,0.0,0.0,0.0,7562.251004,6031.057605,0.956326718,2.4506771,9930.285016,9731.62023,1.206882962,3.092751023,29.323287173507957,5664.758042
28-04-2021 15.00,3367.002172,0.721352244,1.848532924,0.0,0.0,0.0,0.0,7572.272533,6043.335518,0.957726649,2.454264554,9926.303119,9721.51144,1.206718489,3.092329546,29.340033187064385,5647.711159
28-04-2021 16.00,3406.865548,0.727513003,1.86432045,0.0,0.0,0.0,0.0,7574.569171,6067.315798,0.962350465,2.466113518,9916.41877,9739.478411,1.211231329,3.103894124,29.314926252610658,5671.171952
28-04-2021 17.00,3415.781284,0.727971293,1.86549486,0.0,0.0,0.0,0.0,7578.790461,6071.761388,0.962104793,2.465483959,9929.234098,9757.617794,1.211639531,3.104940179,29.343896632939988,5678.860513
28-04-2021 18.00,3430.956519,0.72799001,1.865542824,0.0,0.0,0.0,0.0,7592.11324,6081.810803,0.960948089,2.462519798,9917.572989,9721.210599,1.207006161,3.093066734,29.427843961461157,5694.832546
28-04-2021 19.00,3446.022491,0.730391568,1.871697042,0.0,0.0,0.0,0.0,7598.604843,6083.612804,0.962266251,2.46589771,9923.259957,9720.209753,1.208348442,3.096506453,29.39623951593363,5711.331956
28-04-2021 20.00,3466.479978,0.733337355,1.879245897,0.0,0.0,0.0,0.0,7603.215272,6112.44235,0.965602188,2.474446363,9950.458326,9799.735436,1.214636858,3.112621112,29.433506313833945,5717.444636
28-04-2021 21.00,3468.471534,0.732339422,1.876688601,0.0,0.0,0.0,0.0,7613.079607,6115.611311,0.96432008,2.471160842,9972.160096,9816.2135,1.213720754,3.11027351,29.48791943978445,5724.079722
28-04-2021 22.00,3446.580347,0.730820175,1.872795387,0.0,0.0,0.0,0.0,7617.079677,6130.088738,0.966319933,2.476285652,9984.588718,9850.641679,1.216908241,3.118441744,29.4965545414194,5702.799509
28-04-2021 23.00,3441.17456,0.730513403,1.872009256,0.0,0.0,0.0,0.0,7611.561152,6115.274184,0.965456901,2.474074052,9990.227645,9851.328556,1.217339251,3.119546248,29.45157392569053,5701.711654
29-04-2021 0.00,3418.102087,0.726069448,1.860621204,0.0,0.0,0.0,0.0,7611.632994,6099.536427,0.961490947,2.463910921,9975.043519,9798.747145,1.210737283,3.102628083,29.496948922685277,5689.461857
29-04-2021 1.00,3398.551927,0.725449917,1.859033598,0.0,0.0,0.0,0.0,7602.187734,6098.180291,0.963106454,2.46805081,9985.428524,9837.247684,1.215214328,3.114100933,29.440923796343384,5668.382953
29-04-2021 2.00,3372.588196,0.721367218,1.848571297,0.0,0.0,0.0,0.0,7594.765956,6077.336089,0.959632091,2.459147429,9977.412394,9806.41043,1.211002587,3.10330795,29.44651870225925,5651.328208
29-04-2021 3.00,3374.695308,0.721822501,1.849738004,0.0,0.0,0.0,0.0,7601.329612,6085.483233,0.960558781,2.461522158,9974.567273,9799.897399,1.210970746,3.103226355,29.457547728041693,5653.964316
29-04-2021 4.00,3422.542951,0.726549388,1.861851094,0.0,0.0,0.0,0.0,7598.831172,6099.444517,0.961509639,2.463958822,9964.217529,9808.486932,1.211239516,3.103915103,29.495931032295648,5683.775411
29-04-2021 5.00,3416.769571,0.726442897,1.861578202,0.0,0.0,0.0,0.0,7589.825032,6084.950906,0.961000898,2.462655126,9943.583253,9773.080215,1.209841653,3.100332947,29.44141991114512,5679.988806
29-04-2021 6.00,3441.042309,0.729355234,1.869041339,0.0,0.0,0.0,0.0,7592.189539,6096.631251,0.962515613,2.466536725,9935.666713,9772.831707,1.210592242,3.102256402,29.45151305285621,5695.764661
29-04-2021 7.00,3439.705165,0.728740631,1.867466361,0.0,0.0,0.0,0.0,7569.988356,6069.460052,0.959792947,2.459559637,9945.518971,9797.547065,1.211285321,3.104032482,29.40342825910366,5691.425011
29-04-2021 8.00,3435.046997,0.727105016,1.863274944,0.0,0.0,0.0,0.0,7556.96927,6031.522463,0.955312233,2.448077387,9922.557681,9729.478075,1.205234819,3.088527503,29.356689329141382,5695.993777
29-04-2021 9.00,3099.499034,0.693371074,1.776828546,0.0,0.0,0.0,0.0,7568.750999,6069.358647,0.959144772,2.457898626,9937.508509,9786.164245,1.209823539,3.100286529,29.422807047631643,5413.008038
29-04-2021 10.00,3068.43803,0.689878044,1.76787733,0.0,0.0,0.0,0.0,7540.216188,6019.401356,0.954980515,2.447227328,9948.647511,9793.76258,1.210001785,3.100743301,29.30787007322269,5390.499522
29-04-2021 11.00,3060.306449,0.688347281,1.763954605,0.0,0.0,0.0,0.0,7527.961424,6016.496733,0.953896582,2.444449648,9930.459229,9785.00724,1.20833009,3.096459426,29.327014837684622,5375.985087
29-04-2021 12.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7545.499952,6025.497312,0.953809269,2.4442259,9917.786441,9736.999301,1.204399753,3.086387569,29.37357621495363,0.0
29-04-2021 13.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7545.383466,6051.770699,0.957737551,2.454292491,9910.930408,9767.776471,1.208680981,3.097358616,29.380651041275684,0.0
29-04-2021 14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7554.868426,6084.451581,0.960101813,2.460351135,9907.007629,9788.957735,1.209805514,3.100240337,29.466572061042307,0.0
29-04-2021 15.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7554.159024,6051.350362,0.955103618,2.447542791,9903.312756,9732.084003,1.203383537,3.08378342,29.459629093047717,0.0
29-04-2021 16.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7554.612905,6061.066347,0.956343501,2.450720107,9898.450448,9738.078515,1.204371077,3.086314083,29.468673936898742,0.0
29-04-2021 17.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7546.328882,6074.364524,0.958306396,2.455750211,9894.784917,9772.399433,1.207707447,3.094863843,29.472836172295942,0.0
29-04-2021 18.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7540.919125,6053.301726,0.954303755,2.445493066,9892.190567,9745.349358,1.203072529,3.082986431,29.49382882816082,0.0
29-04-2021 19.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7545.33486,6069.617059,0.955313192,2.448079843,9886.519237,9749.756345,1.203044792,3.082915353,29.542074089826446,0.0
29-04-2021 20.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7541.038884,6088.044999,0.959061947,2.457686381,9890.468085,9796.35949,1.208740511,3.097511167,29.515942826678597,0.0
29-04-2021 21.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7560.681054,6115.836268,0.960080056,2.460295382,9878.492471,9772.460261,1.20592381,3.090293108,29.61923710355037,0.0
29-04-2021 22.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7546.071554,6105.145656,0.958295533,2.455722374,9884.371802,9797.160249,1.206176112,3.090939655,29.622522113325527,0.0
29-04-2021 23.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7555.767935,6115.303815,0.959295665,2.458285305,9884.206873,9790.692288,1.206046573,3.0906077,29.640875180332937,0.0
30-04-2021 0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7549.110917,6127.125021,0.96043222,2.461197834,9883.055265,9821.635599,1.208189264,3.096098546,29.6630283773043,0.0
30-04-2021 1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7558.716822,6135.965198,0.959491446,2.458787013,9880.608498,9806.874159,1.205251674,3.088570694,29.734952340379827,0.0
30-04-2021 2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7566.974668,6131.083156,0.956889133,2.45211834,9873.601456,9766.065081,1.19994774,3.074978865,29.79209542266587,0.0
30-04-2021 3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570.768783,6148.507569,0.959534609,2.458897621,9852.572445,9749.800907,1.200574705,3.076585523,29.79439249373484,0.0
30-04-2021 4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7560.839211,6130.596399,0.956286281,2.450573475,9858.659803,9752.724763,1.19838031,3.07096218,29.808509908389773,0.0
30-04-2021 5.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7553.289746,6132.710649,0.957739176,2.454296656,9869.871447,9793.72275,1.20247836,3.081463818,29.77355467679353,0.0
30-04-2021 6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7554.375496,6164.743696,0.960277345,2.460800952,9857.995389,9819.26454,1.204185345,3.085838128,29.849963777172526,0.0
30-04-2021 7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7557.599192,6162.592277,0.958498309,2.456242006,9850.156828,9794.260796,1.200699198,3.076904548,29.894930674395574,0.0
30-04-2021 8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7557.087147,6160.269904,0.958961159,2.457428101,9851.914224,9795.702447,1.201579081,3.079159329,29.869241187985825,0.0
30-04-2021 9.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7562.150454,6197.111697,0.961830992,2.464782318,9851.451299,9837.831956,1.204141587,3.085725992,29.958221229122156,0.0
30-04-2021 10.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7552.804322,6150.264402,0.955677839,2.449014287,9851.92219,9786.216239,1.197710664,3.069246149,29.92317948716199,0.0
30-04-2021 11.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7560.420279,6207.551236,0.961963854,2.465122791,9840.121409,9836.334318,1.203107859,3.083076968,30.00454362962023,0.0
30-04-2021 12.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572.072119,6192.831469,0.958014005,2.455000931,9827.92739,9764.215895,1.19526323,3.062974369,30.056808869709695,0.0
30-04-2021 13.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570.945653,6222.91709,0.962795469,2.467253882,9827.778765,9814.180349,1.201412619,3.078732756,30.05283474858586,0.0
30-04-2021 14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7583.136859,6235.202291,0.962060729,2.465371042,9818.691949,9787.976453,1.197814168,3.069511386,30.135161764599,0.0
30-04-2021 15.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7574.612351,6253.242034,0.964596423,2.471868996,9843.472112,9876.747062,1.204559412,3.086796709,30.142901734374338,0.0
30-04-2021 16.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7575.479045,6238.545603,0.960720674,2.461937025,9851.511051,9863.012272,1.200333575,3.075967604,30.19337659499552,0.0
30-04-2021 17.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7580.073552,6254.530002,0.963329879,2.468623358,9852.522043,9879.614786,1.203043779,3.082912757,30.18874894046752,0.0
30-04-2021 18.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7575.733321,6241.537467,0.960063604,2.46025322,9877.896729,9909.940337,1.201981001,3.080189288,30.228530983666385,0.0
30-04-2021 19.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7581.741254,6270.257565,0.962780998,2.4672168,9892.161308,9963.269855,1.205821268,3.090030334,30.28191506067533,0.0
30-04-2021 20.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7568.003951,6253.103424,0.962005161,2.465228644,9899.801897,9982.621501,1.207647111,3.094709227,30.223424857602726,0.0
30-04-2021 21.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7558.93082,6244.629531,0.961189914,2.463139496,9899.571942,9989.756137,1.207851719,3.095233554,30.208067276329174,0.0
30-04-2021 22.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7562.077936,6250.778073,0.96036947,2.46103703,9893.486954,9979.289369,1.205602444,3.089469576,30.263642698145066,0.0
30-04-2021 23.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7546.110638,6219.711657,0.957345931,2.453288929,9892.538155,9966.766567,1.20399176,3.085342047,30.208337310435528,0.0
01-05-2021 0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7548.993121,6247.300358,0.959385726,2.458516095,9889.858866,9996.796249,1.205764261,3.089884247,30.27781981717072,0.0
01-05-2021 1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7566.26489,6275.827308,0.961095971,2.46289876,9885.45137,9991.598961,1.204846999,3.087533678,30.361952343777794,0.0
01-05-2021 2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7552.488985,6245.098487,0.958158601,2.455371472,9892.442421,9988.149554,1.203843325,3.084961669,30.30591184437118,0.0
01-05-2021 3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7559.054959,6244.554767,0.957657976,2.454088574,9871.566774,9936.289018,1.200188762,3.075596508,30.319114636438165,0.0
01-05-2021 4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7548.930227,6257.092091,0.959864987,2.459744246,9852.746644,9947.71295,1.202509196,3.081542837,30.310134464603518,0.0
01-05-2021 5.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.608169,6269.139095,0.96071484,2.461922074,9831.424093,9925.160143,1.201107549,3.077950986,30.341627539679422,0.0
01-05-2021 6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7542.605754,6241.341765,0.956725571,2.451699196,9838.17919,9911.605844,1.197979763,3.069935741,30.333047764955733,0.0
01-05-2021 7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7541.503428,6254.569439,0.958425947,2.456056572,9833.096216,9926.216798,1.199759686,3.074496959,30.343405586478806,0.0
01-05-2021 8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7528.72315,6245.357316,0.95730276,2.4531783,9847.838866,9966.23204,1.201608328,3.07923428,30.334262875739793,0.0
01-05-2021 9.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7537.200121,6242.497359,0.956439884,2.450967098,9836.658624,9922.867647,1.198205852,3.070515114,30.347726083658227,0.0
01-05-2021 10.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7540.31125,6264.889364,0.959650375,2.459194282,9842.186013,9960.359533,1.202344719,3.08112135,30.3546922999179,0.0
01-05-2021 11.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7537.014285,6249.604748,0.956250106,2.450480773,9834.400372,9928.757579,1.197666873,3.069133929,30.38830814240422,0.0
