Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,THERMAL_EFF
24-01-2021 8.00,0.0,0.0,0.0,0.0,9957.431188,15789.47594,1.929186703,4.833848129,8136.514668,11226.2074,1.640570439,4.110679561,7630.364666,9805.451681,1.524632013,3.820179556,29.91363088945962
24-01-2021 9.00,0.0,0.0,0.0,0.0,9959.933115,15781.06713,1.92738287,4.829328373,8142.455829,11230.12876,1.639727419,4.108567256,7606.41886,9739.244371,1.518466073,3.804729929,29.832299547324748
24-01-2021 10.00,0.0,0.0,0.0,0.0,9955.824436,15807.5901,1.932276208,4.841589318,8133.188108,11233.82173,1.642848516,4.116387602,7592.533733,9728.900048,1.52029458,3.809311509,29.76477167714548
24-01-2021 11.00,0.0,0.0,0.0,0.0,9950.805668,15803.91582,1.929302686,4.834138742,8147.248914,11278.47117,1.643806894,4.118788952,7599.666722,9754.715772,1.520166939,3.808991689,29.846258601464058
24-01-2021 12.00,0.0,0.0,0.0,0.0,9950.23319,15786.8845,1.929322544,4.8341885,8152.02577,11278.43226,1.644713466,4.121060498,7593.173067,9728.859866,1.519080604,3.806269722,29.788435216251237
24-01-2021 13.00,0.0,0.0,0.0,0.0,9951.125608,15808.59478,1.932198512,4.84139464,8166.179946,11327.41491,1.649629298,4.133377805,7595.088654,9745.570239,1.521623406,3.812641071,29.789734796055754
24-01-2021 14.00,0.0,0.0,0.0,0.0,9951.708773,15820.90618,1.930776046,4.837830453,8140.679921,11273.10219,1.643860259,4.118922667,7605.301836,9778.871338,1.522481444,3.814791005,29.874681577721322
24-01-2021 15.00,0.0,0.0,0.0,0.0,9951.595338,15822.90237,1.930991583,4.83837051,8134.86744,11259.93699,1.642995122,4.116754945,7589.273237,9742.158218,1.51975415,3.807957386,29.815932843886706
24-01-2021 16.00,0.0,0.0,0.0,0.0,9954.453598,15822.48561,1.93023594,4.836477141,8101.083394,11170.03965,1.635841973,4.098831725,7607.736576,9781.673721,1.522244275,3.814196745,29.887898798449065
24-01-2021 17.00,0.0,0.0,0.0,0.0,9954.863752,15825.43327,1.929921758,4.835689913,8127.917241,11238.25085,1.640409126,4.110275368,7602.476581,9770.566634,1.521007399,3.811097578,29.878238199604528
24-01-2021 18.00,0.0,0.0,0.0,0.0,9951.494229,15826.423,1.929742902,4.835241764,8140.889537,11278.3129,1.643074711,4.116954366,7597.536199,9765.539061,1.520416827,3.809617818,29.874463524249773
24-01-2021 19.00,0.0,0.0,0.0,0.0,9953.463691,15784.86547,1.926596138,4.827357106,8148.536116,11262.84425,1.641320529,4.112559017,7580.207497,9693.995398,1.514342214,3.79439702,29.77455924599259
24-01-2021 20.00,0.0,0.0,0.0,0.0,9955.129703,15845.36851,1.93327182,4.844083965,8156.724481,11323.5409,1.648258894,4.129944064,7610.594167,9800.572752,1.52487061,3.820777396,29.894068404764486
24-01-2021 21.00,0.0,0.0,0.0,0.0,9951.320106,15800.30827,1.927115073,4.828657371,8136.035531,11247.65326,1.639849748,4.108873769,7617.658595,9796.366017,1.521783607,3.813042477,29.941852230927147
24-01-2021 22.00,0.0,0.0,0.0,0.0,9951.843785,15796.5609,1.928235199,4.831464003,8146.176654,11268.71588,1.64255437,4.11565058,7625.737667,9811.353237,1.524025457,3.818659746,29.943547520517665
24-01-2021 23.00,0.0,0.0,0.0,0.0,9944.945336,15821.55154,1.930003145,4.83589384,8163.864844,11345.74831,1.648406205,4.130313173,7623.901495,9836.245114,1.526234074,3.824193746,29.976074433243937
25-01-2021 0.00,0.0,0.0,0.0,0.0,9941.73656,15825.23063,1.930352841,4.836770053,8168.320977,11365.48613,1.649870107,4.133981184,7595.612079,9776.555337,1.521745241,3.812946345,29.882055747644827
25-01-2021 1.00,0.0,0.0,0.0,0.0,9941.249431,15771.10657,1.924628477,4.822426854,8136.506081,11247.96728,1.639236695,4.107337679,7598.488115,9750.199595,1.517709256,3.802833617,29.880749347897712
25-01-2021 2.00,0.0,0.0,0.0,0.0,9945.336013,15837.63798,1.930773421,4.837823876,8140.142059,11297.16908,1.644579037,4.120723665,7597.719901,9783.049686,1.521841738,3.813188131,29.900009713702815
25-01-2021 3.00,0.0,0.0,0.0,0.0,9943.332892,15798.31979,1.92771203,4.830153131,8130.459477,11248.47773,1.640555107,4.110641143,7608.505365,9786.670617,1.521602946,3.812589805,29.915770472728674
25-01-2021 4.00,0.0,0.0,0.0,0.0,9944.464382,15828.39173,1.931080211,4.838592581,8122.957414,11248.05036,1.641706866,4.113527039,7628.704135,9851.304676,1.527682264,3.827822389,29.993508839350298
25-01-2021 5.00,0.0,0.0,0.0,0.0,9951.463215,15821.5923,1.929012565,4.833411803,8164.258256,11333.21993,1.6464587,4.125433425,7609.82832,9790.714777,1.521744378,3.812944183,29.925351067828593
25-01-2021 6.00,0.0,0.0,0.0,0.0,9953.700443,15860.34053,1.932946591,4.843269057,8152.985691,11327.9244,1.647381127,4.127744697,7514.153267,9583.036653,1.506998259,3.775995712,29.577193305007242
25-01-2021 7.00,0.0,0.0,0.0,0.0,9955.98624,15861.35681,1.931854127,4.840531736,8149.814174,11316.70571,1.645573808,4.123216205,7509.256065,9568.907144,1.504985444,3.770952322,29.573082974247107
25-01-2021 8.00,0.0,0.0,0.0,0.0,9954.01686,15838.13393,1.930564603,4.837300653,8183.912299,11388.08847,1.650704983,4.136073084,7488.792031,9509.402224,1.500501336,3.759716759,29.477007503900428
25-01-2021 9.00,0.0,0.0,0.0,0.0,9952.928484,15812.03647,1.926311519,4.826643953,8186.641267,11378.69667,1.647762106,4.128699293,7497.123523,9516.235077,1.498975265,3.755892974,29.52821921310333
25-01-2021 10.00,0.0,0.0,0.0,0.0,9956.739784,15850.53608,1.929963232,4.835793833,8170.655381,11359.29716,1.647512172,4.128073046,7484.238139,9502.733834,1.498873265,3.755637397,29.488332367352875
25-01-2021 11.00,0.0,0.0,0.0,0.0,9960.284339,15860.85128,1.930855421,4.838029339,8165.505018,11347.03696,1.646852533,4.126420229,7507.770764,9558.666748,1.503404952,3.766992176,29.5724907995021
25-01-2021 12.00,0.0,0.0,0.0,0.0,9957.99263,15875.92523,1.933641735,4.845010838,8169.739241,11373.06277,1.650377732,4.135253109,7484.267694,9515.469055,1.501504612,3.762230608,29.476104789829733
25-01-2021 13.00,0.0,0.0,0.0,0.0,9954.128617,15852.2181,1.930382403,4.836844124,8190.421876,11415.81983,1.651886589,4.139033762,7483.4511,9506.825105,1.499445934,3.7570723,29.489761117524647
25-01-2021 14.00,0.0,0.0,0.0,0.0,9957.502408,15820.32438,1.927877931,4.830568819,8182.343567,11365.26179,1.647762582,4.128700486,7456.633081,9417.835834,1.492054644,3.738552385,29.358438182632153
25-01-2021 15.00,0.0,0.0,0.0,0.0,9961.927778,15904.36183,1.934242345,4.846515751,8190.695828,11439.85823,1.654272953,4.145013134,7458.527539,9467.67511,1.496932161,3.750773689,29.41763724793623
25-01-2021 16.00,0.0,0.0,0.0,0.0,9956.339391,15825.6827,1.927072501,4.828550701,8218.131265,11461.74389,1.653691027,4.143555036,7443.03152,9392.087262,1.489123392,3.731207722,29.335803924024102
25-01-2021 17.00,0.0,0.0,0.0,0.0,9953.204067,15850.28656,1.929261367,4.834035211,8211.324402,11468.70998,1.654794981,4.146321149,7459.1407,9450.187121,1.494155823,3.743817185,29.41786003597707
25-01-2021 18.00,0.0,0.0,0.0,0.0,9953.875023,15862.82777,1.932370245,4.841824943,8189.151296,11419.70199,1.653145152,4.142187271,7465.015778,9469.499601,1.497490509,3.752172709,29.41233559419366
25-01-2021 19.00,0.0,0.0,0.0,0.0,9955.168125,15843.69073,1.929890073,4.835610522,8197.347551,11423.68203,1.652270537,4.1399958,7483.263884,9499.016627,1.498749716,3.755327828,29.479227257506977
25-01-2021 20.00,0.0,0.0,0.0,0.0,9961.000771,15840.49503,1.928930983,4.833207389,8229.808311,11490.97183,1.656382107,4.150297915,7482.131652,9484.302461,1.496915035,3.750730779,29.469638340200742
25-01-2021 21.00,0.0,0.0,0.0,0.0,9958.481723,15881.03808,1.935001002,4.848416672,8231.668979,11529.48777,1.662260847,4.165027923,7482.385487,9512.654939,1.501943112,3.763329331,29.458784336947353
25-01-2021 22.00,0.0,0.0,0.0,0.0,9957.393853,15883.7162,1.933947503,4.845776984,8219.179376,11502.87624,1.65930101,4.157611635,7494.19638,9544.849577,1.503496831,3.767222392,29.52793882963555
25-01-2021 23.00,0.0,0.0,0.0,0.0,9957.532507,15878.11151,1.932651058,4.842528557,8244.808337,11563.50761,1.662801412,4.166382384,7483.116594,9515.622945,1.500456343,3.759604021,29.497174821461442
26-01-2021 0.00,0.0,0.0,0.0,0.0,9959.827445,15903.43193,1.935193997,4.848900248,8226.687071,11531.68419,1.66133262,4.162702121,7490.670091,9545.310082,1.503541843,3.767335177,29.528479417784204
26-01-2021 1.00,0.0,0.0,0.0,0.0,9961.792665,15861.68054,1.930448362,4.837009393,8212.587134,11461.32341,1.654332862,4.145163243,7524.502363,9596.30631,1.505641388,3.772595881,29.64484054498732
26-01-2021 2.00,10000.0,15796.65331,1.901762546,4.765133055,9962.742264,15893.37631,1.934661995,4.847567244,8195.346996,11438.68014,1.654649748,4.145957247,7518.588667,9599.548081,1.507651039,3.777631343,29.6153260198604
26-01-2021 3.00,10000.0,15765.95773,1.898800649,4.757711605,9960.603975,15856.86557,1.931405669,4.839408062,8208.081791,11447.709,1.654298453,4.145077028,7495.765016,9526.271589,1.501121881,3.761271621,29.51709169763403
26-01-2021 4.00,10000.0,15771.66807,1.899994111,4.760701992,9960.686928,15862.1307,1.932562243,4.84230602,8219.558276,11479.94306,1.657284467,4.152558905,7512.892494,9569.727778,1.505149171,3.771362562,29.572402001409433
26-01-2021 5.00,9997.004987,15771.24744,1.901989434,4.765701555,9961.052471,15871.04471,1.935201363,4.848918706,8219.654269,11485.06858,1.65937969,4.15780878,7503.167229,9550.227504,1.50525346,3.771623873,29.510097495117467
26-01-2021 6.00,9980.198289,15736.15638,1.900326979,4.76153604,9957.549029,15871.44375,1.935724724,4.850230059,8209.795567,11467.63194,1.658581064,4.155807711,7482.572498,9507.504546,1.502321759,3.764278085,29.43541379509321
26-01-2021 7.00,9965.219642,15661.0773,1.894219616,4.746233184,9959.319131,15840.18333,1.93206462,4.841059154,8220.443659,11468.14286,1.657172489,4.152278329,7478.6476,9476.587071,1.498633707,3.755037151,29.411896016890328
26-01-2021 8.00,9979.480717,15722.20825,1.897226163,4.75376651,0.0,0.0,0.0,0.0,8225.054756,11497.8905,1.658725075,4.156168551,7471.003339,9473.687176,1.497854992,3.753085973,29.418181969134267
26-01-2021 9.00,9972.070348,15673.68267,1.894459992,4.746835481,0.0,0.0,0.0,0.0,8197.330726,11407.50564,1.652515545,4.1406097,7468.009499,9448.411712,1.49608676,3.748655419,29.37437201917682
26-01-2021 10.00,9976.616101,15679.04358,1.894304809,4.746446647,0.0,0.0,0.0,0.0,8189.638906,11383.68531,1.650410712,4.135335747,7462.428165,9431.169645,1.494369168,3.744351751,29.35446836893767
26-01-2021 11.00,9981.37285,15718.01668,1.899372876,4.759145401,0.0,0.0,0.0,0.0,8166.366103,11343.97484,1.64996983,4.134231055,7476.749693,9479.29922,1.500246014,3.759077014,29.388695679643746
26-01-2021 12.00,9974.823668,15696.31686,1.895611608,4.749721016,0.0,0.0,0.0,0.0,8161.270631,11329.43733,1.646810518,4.126314955,7474.488819,9472.906109,1.497743845,3.752807478,29.417939491691865
26-01-2021 13.00,9979.575253,15671.24221,1.892722781,4.742482655,0.0,0.0,0.0,0.0,8186.087749,11364.379,1.648114013,4.129581044,7465.603264,9428.605246,1.493139458,3.741270541,29.37065567686941
26-01-2021 14.00,9963.311263,15632.14639,1.892602139,4.74218037,0.0,0.0,0.0,0.0,8197.458295,11394.59569,1.65214013,4.139669046,7494.105012,9496.77683,1.500183742,3.758920981,29.44410372045011
26-01-2021 15.00,9959.067583,15648.12762,1.893756522,4.745072838,0.0,0.0,0.0,0.0,8202.875008,11428.92098,1.654805003,4.146346258,7471.175018,9460.522526,1.497566858,3.752364013,29.38295465396104
26-01-2021 16.00,9962.627216,15643.82526,1.891975985,4.740611453,0.0,0.0,0.0,0.0,8198.284807,11407.56458,1.651906607,4.139083922,7474.710801,9461.467267,1.496440463,3.74954167,29.408008111898447
26-01-2021 17.00,9940.23183,15558.74982,1.888502997,4.731909393,0.0,0.0,0.0,0.0,8176.598447,11333.2282,1.647952122,4.129175405,7483.750223,9465.229889,1.498044953,3.753561947,29.38819289533609
26-01-2021 18.00,9936.450152,15586.6083,1.890702389,4.737420279,0.0,0.0,0.0,0.0,8210.496769,11446.53405,1.656588977,4.150816255,7495.754115,9517.852615,1.502533041,3.76480748,29.46330798157712
26-01-2021 19.00,9917.353604,15511.63367,1.88663628,4.727232072,0.0,0.0,0.0,0.0,8191.878477,11381.539,1.652235661,4.139908413,7480.951353,9467.028738,1.498907761,3.755723833,29.376858287488826
26-01-2021 20.00,9950.288897,15569.44787,1.888401102,4.731654082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7481.192494,9449.277783,1.496183615,3.748898101,29.37516285057431
26-01-2021 21.00,9941.738096,15569.6695,1.891092875,4.738398696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7443.780664,9373.899872,1.492379511,3.739366385,29.21511454385027
26-01-2021 22.00,9942.517308,15606.64795,1.893837895,4.745276729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7445.393203,9399.977686,1.494843639,3.745540603,29.248097109638806
26-01-2021 23.00,9931.982856,15571.81528,1.892683398,4.742383974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7434.605438,9369.481181,1.493199084,3.741419942,29.185315297172064
27-01-2021 0.00,9907.463024,15476.8631,1.883455525,4.719262243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7445.007728,9377.599543,1.491056694,3.736051881,29.252574032438446
27-01-2021 1.00,9898.952785,15467.61344,1.886200685,4.726140628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7476.881702,9458.488875,1.499931614,3.75828924,29.330323941469832
27-01-2021 2.00,9879.101824,15363.84391,1.877835724,4.705181042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7468.242928,9406.19438,1.494209683,3.743952139,29.279857843958208
27-01-2021 3.00,9892.04847,15434.02548,1.884908991,4.722904106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7460.261902,9408.709319,1.496639681,3.75004084,29.24013387377296
27-01-2021 4.00,9882.407341,15369.80218,1.878538257,4.706941338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7403.195103,9251.045272,1.482313563,3.71414474,29.028011400742663
27-01-2021 5.00,9878.25091,15383.78152,1.882024757,4.715677254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7406.116562,9271.729859,1.485930491,3.72320746,29.022100132622985
27-01-2021 6.00,9872.256542,15363.90306,1.878609712,4.707120379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7386.484017,9225.093317,1.480520335,3.709651555,28.981639649865027
27-01-2021 7.00,9884.480775,15427.90923,1.885313119,4.723916705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7384.48346,9238.135758,1.483734551,3.717705224,28.959742180247705
27-01-2021 8.00,9852.804369,15307.59502,1.876458308,4.701729735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7390.2546,9229.641087,1.481817987,3.712903005,28.97053476407969
27-01-2021 9.00,9850.121032,15319.29244,1.87993564,4.710442678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7378.749818,9212.743884,1.482700966,3.715115433,28.900275873927033
27-01-2021 10.00,9847.585282,15284.4748,1.875395044,4.699065577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7347.108362,9122.123412,1.473505431,3.692074727,28.79458101943487
27-01-2021 11.00,9849.831121,15286.01065,1.875553623,4.699462918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7355.829563,9139.255592,1.474915568,3.695608024,28.821078248260378
27-01-2021 12.00,9818.112938,15211.23951,1.872152865,4.690941842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7372.570337,9183.275919,1.479336683,3.70668575,28.87334949498701
27-01-2021 13.00,9811.866292,15220.56152,1.874108333,4.695841542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7373.384049,9200.589851,1.481739504,3.712706355,28.880876699853054
27-01-2021 14.00,9820.427426,15233.82245,1.875449016,4.699200811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7359.461209,9161.810618,1.479116604,3.706134311,28.810145995389608
27-01-2021 15.00,9838.844256,15246.63701,1.874458695,4.696719423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7350.854435,9119.300032,1.474323155,3.69412365,28.76970304633346
27-01-2021 16.00,9833.05163,15204.19783,1.871360709,4.688956984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7362.029864,9128.166944,1.474630064,3.694892653,28.79168296385152
27-01-2021 17.00,9852.585498,15288.18845,1.878205028,4.706106386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7372.864189,9173.253803,1.47958356,3.707304335,28.83702630290462
27-01-2021 18.00,9858.412885,15274.1138,1.875315555,4.698866407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7372.736441,9155.369374,1.476615213,3.699866724,28.838661087705695
27-01-2021 19.00,9869.508972,15306.32722,1.878518279,4.706891281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7376.450583,9165.228156,1.478396337,3.704329581,28.83493414310293
27-01-2021 20.00,9880.745887,15365.50361,1.883052428,4.718252228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7354.951501,9133.431921,1.476684571,3.700040511,28.76820864398748
27-01-2021 21.00,9907.537957,15436.40399,1.888890777,4.732881029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7330.946832,9076.100716,1.473349065,3.691682931,28.65234790069095
27-01-2021 22.00,9883.769309,15374.47751,1.883381091,4.719075738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343.86871,9108.186095,1.474543474,3.694675691,28.73034724496325
27-01-2021 23.00,9871.162564,15303.28706,1.877359265,4.703987208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7339.724456,9075.48611,1.470505599,3.684558229,28.70580795655305
28-01-2021 0.00,9869.757883,15328.22597,1.880104449,4.710865651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7338.429548,9090.39387,1.472746882,3.690174078,28.70920391069526
28-01-2021 1.00,9870.918574,15348.64775,1.881929996,4.715439815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7497.857747,9474.796099,1.503418719,3.76702667,29.31274434867422
28-01-2021 2.00,9867.513946,15314.19232,1.879081098,4.708301502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7488.948415,9437.248669,1.499905504,3.758223818,29.264968502105916
28-01-2021 3.00,9890.088559,15361.41533,1.881671204,4.714791377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7482.735909,9414.188101,1.497834347,3.753034244,29.233825304201993
28-01-2021 4.00,9913.40155,15440.18444,1.887673878,4.729831918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7456.060443,9361.850772,1.494771405,3.745359612,29.130872612093693
28-01-2021 5.00,9887.491812,15370.46103,1.882225365,4.716179904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7432.660103,9307.560024,1.489592499,3.732383136,29.062631146392032
28-01-2021 6.00,9884.124504,15357.42399,1.884250732,4.721254746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7456.505977,9358.839936,1.495867201,3.748105281,29.10017099370823
28-01-2021 7.00,9878.872648,15314.36208,1.879255046,4.708737354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7457.755277,9343.906253,1.492749543,3.740293554,29.114416241522218
28-01-2021 8.00,9866.904568,15312.86762,1.881899105,4.715362414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7458.725877,9363.71658,1.496475851,3.74963034,29.10349246947569
28-01-2021 9.00,9877.908124,15336.73809,1.883055963,4.718261084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7440.038545,9316.78236,1.49257587,3.739858391,29.033279520212325
28-01-2021 10.00,9886.607363,15354.68572,1.882017412,4.71565885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7444.884623,9326.251466,1.491646192,3.737528952,29.080901043530062
28-01-2021 11.00,9910.721827,15433.22903,1.887387974,4.729115547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7419.639689,9276.310138,1.488212968,3.728926527,28.991903912420124
28-01-2021 12.00,9865.874414,15307.42942,1.880403585,4.711615178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7389.112818,9199.312142,1.482605535,3.714876316,28.859998161992745
28-01-2021 13.00,9844.513846,15211.66106,1.871902576,4.690314707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7384.496599,9165.40692,1.477823218,3.702893549,28.846679335956615
28-01-2021 14.00,9853.715198,15226.34855,1.873622284,4.694623677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7404.270241,9204.548132,1.481566055,3.712271754,28.89668441983762
28-01-2021 15.00,9851.068858,15257.14585,1.87804067,4.705694563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7414.97162,9252.334305,1.487381215,3.726842453,28.933141109948075
28-01-2021 16.00,9880.407462,15361.51499,1.884655324,4.722268508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7397.623431,9229.159098,1.485825926,3.722945459,28.89087942270936
28-01-2021 17.00,9882.039811,15347.70816,1.884102263,4.720882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.681094,9224.215242,1.48566607,3.722544916,28.87851017980289
28-01-2021 18.00,9889.10447,15376.6853,1.886051635,4.725767162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7405.424106,9241.616895,1.487169209,3.726311242,28.903746340919966
28-01-2021 19.00,10000.0,15619.84419,1.897498601,4.754449142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7399.274141,9197.433049,1.481223619,3.711413731,28.881022688156843
28-01-2021 20.00,9982.962149,15570.65458,1.894381954,4.746639944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7402.760162,9203.158788,1.481554539,3.712242898,28.892547302068966
28-01-2021 21.00,9970.771191,15570.7154,1.897080035,4.753400365,10000.0,15840.97359,1.940273017,4.861626446,0.0,0.0,0.0,0.0,7405.246493,9227.582103,1.485576463,3.722320393,28.890793436012896
28-01-2021 22.00,9977.396329,15616.34364,1.899971654,4.760645723,10000.0,15868.61336,1.942034129,4.86603916,0.0,0.0,0.0,0.0,7401.222918,9235.654245,1.486187033,3.723850261,28.90418705901564
28-01-2021 23.00,9952.176466,15505.97162,1.89068695,4.737381593,9996.023992,15814.44226,1.936097057,4.851162993,0.0,0.0,0.0,0.0,7399.528113,9206.002136,1.481768103,3.712778014,28.89730824902778
29-01-2021 0.00,9926.824534,15474.66786,1.890115295,4.735949233,9996.594158,15853.01442,1.939839011,4.860538984,0.0,0.0,0.0,0.0,7395.904663,9219.573787,1.483903355,3.718128188,28.898266298416907
29-01-2021 1.00,0.0,0.0,0.0,0.0,9996.24968,15821.16081,1.937163077,4.853834055,0.0,0.0,0.0,0.0,7387.464183,9181.049579,1.480282091,3.709054601,28.847913609952634
29-01-2021 2.00,0.0,0.0,0.0,0.0,9995.467653,15821.50571,1.935270315,4.849091473,0.0,0.0,0.0,0.0,7415.031745,9248.256216,1.48415385,3.718755837,28.983277240950127
29-01-2021 3.00,0.0,0.0,0.0,0.0,9991.99967,15833.03279,1.940264474,4.861605041,0.0,0.0,0.0,0.0,7417.258525,9262.966236,1.48861811,3.729941669,28.942320197527856
29-01-2021 4.00,0.0,0.0,0.0,0.0,9989.505527,15830.26255,1.939001219,4.858439779,0.0,0.0,0.0,0.0,7382.109681,9183.86724,1.481504815,3.712118307,28.832950793375474
29-01-2021 5.00,0.0,0.0,0.0,0.0,9991.618296,15808.54746,1.936917537,4.85321882,0.0,0.0,0.0,0.0,7382.088363,9167.220939,1.479547576,3.707214171,28.818762283652493
29-01-2021 6.00,0.0,0.0,0.0,0.0,9994.354953,15855.5238,1.941384202,4.864410677,0.0,0.0,0.0,0.0,7381.310015,9189.283308,1.482578496,3.714808565,28.829061565074003
29-01-2021 7.00,0.0,0.0,0.0,0.0,9996.772553,15855.58471,1.940434983,4.862032274,0.0,0.0,0.0,0.0,7357.758094,9131.419848,1.477257621,3.701476368,28.750713923457884
29-01-2021 8.00,0.0,0.0,0.0,0.0,9997.478266,15829.76626,1.935861726,4.850573336,0.0,0.0,0.0,0.0,7349.713918,9097.874867,1.472251881,3.688933784,28.742490892658978
29-01-2021 9.00,0.0,0.0,0.0,0.0,10000.0,15827.11673,1.936631072,4.852501043,0.0,0.0,0.0,0.0,7336.336999,9060.267174,1.46996488,3.68320338,28.66821196212235
29-01-2021 10.00,0.0,0.0,0.0,0.0,10000.0,15877.2936,1.941243925,4.864059192,0.0,0.0,0.0,0.0,7330.759927,9077.177764,1.47247613,3.689495671,28.672736157044444
29-01-2021 11.00,0.0,0.0,0.0,0.0,10000.0,15854.83117,1.938223993,4.85649233,0.0,0.0,0.0,0.0,7345.492897,9098.528264,1.472831075,3.690385036,28.73325128089928
29-01-2021 12.00,0.0,0.0,0.0,0.0,10000.0,15852.31144,1.938356922,4.856825402,0.0,0.0,0.0,0.0,7334.552209,9071.462391,1.470944173,3.685657137,28.684525837179482
29-01-2021 13.00,0.0,0.0,0.0,0.0,9999.864189,15844.73858,1.937454611,4.854564534,0.0,0.0,0.0,0.0,7379.507909,9171.906892,1.478482355,3.70454511,28.85426743040935
29-01-2021 14.00,0.0,0.0,0.0,0.0,10000.0,15885.48084,1.941230719,4.864026104,0.0,0.0,0.0,0.0,7391.740251,9225.025,1.483714481,3.717654936,28.91903370599065
29-01-2021 15.00,0.0,0.0,0.0,0.0,10000.0,15875.26454,1.940339264,4.861792438,0.0,0.0,0.0,0.0,7388.175582,9210.089463,1.482354171,3.714246488,28.89870822174404
29-01-2021 16.00,0.0,0.0,0.0,0.0,10000.0,15855.0658,1.937981921,4.855885783,0.0,0.0,0.0,0.0,7384.572552,9189.835193,1.479874115,3.708032359,28.883479506560878
29-01-2021 17.00,0.0,0.0,0.0,0.0,10000.0,15880.85972,1.941237559,4.864043242,0.0,0.0,0.0,0.0,7365.43132,9160.525462,1.47890423,3.705602176,28.810241327506354
29-01-2021 18.00,0.0,0.0,0.0,0.0,10000.0,15870.70383,1.937795146,4.855417793,0.0,0.0,0.0,0.0,7349.961338,9120.430344,1.473591523,3.692290444,28.78755477855765
29-01-2021 19.00,0.0,0.0,0.0,0.0,9996.326015,15906.58317,1.941555292,4.864839366,0.0,0.0,0.0,0.0,7376.303727,9209.196125,1.481809684,3.712882199,28.906522897653808
29-01-2021 20.00,0.0,0.0,0.0,0.0,9992.89097,15839.56974,1.936584817,4.852385144,0.0,0.0,0.0,0.0,7363.457172,9144.297973,1.476070575,3.698502057,28.814415056635166
29-01-2021 21.00,0.0,0.0,0.0,0.0,9996.774841,15857.89576,1.93780191,4.855434742,0.0,0.0,0.0,0.0,7338.912189,9091.850771,1.472001201,3.688305668,28.728350817590396
